llm_job_desc	full description	job id
"> **Summary:**
> Internet-Based Hotel Reservationists are sought for a remote position in the travel industry. The role involves handling reservations and guest interactions, providing excellent customer service and problem-solving in a supportive team environment.
> 
> **Responsibilities:**
> 
> * Handling hotel reservations, including inquiries, bookings, and room availability
> * Interacting with guests via phone, email, and in-person for reservation management
> * Assisting guests during check-in and check-out
> * Processing reservations, collecting payments, and issuing invoices or receipts
> 
> **Skills Required:**
> 
> * Outstanding communication and interpersonal skills
> * Strong organizational and multitasking abilities
> * Attention to detail and precision
> * Ability to work independently and collaboratively
> * Comprehensive knowledge of travel destinations and products
> * Exceptional customer service and problem-solving skills
> * Passion for travel and helping others
> * Fluency in English"	We're actively searching for individuals with a sharp attention to detail and a customer-centric mindset to join our team as Internet-Based Hotel Reservationists. If you possess outstanding communication skills, radiate warmth, and harbor a genuine love for hospitality, we extend a warm invitation for you to partner with us today! We provide comprehensive training to equip you for success.Responsibilities:Handle hotel reservations, addressing inquiries, booking accommodations, and confirming room availability.Interact with guests via phone, email, or in-person to manage reservation inquiries, modifications, and cancellations.Assist guests during check-in and check-out, ensuring a seamless process and addressing any special requests or concerns.Process reservations, gather payment details, and issue invoices or receipts as required.This remote opportunity offers the flexibility to work from your own home or any location with internet access. We prioritize work-life balance, empowering you to manage your workload according to your preferences.As a Hotel Reservationist , you have the chance to seize control of your financial future. This isn't just a job; it's an opportunity to establish your own business within our framework. Determine your income potential, and we'll provide the support and resources to help you flourish, transforming your passion into a thriving venture.Benefits:Remote position with a flexible work environment.Competitive compensation.Travel perks and discounts for personal and professional travel.Complimentary training.Familiarization (FAM) Trips.Supportive team environment.Qualifications:Outstanding communication and interpersonal skills, with a friendly and courteous demeanor.Strong organizational and multitasking abilities.Attention to detail and precision.Ability to work independently and collaboratively as part of a team.Comprehensive knowledge of travel destinations, attractions, and various travel products and services.Exceptional customer service and problem-solving skills.Passion for travel and a commitment to helping others create unforgettable experiences.Must be 18 years or older.Must be fluent in English.This entry-level role serves as your gateway into the dynamic world of the travel industry. Taking this initial step enables you to positively impact travelers' lives while nurturing your professional journey. Explore the world, one exceptional experience at a time – kickstart your entrepreneurial venture today. This is a 1099 Business Opportunity, not just a job.Available in USA, United Kingdom, Argentina, Australia, Mexico, Costa Rica, Panama, PeruPowered by JazzHRaEm6tjgBe1	3874888256
"> **Summary:**
> 
> Percy seeks an experienced Compliance Manager to oversee property compliance and ensure accuracy in recertification processes for Section 8 and LIHTC properties.
> 
> **Responsibilities:**
> 
> * Oversee and manage property compliance
> * Conduct file reviews
> 
> **Required Skills:**
> 
> * 2+ years of compliance experience
> * Prior Section 8 and LIHTC experience
> * Keen eye for detail
> * Ability to navigate housing regulations"	Job DescriptionAt Percy, we're forging innovative paths to connect people with significant career opportunities at top-tier companies across the nation. We're currently on the lookout for an experienced Compliance Manager to enhance our team in the West Palm Beach, FL.Candidates should be adept at navigating the complexities of housing regulations and possess a keen eye for detail, ensuring compliance and accuracy in all recertification processes. If you're ready to take your career to the next level with a role that offers both challenge and reward, this opportunity is tailor-made for you.Responsibilities And DutiesOversee and manage property complianceConduct File ReviewsQualifications And Skills2+ years of compliance experiencePrior Section 8 and LIHTC experiencePerksHybrid Work StructureMileage and travel reimbursementFull suite of benefits including health, dental, and vision insurance, a 401(k) plan with employer match, and tuition reimbursement. Ample opportunities for professional development and advancement within the company.	3874875618
"> **Summary:**
> 
> Remote JavaScript Developer with 1 year experience required to join a talent pool for potential future openings.
> 
> **Responsibilities:**
> 
> * Develop web applications using JavaScript, HTML, and CSS
> * Collaborate on user interface design and implementation
> * Ensure code quality, efficiency, and reusability
> * Optimize applications for performance and scalability
> * Integrate front-end and back-end components
> 
> **Skills Required:**
> 
> * Bachelor's degree in Computer Science or related field
> * Strong proficiency in JavaScript, HTML, and CSS
> * Experience with JavaScript frameworks (e.g., React, Angular, Vue.js)
> * Familiarity with server-side technologies (e.g., Node.js)
> * Knowledge of responsive design and mobile-first development
> * Understanding of cross-browser compatibility
> * Excellent problem-solving and attention to detail
> * Strong communication and collaboration abilities"	This is a remote position. JavaScript Developer (1 year experience, remote)Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process. Hiring Type: Full-Time Base Salary: $58K-$68K Per Annum.Description:As a JavaScript Developer, you will be responsible for developing and implementing web applications, user interfaces, and other interactive elements using JavaScript, HTML, and CSS. You will collaborate with cross-functional teams to understand project requirements, design innovative solutions, and deliver high-quality code.Responsibilities:Develop interactive web applications using JavaScript, HTML, and CSS. Collaborate with designers and product managers to implement user interfaces that are visually appealing and intuitive. Write clean, efficient, and reusable code. Ensure the technical feasibility of UI/UX designs. Optimize applications for maximum speed and scalability. Collaborate with back-end developers to integrate front-end and back-end functionalities. Stay up-to-date with the latest industry trends and best practices in JavaScript development. Requirements:Bachelor's degree in Computer Science, Software Engineering, or a related field. Proven work experience as a JavaScript Developer or Front-End Developer. Strong proficiency in JavaScript, HTML, and CSS. Experience with modern JavaScript frameworks such as React, Angular, or Vue.js. Familiarity with server-side technologies such as Node.js. Knowledge of responsive design and mobile-first development. Understanding of cross-browser compatibility issues and ways to work around them. Excellent problem-solving skills and attention to detail. Strong communication and collaboration abilities. Ability to work effectively in a fast-paced, deadline-driven environment. A portfolio of past projects or code samples will be highly advantageous.	3875019031
"> **Summary:**
> 
> The Tig Welder is responsible for performing skilled welding operations within the production environment, ensuring compliance with customer and company standards.
> 
> **Responsibilities:**
> 
> * Perform Tig welding using drawings, sketches, procedures, and instructions
> * Develop and modify welding techniques and methods
> * Weld, braze, solder, cut, and gouge various materials
> * Understand welding symbols and maintain assembly precision
> * Use hand and power tools and measuring instruments
> * Operate Tig welding equipment
> * Lift and move items weighing 10-40 lbs
> 
> **Skills Required:**
> 
> * Tig welding on thin wall stainless steel
> * High school diploma or GED
> * Ability to interpret blueprints
> * Basic computer skills
> * Active listening, communication, and following instructions
> * Problem-solving and decision-making
> * Attention to detail
> * Physical stamina and endurance"	Job DescriptionJob Title: Tig WelderLocation: Allentown PA Shift/Hours: 1st Shift [6:50 am – 2:50 pm] Salary: $24.00 per hour (To Start)Reports To: Production Supervisor/ManagerSumitomo Cryogenics of America, Inc. (Allentown) is currently seeking a (Tig Welder) to join our production team. The Tig Welder will work within the production environment, utilizing their hands-on skills, experience and learned knowledge of our products to ensure manufactured products are produced in accordance with customer and company standards.Essential duties and responsibilities include but are not limited to: Perform all duties required to properly Tig weld, with the ability to work from drawings, sketches, procedures, or verbal instructions. Develop, establish, and modify welding techniques and methods, using all types of welding equipment and procedures. Weld, braze, solder, cut, and gouge all types of materials in all positions on components, assemblies and systems manufactured and designed by SCAI. Understand and apply welding symbols and maintain proper sequence of assembly and accuracy of fit-up. Use hand, power tools and precision measuring instruments as necessary. Maintain required certifications under applicable codes if necessary. Operate all Tig Welding equipment necessary for the performance of the duties of the job. Physical Requirements include: be able to lift, push, pull, and move items over 10 – 40 lbsMinimum Requirements:Ability to Tig weld on thin wall stainless steel using fusion & weld wire techniques. High school Diploma or GED; 18 years of age or older. Consistent ability to report to work on time and work scheduled hours; able to adhere to attendance guidelines. Ability to multitask and self-prioritize work in order to successfully accomplish job duties. Ability to work both individually and in an established team setting. Ability to actively listen, understand and effectively communicate and follow verbal and written instructions in English. Basic Computer Skills. Ability to interpret (read) and work from blue printsPrevious forklift experience preferred. Ability to pass a personal background check and/or clearance at time of hire and as required by Customers is required. Must be legally authorized to work in the United States without company sponsorshipPhysical RequirementsRegularly required to stand up to 8.0 hrs. Frequently required to walk, climb stairs, stoop, kneel, bend, and or crouch. Occasionally required to lift up to 40 lbs. occasionally required to exert up to 40 lbs. of force to push/pull objects or equipment within a production environment. Specific vision abilities required include close vision, distance vision, peripheral vision and the ability to adjust focus. Must be able to hear audible alarms and communications. Must be able to work at various heights. Required to use wrists, hands and fingers to manipulate various items. Able to work in an environment that has extreme temperatures, humidity, hazardous/loud equipment, and slippery surfaces.	3874881670
"> **Summary:**
> 
> As a Virtual Travel Booking Coordinator, you will remotely assist clients with personalized travel arrangements, ensuring seamless and unforgettable experiences.
> 
> **Responsibilities:**
> 
> * Engage with clients to understand travel needs
> * Research and plan bespoke travel itineraries
> * Book flights, hotels, rentals, tours, and travel services
> * Assist with travel documentation and visa procurement
> * Manage travel budgets and provide cost-effective options
> * Create detailed travel schedules
> * Resolve travel issues and provide customer support
> * Maintain booking records and client communications
> 
> **Skills Required:**
> 
> * Excellent communication and interpersonal skills
> * Strong organizational and time management abilities
> * Passion for travel and understanding of destinations
> * Problem-solving abilities
> * Previous travel or virtual assistance experience (advantageous)
> * Flexibility and accessibility in different time zones
> * Reliable internet connection and distraction-free workspace"	Join us as a Virtual Travel Booking Coordinator, where your main task revolves around ensuring travelers have a seamless and memorable journey. Embrace remote work and utilize digital tools to assist clients with their travel arrangements.Responsibilities:Client Engagement: Interact with clients via email, phone, or chat to grasp their travel requirements. Tailor personalized recommendations and itineraries to suit their preferences.Research and Planning: Dive into extensive research on destinations, accommodations, transportation, and activities to craft bespoke travel plans. Stay informed about travel trends and restrictions.Booking Services: Secure reservations for flights, hotels, rental cars, tours, and other travel services, always aligning with the client's preferences and budget.Travel Documentation: Aid clients in obtaining essential travel documents, visas, and insurance. Offer guidance on passport and visa prerequisites.Budget Oversight: Assist clients in managing their travel budgets by presenting cost-effective options and highlighting potential expenses.Travel Itineraries: Develop detailed travel schedules encompassing daily activities, dining reservations, and client requests.Problem Resolution: Tackle any travel-related issues or emergencies during the client's trip, such as flight disruptions or accommodation hiccups.Customer Support: Deliver exceptional customer service, maintaining a positive demeanor and promptly addressing client queries.Documentation Management: Keep meticulous records of bookings, client preferences, and communications for future reference and follow-up.Requirements:Superb communication and interpersonal skills.Strong organizational and time-management prowess.Passionate about travel with a solid understanding of various destinations.Adaptability and effective problem-solving abilities.Previous experience in travel or virtual assistance is advantageous but not obligatory.Flexibility to accommodate different time zones or handle emergencies.Reliable high-speed internet connection and a distraction-free workspace.Perks:Remote work flexibility promoting a healthy work-life balance.Access to exclusive travel perks, discounts, and romantic offerings.Opportunity to contribute significantly to creating unforgettable romantic experiences.Continuous training and professional development opportunities to hone your skills.Collaborative team environment fostering creativity and growth.Competitive compensation package with performance-based incentives.Benefits:Flexible ScheduleTravel PerksLicensed & BondedPersonal WebsiteE&O Insurance with Fraud ProtectionDaily Training AvailableTravel Agent CertificationRemote Business OpportunityFull Training ProvidedWork FT or PTNo experience necessaryPowered by JazzHRNjMDgUANUc	3874886625
"> **Summary**
> 
> Remote engineering role at Patterned Learning, a platform for collaborative coding and accelerated development. Requires experience in software development and a strong foundation in Python, React JS, and related technologies.
> 
> **Responsibilities**
> 
> * Design and implement engineering solutions
> * Develop frontend and backend applications
> * Collaborate with team members
> * Assist with project planning and technical reviews
> 
> **Skills**
> 
> * 1+ year of experience with React JS and Python
> * Bachelor's degree in computer science or related field
> * Proficiency in FastAPI, Django, TypeScript, SQL, NoSQL, and AWS
> * Excellent communication skills"	- Remote Job, 1+ Year ExperienceAnnual Income: $60K - $65KA valid work permit is necessary in the US/CanadaAbout us: Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.Responsibilities:Architect, design, and implement solutions to complex engineering problems Provide coding expertise in Python (FastAPI and Django), React JS, TypeScript, SQL, NoSQL, and AWS to develop frontend and backend applications. Collaborate with other developers to deliver working software solutions Assist project management with planning, product roadmap planning, and release planning Assist with code reviews and technical reviews Qualifications:1 year of professional experience with React JS and Python Bachelors degree in computer science, engineering, or related Good communication skills, both oral and written Nice to Have experience:Mobile app development in React Native Thirst For Tech Learning Benefits401(k) matching Flexible spending account Flextime Health insurance Health savings account Paid time off Relocation assistance Tuition reimbursement Why Patterned Learning LLC?Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.The pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.	3875016464
"> **Summary:**
> 
> Legal Assistant sought for a small law firm in Cocoa, Florida, responsible for administrative and legal support duties.
> 
> **Responsibilities:**
> 
> * Answer phone calls and emails
> * Manage office calendars and schedule appointments
> * Process mail and emails
> * Assist with client file management
> * Accept and log client payments
> * Copy and file documents
> * Order office supplies
> * Provide general office assistance
> * Assist paralegal with projects
> * Familiarity with criminal and family law preferred
> 
> **Skills Required:**
> 
> * Proficiency in answering phones and emails professionally
> * Strong organizational and calendar management skills
> * Experience with State Filing (E-Portal filing)
> * Basic file management skills
> * Ability to accept and log payments
> * Familiarity with criminal and family law (preferred)
> * Some bookkeeping experience, including knowledge of Sage program or similar"	Job DescriptionLegal Assistant for Small Law Firm in Cocoa, FLFull Time - Monday to Thursday - 8:30 a.m. to 5:00 p.m.No Health Insurance is provided or offered. No other benefits.Paid Holidays - 10 days per year.Non-SmokerSalary depends on experience.Responsibilities to include, but not limited to: Answering phone calls and emails.  Managing the office calendars, including scheduling and coordinating hearings, depositions, mediations, and client appointments.  Logging in and distributing mail and emails.  Familiar with State Filing (E-Portal filing) Opening and closing client files.  Accepting and logging in client payments.  Copying and filing.  Ordering office supplies.  General office work.  Familiarity with criminal and family law a plus, but not required.  Assisting the Paralegal with various projects.  Some Bookkeeping experience, including knowledge of Sage program, or similar. This is not a Paralegal position. This is for a Legal Assistant to work with the Attorney and Paralegal.	3874881217
"> **Summary:**
> 
> ADM Group Inc. seeks an Intermediate Interior Designer to collaborate on commercial, educational, and municipal interior design projects. The ideal candidate will have 5 years of relevant experience, exceptional proficiency in Revit and AutoCAD, and a passion for delivering high-quality designs within tight deadlines.
> 
> **Responsibilities:**
> 
> * Participate in all phases of design, from conceptualization to construction administration
> * Provide design support, create renderings, and specify finishes
> * Select and present furniture, fixtures, and equipment
> * Generate construction documents and specifications
> * Collaborate with external consultants and contractors
> * Review submittals to ensure adherence to design goals
> 
> **Skills Required:**
> 
> * Degree from a CIDA-accredited Interior Design program (preferred)
> * 5 years of experience in commercial interior design projects
> * High-level proficiency in Revit and AutoCAD
> * Proficiency in PhotoShop, SketchUp, Enscape, or Lumion (preferred)
> * Exceptional graphics and visualization skills
> * Strong communication and collaboration abilities
> * LEED Accreditation and NCIDQ certification (plus)"	Job DescriptionADM Group Inc. is an architecture and interior design firm located in Tempe, Arizona. Our goal is to provide architectural, interior design and project management services which exceed our customers’ expectations. In 2023 we celebrated 30 years of excellence in the Education (K-12), Municipal and Corporate markets. We are a hardworking, fun-loving group of professionals who come to work every day with one objective: to bring our client’s vision to life.Intermediate Interior DesignerADM Group is seeking a qualified Interior Designer for educational, commercial, light industrial and municipal projects, with a passion for all phases of the design process. Potential candidates should have 5 years’ experience in similar projects and strong computer aptitude and technical skills including an in-depth knowledge of Revit and AutoCAD. As a member of our design team, you will be collaborating with other team members to produce construction documents, detail design elements, specify finishes, create renderings, etc.Our clients mandate very short timeframes for production; therefore, candidates must be able to succeed in a fast-paced office environment and manage details for multiple projects simultaneously. This position has overall responsibility for the design, quality, and client satisfaction of commercial projects in education, municipal and corporate markets.Interior Designer Key ResponsibilitiesParticipate in projects that include conceptual design, schematic design, design development, construction documentation, and construction administration.Provide design support and documentation during development and execution of design concepts.Participate in the selection and presentation of furniture, fixtures, and equipment (FF&E), color palettes, millwork, and lighting.Generate construction drawings and specifications needed for construction.Work with external consultants, product representatives, furniture dealers, and fabricators.Review contractor submittals to ensure design goals are met.Interior Designer QualificationsDegree from a CIDA accredited Interior Design program is preferred.5 years of relevant experience in design, with a focus on commercial interiors projectsHigh level of proficiency in Revit required.High level of proficiency in AutoCAD required.Proficiency in PhotoShop, SketchUp, Enscape or Lumion preferred.Graphics and visualization skills to effectively communicate design ideas.Strong communication skillsAbility to work in a collaborative environment.LEED Accreditation and NCIDQ certification is a plus.Benefits And PerksWe offer competitive salaries and a benefit package which includes medical, dental, life insurance, paid holidays, and paid time off.In 2023 we became an ESOP, and we have a company Profit Sharing program.In addition to our dynamic work environment, we follow a 4x10 work schedule (Fridays off)We are dedicated to the professional growth of our employees and facilitate lunch and learns on a regular basis to provide insight into new and innovative design concepts.Company DescriptionADM Group Inc. is an architecture and interior design firm located in Tempe, Arizona. Our goal is to provide architectural, interior design and project management services which exceed our customer’s expectations. We have celebrated 30 years of excellence in the Education (K-12), Municipal and Corporate markets. In 2023 We became and ESOP, Employee Owned Stock Plan We are a hardworking, fun-loving group of professionals who come to work every day with one objective: To bring our client’s vision to life.ADM Group Inc. is an architecture and interior design firm located in Tempe, Arizona. Our goal is to provide architectural, interior design and project management services which exceed our customer’s expectations. We have celebrated 30 years of excellence in the Education (K-12), Municipal and Corporate markets. In 2023 We became and ESOP, Employee Owned Stock Plan We are a hardworking, fun-loving group of professionals who come to work every day with one objective: To bring our client’s vision to life.	3874888581
"> **Summary**
> 
> Highgate Hotels seeks a Spa Receptionist to provide exceptional guest service and promote spa services at Amrit Ocean Resort & Residences. Responsibilities include greeting guests, booking appointments, answering phones, processing payments, and assisting management with various tasks.
> 
> **Responsibilities**
> 
> * Greet guests with a warm and welcoming demeanor
> * Book and schedule appointments following standard operating procedures (SOPs)
> * Deliver exceptional guest service
> * Answer phone calls promptly and provide comprehensive information
> * Check guests in for services
> * Collect payments and ensure accurate transactions
> * Maintain a clean and organized work area
> * Promote specials and featured services
> * Assist management with reports and projects
> * Perform assigned side work
> * Accommodate guests' requests and address concerns
> * Adapt schedule based on business needs
> 
> **Skills Required**
> 
> * Outstanding customer service skills
> * Exceptional organizational, interpersonal, and administrative abilities
> * Attention to detail and multitasking capabilities
> * Solution-oriented mindset and ability to work under pressure
> * Cash handling experience preferred
> * Ability to work effectively in a team environment
> * Openness to learning and accepting feedback
> * Excellent communication and phone etiquette skills
> * Well-groomed and professional appearance
> * Ability to maintain confidentiality
> * High school diploma or equivalent education and experience
> * Additional foreign language skills a plus"	Compensation Type: Hourly Highgate Hotels:Highgate is a premier real estate investment and hospitality management company widely recognized as an innovator in the industry. Highgate is the dominant player in U.S. gateway markets including New York, Boston, Miami, San Francisco and Honolulu, with a rapidly expanding presence in Europe, Latin America, and the Caribbean. Highgate’s portfolio of global properties represents an aggregate asset value exceeding $20B and generates over $5B in cumulative revenues. The company provides expert guidance through all stages of the hospitality property cycle, from planning and development through recapitalization or disposition. Highgate also has the creativity and bandwidth to develop bespoke hotel brands and utilizes industry-leading proprietary revenue management tools that identify and predict evolving market dynamics to drive out performance and maximize asset value. With an executive team consisting of some of the industry’s most experienced hotel management leaders, the company is a trusted partner for top ownership groups and major hotel brands. Highgate maintains corporate offices in London, New York, Dallas, and Seattle.Location:Amrit Ocean Resort & Residences...The first-of-its-kind Five Star personalized luxury wellness community is launching our first location in South East Florida. Located on 7.5 acres oceanfront, Amrit unites the ancient inner-science of the East and Western technology for personalized luxury that promotes mindful living with unlimited potential. Utilizing the time-honored practice of Eight Limbs of Patanjali with Five Pillars of Wellness (Mindfulness, Nutrition, Fitness, Relaxation and Sleep), Amrit's 24/7 Personal Wellness Advisors work with guests to identify their Personalized Roadmap to Wellness. Amrit's two towers, Peace and Happiness comprise 182 wellness residents, 153 wellness resort suites including 30 destination spa suites, chlorine free pools, natural bistro with teaching kitchen, farm to table restaurant, meeting/celebration space, hair-health full service salon, outdoor activities/experiences and 100,000 sf of wellness and spa spread over four floors indoors and out. Featuring Aayush, an extensive hydrothermal circuit with co-ed and gender specific areas, plus hamam, flotation pod and terraces with panoramic ocean views. Amrit, in partnership with leading wellness innovators, globally renown mindfulness experts, and a spa floor dedicated to innovative treatments and services, will provide the tools, technology, resources and experiences for guests to achieve personalized peace and happiness and ultimately, wellness for life.OverviewProvide first class service to our guests, while promoting and selling the Spa services and its products at every opportunity. Assist guests with their needs, and direct the clients as appropriate and perform various administrative duties.ResponsibilitiesGreeting guests with direct eye contact and a smile.Booking and scheduling appointmentsComprehensive knowledge of the operating procedures based on SOP’s.Deliver excellent guest serviceAnswering phone calls within 3 ringsProvide thorough information about services and facilities via phone, fax, mail or in person.Check guests in for servicesCollect payment for servicesEnsure accuracy of all transactions and paperworkStocking, cleaning, organizing and maintaining their work area(s). Inform guest about specials, sales and featured items and services.Assisting management with reports and other projects as needed.Perform all side work as assignedCleans and maintain on a daily and by use basis.Assist guest with any questions or concernsMust be available to work all shifts and days including opening, closing and some holiday shifts.Will be required to adjust schedule based on business demands. Performs all other duties as assignedQualificationsMust possess outstanding customer service, organizational, interpersonal, and administrative skills as well as excellent attention to detail and the ability to multi-task.Must be solution oriented and the ability to work well under pressure. Previous cash handling experience is preferredCandidate must be able to work efficiently within a team environment and individually. Must have an open mind and willingness to learn new processes, concepts and ways of approaching guest and coworkers.Must be open to coaching and feedback. Must possess excellent communication skills and phone etiquette.Must be well groomed and professional. Must be able to communicate effectively with guests, management, and other associates. Additional foreign language a plus.Willingness to maintain the highest level of confidentiality regarding guests and staff.Combination of education equivalent to graduation from high school (High school diploma) or any other combination of education, training and experience that provides the required knowledge, skills and abilities	3874896429
"> **Summary:**
> 
> Join the team as a Travel Agency Manager and embark on a rewarding career in the travel industry.
> 
> **Responsibilities:**
> 
> * Oversee client relations, sales, marketing, and operations
> * Manage a team of travel agents
> * Provide customized travel packages
> * Offer expert advice on destinations and travel trends
> * Ensure professionalism and accuracy in client interactions
> 
> **Skills Required:**
> 
> * Passion for travel and adventure
> * Strong leadership and management abilities
> * Excellent communication and interpersonal skills
> * Attention to detail
> * Commitment to exceptional service"	Join our team as a Travel Agency Manager and take charge of your own journey in the travel industry. We specialize in creating unforgettable travel experiences, and we're seeking individuals who share our passion for exploration and adventure. No prior experience is necessary because we provide comprehensive training, certification, a flexible schedule (part-time or full-time), travel perks, and a range of benefits. You'll also have access to recently launched software that outperforms major competitors in pricing, as well as a professional website to promote your services. As part of our team, you'll be partnered with an award-winning agency with over seventy years of experience and all the necessary credentials to ensure exceptional service for our clients.Opportunity Highlights: Training, Certification, and Website: As a Travel Agency Manager, you'll receive thorough training and certification to equip you with the skills and knowledge needed to lead a successful travel agency. We'll also provide you with a professional website to showcase your services and attract potential clients. Flexible Schedule: Whether you're seeking a part-time or full-time opportunity, our flexible schedule allows you to work at your own pace and on your own terms. You can customize your schedule to fit your lifestyle and other commitments, giving you the freedom to pursue your passion for travel. Travel Perks: Immerse yourself in the world of travel perks and benefits. As a Travel Agency Manager, you'll gain access to exclusive discounts, insider deals, and firsthand experiences at some of the most exciting destinations around the world. Cutting-Edge Software: Gain access to our recently launched software, which outperforms major competitors in pricing and availability. This tool ensures that your clients receive the best deals on travel packages, flights, accommodations, and more. Partnered with an Award-Winning Agency: Benefit from our partnership with an award-winning agency that has been in business for over seventy years. With all the proper credentials and experience behind us, you can trust that you'll be providing your clients with the highest level of service and expertise.Key Responsibilities:Oversee all aspects of the travel agency, including client relations, sales, marketing, and operations.Manage a team of travel agents, providing guidance, support, and training as needed.Collaborate with clients to understand their travel preferences and create customized travel packages tailored to their needs.Utilize your knowledge of destinations, travel trends, and industry best practices to provide expert advice and recommendations to clients.Stay informed about the latest travel deals, promotions, and opportunities to ensure that your clients receive the best possible value for their travel experiences.Ensure that all client interactions and transactions are handled with professionalism, accuracy, and integrity.Qualifications:Passion for travel and adventure.Strong leadership and management skills.Excellent communication and interpersonal skills.Attention to detail and a commitment to delivering exceptional service.Join Us Today: If you're a travel enthusiast with a desire to lead your own adventure in the travel industry, this opportunity is perfect for you. Whether you're new to the travel industry or have previous experience, we welcome individuals who share our passion for exploration and discovery.Ready to take the next step in your travel career as a Travel Agency Manager? Contact us today to learn more and begin your journey with us!Powered by JazzHRXgpuaUdLiJ	3874884804
