company,job title,level,full description,seniority level,employment type,job function,industries,job id
A-SAFE USA,New Business Development Manager - Airports,Mid-Senior level,"The A-SAFE Group is a leading global workplace safety solutions provider. Since 1984, the business has been pioneering state-of-the-art solutions that safeguard people and assets across a variety of sectors, all around the world.Innovation has been a watchword for A-SAFE since the company’s very beginning, with the business being the inventor and original manufacturer of the world’s first industrial strength polymer barrier safety system. The business continues to pioneer game-changing workplace safety technology to this day, supplying warehouses, factories, airports, car parks and other industrial workplaces worldwide.A truly global business, the A-SAFE Group is headquartered in the UK and has 17 international subsidiaries, including Germany, France, Italy, Netherlands, Scandinavia, Belgium, Spain, USA, UAE, Japan and Canada, as well as a host of trusted global partners, meaning the business is represented in more than 65 countries worldwide.The A-SAFE Group operates state-of-the-art manufacturing facilities in the UK and maintains global distribution networks and facilities, allowing the business to provide innovative solutions to the world’s largest and best-known brands including Nestlé, Coca-Cola, BMW, 3M, Heathrow Airport, Unilever, Amazon, and Jaguar Land Rover.The role of the Airport NBDM is field based responsible for securing new business resulting from leads generated by the MDE’s (Marketing Development Executives) and SDR’s (Sales Development Reps). There is also an element of self-generating leads.Key responsibilities:Market Research & Analysis:Conduct thorough market research to identify potential business opportunities within airports across the USAnalyze industry trends, competitive landscape, and regulatory developments to inform sales strategiesProspecting and Lead Generation:Identify key decision-makers within airports, including airport authorities, airlines, concessionaires, and other relevant stakeholdersDevelop and execute targeted outreach strategies to generate leads and establish initial contact with prospectsRelationship Building:Cultivate and maintain strong relationships with key stakeholders, including airport management, procurement teams, and industry influencersAct as a trusted advisor to clients, understanding their unique needs and providing tailored solutionsProposal Development and Presentation:Collaborate with internal teams to develop compelling proposals, presentations, and sales materials tailored to the specific needs of airport clientsDeliver persuasive presentations to prospects, effectively communicating the value proposition of our products/servicesNegotiation & Closing:Lead negotiations with prospects, addressing concerns and objections to secure favorable terms and agreementsClose new business deals within established timelines, meeting or exceeding sales targetsAccount Management:Partner with the account management & CSM teams to onboard new clients and ensure a seamless transition from sales to implementationMaintain ongoing communication with clients to foster long-term relationships and identify opportunities for introductions to industry peersQualifications:Bachelor's degree in Business Administration, Marketing, or related field (MBA preferred)Minimum of 5 years of experience in new business development, with a proven track record of success in selling into airports or related industriesDeep understanding of airport operations, regulations, and industry dynamicsStrong network of contacts within the airport ecosystem is highly desirableExcellent communication, negotiation, and presentation skillsAbility to work independently, prioritize tasks, and meet deadlines in a fast-paced environmentWillingness to travel as needed to meet with clients and attend industry events",Mid-Senior level,Full-time,Business Development and Sales,Public Safety,3875020279
G.I.S.,Material Coordinator,Entry level,"Job DescriptionGeneral Position Summary: Compiles and maintains records of quantity, type, and value of material, equipment, merchandise, or supplies stocked in establishment by performing the following duties.Essential Duties and Responsibilities include the following. (Other duties may be assigned)Counts material, equipment, merchandise, or supplies in stock and posts totals to inventory records.Compares inventories to office records or computes figures from records such as sales orders, production records, or purchase invoices to obtain current inventory.Verifies clerical computations against physical count of stock and adjusts errors in computation or count, or investigates and reports reasons for discrepancies.Compiles information on receipt or disbursement of material, equipment, merchandise, or supplies, and computes inventory balance, price, and cost.Prepares reports such as inventory balance, price lists, and shortages.Prepares list of depleted items and recommends survey of defective or unusable items.Stocks and issues materials or merchandise.Immediately report all Incidents/Accidents, no matter how small, to their Supervisor.Company DescriptionGIS has been putting people first since 1948. GIS is a multi-divisional company with many independent and cooperating divisions such as mechanical, electrical, engineering, fabrication, on shore and off shore. GIS is an EOE employer.GIS has been putting people first since 1948. GIS is a multi-divisional company with many independent and cooperating divisions such as mechanical, electrical, engineering, fabrication, on shore and off shore. GIS is an EOE employer.",Entry level,Full-time,Purchasing and Supply Chain,Oil and Gas,3874890904
Source One Technical Solutions,Training Coordinator,Not Applicable,"Source One Technical Solutions is seeking a remote (US) Training Coordinator with LMS coordination and administration experience for a global pharmaceutical company based in the United States.No sponsorships or C2CJob Title Training Coordinator (Contractor)The contract duration is initially 8-12 months, with a likely extension40 hours/week, Mon-Fri100% RemoteSummary:The Training Team supporting a global project is responsible for delivering system and process training to end users (including train-the-trainer-T3). The Training Coordinator will support activities for deploying the training and possess strong organizational, coordination, and planning skills. The ideal Training Coordinator will have experience in successfully managing the registration, tracking, and coordination of on site, web-based, or distance learning across multiple user audiences and locations for large-scale projects (~1000+ users). Strong knowledge of Learning Management System functionality and understanding of delivering training via curriculum is required.Key Job Responsibilities:Contribute to the development of a detailed training delivery coordination plan, defining all training delivery coordination tasks, start dates, end dates, and ownership/resources.Manage the execution of the training delivery coordination plan.Manage the process for scheduling classes and registering training participants for classes utilizing tools to stay organized and communicate effectively. Serve as ongoing point of contact for training registration. Work closely with the Training Support LMS Team.Manage the process for reporting training tracking and completion working with the Training Support LMS team.Coordinate the registration and completion activities for T3 trainer qualifications.Coordinate the booking, planning, and set up, for training rooms, as required.Coordinate training communications for end-user training with the project communications team.Provide end-user training content to the communication team, as required.Create Microsoft Word storyboards for web-based training modules for instructor-led End-User training, if required.Will require “Reporting Access” to the corporate Learning Management SystemGeneral Qualifications, Background and Experience:Excellent time management, organizational, and planning skillsExperience working on large-scale, corporate projects with multiple workstreamsExperience in class scheduling for large-scaled training projectKnowledge of Learning Management SystemsKnowledge of working in SharePoint sitesUnderstanding of training authoring tools (i.e., Articulate Storyline, etc.)Experience in event planning, a plusProficient in MS Excel managing large data spreadsheetsProficient in MS OfficeExperience in using web-based collaboration applications (i.e. Zoom, Microsoft Teams)",Not Applicable,Contract,"Administrative, Consulting, and Training","Pharmaceutical Manufacturing, Biotechnology Research, and Medical Equipment Manufacturing",3875031741
Michael Kors,"Senior Director, Retail Store Operations",Director,"Who You Are:You are a leader who is energetic, collaborative, and has great communication. You thrive in a rapidly changing environment, drive results and have developed a best-in-class omni-support structure for a fashion/retail company. You are curious and have a passion for process and finding efficiencies. You are a developer of talent and know how to build high performing teams. What You’ll Do: Develop and lead the retail operations team by defining team strategy and project plans to execute initiatives.Drive omni-channel strategy to deliver a seamless end-to-end customer experience that spans both online and stores and maximizes an omni culture. Oversee effective and streamlined store communications while continuing to evolve and innovate our methods of communication.Effectively manage retail workload planning in collaboration with all departments both within the brand and beyond.Lead the store workforce management team to drive efficiencies in store scheduling, payroll forecasting, reporting and administration of census, commission & incentive programs.Partner with corporate compensation department to create strategic compensation programs that align with growing omni-channel business.Work closely with IT and digital teams to support store systems and technology to ensure the business is supported, efficient and innovative.Primary liaison between corporate overhead departments and stores to ensure that all information is communicated in a timely, consistent and brand appropriate manner. Escalating where necessary in support of our stores.Oversee execution of real estate initiatives including store opening, expansion, relocation and closing processes.Align with Learning and Development team to support training tools and new hire onboarding process to enhance customer experience and increase store productivity.Oversee field operations team to drive field compliance of back of house standards through regular training and store visits.Drive operational excellence in stores by creating consistent and efficient back of house standards across the entire store fleet.Partner with finance department to leverage efficiencies and expenses. You’ll Need to Have:  10+ years of in store and/or retail operations experience, involving field operations, workforce management and communicationsRetail experience requiredStrong organizational, project management and time management skills to successfully implement strategic initiatives from initial idea through executionStrong quantitative, analytical skills with attention to detail and accuracyStrong communication, critical-thinking, and presentation skills; including the ability to provide written and verbal direction effectively We’d Love to See: Ability to work in a fast paced, dynamic environment and prioritize workload to manage multiple projects with strict deadlinesProven leadership ability, as well as strength in building internal partnershipsAbility to think strategically and develop achievable long-term goals MK Perks: Generous Paid Time Off & Holiday ScheduleSummer FridaysInternal mobility across Versace, Jimmy Choo and Michael KorsCross-brand DiscountExclusive Employee SalesFav 5 Cards (MK Discount for friends and family)401k MatchPaid Parental LeaveThrive Wellness ProgramCommuter BenefitsGym Discounts  At Capri, we are all responsible for creating a diverse and inclusive workplace. We try to inspire change and growth within each other and believe success is a result that comes from our differences. Capri is proud to be an equal opportunity employer committed to inclusivity regardless of age, sex, sexual orientation, gender identity, genetic characteristics, race, color, creed, religion, ethnicity, national origin, alienage, citizenship, disability, marital status, military status, pregnancy, or any other legally-recognized protected basis prohibited by applicable law. M/D/F/VIn compliance with certain Pay Transparency laws, employers are required to disclose a salary range. The salary for this position will vary based on role requirements, skill set and years of experience.",Director,Full-time,"Other, Project Management, and General Business","Retail, Retail Apparel and Fashion, and Retail Luxury Goods and Jewelry",3875041551
Mindlance,Human Resources Specialist,Mid-Senior level,"Job Details:Job Title: HR CoordinatorJob Duration: 12+ month contract (Possibility for extension)Job Location: Austin TX - HybridJob SummaryThe Global Ops Specialists are a highly collaborative and cross-functional team who drive team readiness, deliver training, partner with program owners, and coach the support team on meeting a variety of unique employee needs. You’ll be the expert in the organization’s hiring processes, procedures and tools.Key Qualifications• Experience with Workday and other enterprise HRIS systems• Experience with global end to end recruiting practices• Experience with ServiceNow or similar ticketing systems• Exceptional problem solving, time management, and organizational skills• Ability to approach problems flexibly and demonstrate creativity in solving them• Demonstrable track record of driving process improvements and an insatiable desire to provide outstanding customer service• Excellent written and verbal communication skills, ability to exercise tact, discretion and the initiative to efficiently meet the demands of multiple internal customers• Ability to work independently, execute multiple tasks simultaneously, and cut through ambiguity• Unrivaled attention to detail and consistent delivery of the highest quality of work • Strong interpersonal skills a must• Skilled at effectively managing and prioritizing escalations or business critical situations• Local language and English business proficiency, preferred additional languagesDescriptionWe directly impact the employee experience every day through providing expert, connected support to all Apple employees around the world. We are a dynamic team responsible for data and records management of multiple countries across the globe. Your knowledge, insight and expertise will help power us forward in supporting Workday business processes and complex transactions, partnering closely with internal partners. You are essential in helping us achieve operational excellence while offering our employees a world-class support experience.Responsibilities may include:• Supporting international relocations, including all the paperwork and system data changes needed to enable these employee moves.• Managing large volumes of employment offer and administrative requests, demonstrating flexibility and problem-solving abilities to adjust or prioritize based on last-minute changes.• Lead engagement with internal support partners and key stakeholder teams to ensure our knowledge management systems are current and effective.• Working closely in a team environment with the ability to partner with diverse teams and across multiple Apple locations.• Liaising with key business partners within the organization to drive and maintain offer and employee life cycle processes within service level agreements (SLAs).• Review web based content for accuracy with responsibility for submitting updates and influencing improvements.• Establish and maintain meaningful relationships with global team and key cross-functional stakeholders internally.• Embracing a variety of internal and external software applications with the ability to learn new tools quickly.• Conduct quality control for a large volume of requests.• Ensuring the new hire experience represents the Apple brand.• Aligning business needs and regulatory requirements to manage employee data and documents.Education• You bring a minimum of 5 years’ experience in Human Resources working across multiple services such as Policies, Recruiting, Compensation, Benefits etc. • You have a Bachelor’s degree or equivalent.• You have experience with enterprise HR systems (Workday preferred). • You have previously worked with MacOS or have a strong desire to learn. EEO:“Mindlance is an Equal Opportunity Employer and does not discriminate in employment on the basis of – Minority/Gender/Disability/Religion/LGBTQI/Age/Veterans.”",Mid-Senior level,Contract,Human Resources and Analyst,"Appliances, Electrical, and Electronics Manufacturing",3875071904
Team Remotely Inc,Junior Full Stack Developer React/Python,Entry level,"This is a remote position. Junior Full Stack Developer React/Python (1 year experience, remote)Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process. Hiring Type: Full-Time Base Salary: $56K-$66K Per Annum.Responsibilities:Architect, design, and implement solutions to complex engineering problems Provide coding expertise in Python (FastAPI and Django), React JS, TypeScript, SQL, NoSQL, and AWS to develop frontend and backend applications. Collaborate with other developers to deliver working software solutions Assist project management with planning, product roadmap planning, and release planning Assist with code reviews and technical reviews Qualifications:1 year of professional experience with React JS and Python Bachelor's degree in computer science, engineering, or related Good communication skills, both oral and written Nice to Have experience:Mobile app development in React Native Thirst For Tech Learning Benefits401(k) matching Flexible spending account Flextime Health insurance Health savings account Paid time off Relocation assistance Tuition reimbursement",Entry level,Full-time,Information Technology,Software Development,3875014464
Motion Recruitment,Public Relations Coordinator,Associate,"Our client, a global broadcast media and entertainment company, is actively looking for a Public Relations Coordinator to join their Global Distribution Publicity & Communications team in Los Angeles! This role is onsite 3 days a week so local candidates are required.***This is a 2 month initial contract with a high likelihood for extension***ResponsibilitiesManage the compilation and internal dissemination of daily press clippingsAssist in retrieval of reviews/clippings from broadcaster clients, as neededCreate raves docs for show titles, as neededManage updating/editing the international launch dates calendarUpdate and edit the bi-monthly client PR support summaryUpdate and maintain distribution lists and contacts lists for press clips, launch dates calendar, client PR support summary, broadcaster PR, talent reps and international mediaManage all Comms magazine subscriptions and renewalsPull licensee lists for show titles, as neededAssist in arranging talent travel/transportation/hotel accommodations and creating/updating talent press trip schedulesSupport content publicity requests, when applicablePrepare sales market product listings for trade publications and pull relevant artwork to accompany listingsAssist with gathering pertinent show information for relevant awards submissionsAssist with staffing, logistics and talent and media relations for press events (junkets, TCAs, etc.)Support PR team with coordinating meetings and conference calls as neededRequired Skills & ExperienceBachelor's degree in Business, Marketing, Events, Communications or related fieldProficient at MS Office 365 Suite (Word, Excel, Powerpoint, Outlook, and Teams), Adobe Acrobat and KeynoteMust be Mac and PC proficientKnowledgeable in Adope Photoshop and/or Canva is preferredWillingness to work overtime, nights and possible weekends as neededStrong communication skills",Associate,Contract,Public Relations and Marketing,Entertainment Providers and Broadcast Media Production and Distribution,3875028438
U.S. Department of Homeland Security,Data Science - Leadership,Entry level,"Help Help Requirements  Conditions of EmploymentYou must be a U.S. Citizen or national.You must be 18 years of age.Must be registered for the Selective Service (if you are a male).Must be able to obtain and maintain a security clearance. Security clearance levels may vary.Must be able to submit to a drug test and receive a negative result.Must be able to comply with ethics and standards of conduct requirements, including completing any applicable financial disclosure.May be required to serve a 3 year probationary period.While many of these positions are considered telework eligible, some individuals must live within 2 hrs driving distance to a DHS SCIF in either Chandler, AZ; Stennis, MS; Idaho Falls, ID; Arlington, VA; Pensacola, FL; Springfield, VA or D.C.Remote work may be available for some positions.QualificationsThis position is in the Leadership Track across a range of career levels. Employees in this career track generally:Have between 5-15 years of cybersecurity work experience.Have between 0-5 years of cybersecurity leadership experience.Are capable of serving as a seasoned cybersecurity manager who oversees multiple DHS or Federal cybersecurity programs or DHS organizations, including employees and contract resources, through subordinate managers.DHS Cybersecurity Service employees with a technical capability in Data Science will generally:Examine data with the goal of providing new insight for the purposes of cybersecurity.Design and implement custom algorithms, flow processes and layouts for complex, enterprise-scale data sets used for modeling, data analytics, and research purposes.Apply understanding of cybersecurity field to inform analytical methodologies and algorithms selected for implementation.Design, build, implement, integrate, and maintain systems and tools for data trend and pattern analysis of cyber data.Apply knowledge of statistics and mathematical theory to develop and integrate new and emerging technologies, such as machine learning and deep learning concepts and techniques.Communicate insights gained to mission user.DHS Cybersecurity Service employees start at career levels and salaries matching their experience and expertise. In recruiting for this opportunity, DHS may hire employees at higher or lower career levels and associated salaries. To learn more about DHS Cybersecurity Service career tracks and levels, visit our application portal .This position is focused on Data Science.DHS Cybersecurity Service jobs are structured cybersecurity specializations - called technical capabilities. To learn more about technical capabilities, visit our application portal .EducationDegrees are not required for jobs in the DHS Cybersecurity Service, but DHS is interested in your level of education and the topics you studied. As you submit initial application information, you will be asked questions about your education.Additional InformationSalary: Listed salary ranges reflects typical starting salaries available to employees in most of the United States across applicable career levels. Within the provided range, average salaries vary for each career level.Lead Cybersecurity Specialist: $120,600 - $154,500Cybersecurity Manager: $139,800- $179,000Senior Cybersecurity Manager: $163,600 - $203,500In some geographic areas, average starting salaries will be higher because of a local cybersecurity labor market supplement (e.g., metro Washington, D.C. +10%).Actual salaries of individual employees may be higher or lower than provided figures. For an overview of the salaries available in the DHS Cybersecurity Service, visit Resources .Benefits: DHS Cybersecurity Service employees receive a range of federal employment benefits designed to support their professional and personal lives. To learn more about benefits, visit our application portal .More information about the specific benefits available to you will be provided as you progress through the application process. Background Investigation: To ensure the accomplishment of its mission, the Department of Homeland Security (DHS) requires each and every employee to be reliable and trustworthy. To meet those standards, all selected applicants must undergo and successfully complete a background investigation for a security clearance as a condition of placement in this position. This review includes financial issues such as delinquency in the payment of debts, child support and/or tax obligations, as well as certain criminal offenses and illegal use or possession of drugs.Pursuant to Executive Order 12564 and DHS policy, DHS is committed to maintaining a drug-free workplace and, therefore, conducts random and other drug testing of its employees in order to ensure a safe and healthy work environment. Headquarters personnel in safety- or security-sensitive positions are subject to random drug testing and all applicants tentatively selected for employment at DHS Headquarters are subject to drug testing resulting in a negative test result.Read more Help Help A career with the U.S. government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Opens in a new window Learn more about federal benefits .Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. Contact the hiring agency for more information on the specific benefits offered.",Entry level,Full-time,Engineering and Information Technology,Government Administration,3875070225
Patterned Learning Career,Junior Quality Assurance Tester,Entry level,"Junior Quality Assurance Tester - onsite Job, 1+ Year ExperienceAnnual Income: $55K - $77KA valid work permit is necessary in the USAbout us: Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.Overview:You will be responsible for ensuring the product is in pristine condition, creating test cases, ensuring the requirements are fully implemented, proposing improvement points, and analyzing whether the features and the products can solve the user’s needs.Requirements:Good problem-solving skills. Loves to play and find loopholes in a game/app. Strong knowledge of software QA methodologies, tools, and processes. Proven ability to employ analytical thinking to solve problems and generate solutions. Ability to troubleshoot and think out of the box. Proven ability to collaborate in a multicultural team. Ability to remain focused in a team-oriented environment. Ability and willingness to keep learning. Ability to use software tools such as Git-lab, Word Processor, Spreadsheet, and Web Browser. Knowledge of modern education systems and development fields is desirable. Good verbal and written communication skills (Required language: English) Educational Background:Has a Bachelor’s degree in engineering, computer science, computer engineering, or a similar major. Experience writing clear, concise, and comprehensive test strategies, plans, and cases. Understand the difference between white-box, gearbox, and black-box testing. Proven work experience in software quality assurance. Proven work experience in the game industry. Experience with automated testing tools. Understanding of basic user experience design patterns – such as button placement, screen space use, hot zones, critical paths, and color pallets. Experience writing automated UI testing scenarios using Selenium or equivalent frameworks. Tasks:Writing test plans and creating test cases for the products. Collaborate with other QA Testers and developers to develop strategies and an effective test plan. Run test cases and analyze the results. Report bugs and errors to the development team in detail. Propose improvement points that will ease the user experience. Help solve problems faced by users and propose ideas to bypass errors. Work with cross-division teams to ensure quality throughout the software development cycle. Develop and apply testing processes for new and existing products to meet users’ needs. BenefitsWorking remotely with an international team Healthcare Internet package incentive Why Patterned Learning LLC?Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.Pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.",Entry level,Full-time,Information Technology,IT Services and IT Consulting,3875012960
Swooped,Executive Assistant,Mid-Senior level,"About Our ClientThe hiring company is on a mission to revolutionize how B2B organizations create revenue by predicting customers most likely to buy and recommending the best course of action to engage anonymous buying teams. The company's Revenue AI is the only sales and marketing platform to unlock the ability to create, manage, and convert high-quality pipeline to revenue.People are the heart and soul of the hiring company. The team serves with passion and purpose, living by the company's values of Accountability, Growth Mindset, Integrity, Fun, and One Team. Every team member plays a part in defining the future of the industry-leading technology. The hiring company aims to be the best chapter of your career.About The RoleOur client is looking for a dynamic Executive Assistant to support the SVP of Sales. This role involves a high level of visibility and cross-functional collaboration throughout the company. The Executive Assistant will report directly to the SVP of Sales and will be based on the east coast with a preference for candidates in Boston and New York.Responsibilities:Managing calendars, coordinating meetings, and handling logistics for internal and external meetings.Arranging domestic and international travel, processing expense reports, and managing travel and event budgets.Assisting with the rhythm of the business by supporting Executives and their teams with meeting agendas, notes, and action items.Organizing conferences and special events both on-site and off-site.Acting as a trusted liaison, exchanging information with senior leaders, customers, Board members, and cross-functional colleagues.Anticipating needs, assembling resources to solve problems, and proposing ideas to scale processes efficiently.Handling incoming requests, exercising judgment with confidential information.Managing team events, social activities, and offsite meetings.Facilitating effective communication between teams.Meeting deadlines through organized prioritization in a fast-paced environment.Providing backup support for other Executive Assistants as a team player.Qualifications:5-8 years of experience as an Executive Assistant supporting multiple executives.Ability to anticipate needs and maintain confidentiality.Proficient in professional communication with various stakeholders.Flexible to support outside of regular hours and across time zones.Skilled in scheduling tools and collaboration platforms.Strong time management, organizational, and analytical skills.Effective verbal and written communication.Energetic, positive, and adaptable in a demanding environment.Strong judgment and teamwork skills.Proficiency in office productivity tools and willingness to learn new technologies.Willingness to travel occasionally.Salary:$99,280 to $120,000. Benefits:Full-time employees receive health coverage, paid parental leave, generous time off, self-care days, and stock options. The company provides equipment and support for remote or office work.",Mid-Senior level,Full-time,Administrative and General Business,"Computer and Network Security and Technology, Information and Media",3875088375
Force Solutions Inc.,Accounts Payable Clerk,Entry level,"Job DescriptionThe primary function of an Accountant is to provide support to Force Solutions and its subsidiaries as shared services. This position performs accounts payable (AP) tasks within the accounting department.This Accountant position functions as a liaison between accounting, employees as well as subsidiary companies and in addition, between our company and our outside stakeholders (vendors). This position should enjoy the challenge of working in a culture that generates a high level of activity coupled with an atmosphere which provides the opportunity to learn and grow within this profession.Successful positions within our companies continually search for areas of improvement, streamline processes and collaborate to create an innovative work culture.Don't wait Apply Now! Using this link below or send over resume toEneiydaa@forcesolutions.comhttps://secure.entertimeonline.com/ta/RIKR.careers?CareersSearchResponsibilities Receive and enter all invoices into the accounting software database Ensure invoices are matched up with appropriate Purchase Orders (PO) Monitor invoice approvals and communicate with approvers Monitor and process data from the expense reporting software Works closely with the Controller on check runs Prepare and annual submit 1099’s Manage AP data retention of documents Work with and create a positive relationship with vendors Other assignments as requested by supervisorTRAVEL – 0%Requirements 5 + years of accounts payable experience Advanced mathematical and logical deduction skills Experience with customer service and customer communication Excellent communication and problem-solving skills Intermediate to advance Excel skills Exceptional attention to detail and organizationPREFERENCES Batchelor’s in accounting or related field Advanced Excel skills Working knowledge of Vista Software Working knowledge of Concur software Working Knowledge of commercial construction or trucking industryWORK ENVIRONMENT & PHYSICAL DEMANDSIndoor, office setting with essential physical requirements, such as climbing, standing, stooping or typing. Possibility of physical effort/lifting up to 20 to 50 pounds.This job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee. Duties, responsibilities and activities may change, or new ones may be assigned at any time with or without notice.Company DescriptionForce Solutions is committed to connecting good people with good jobs! We are an innovative staffing firm that specializes in placing qualified skilled, technical, and professional talent in virtually any market.Force Solutions is committed to connecting good people with good jobs! We are an innovative staffing firm that specializes in placing qualified skilled, technical, and professional talent in virtually any market.",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,3874888971
U.S. Department of Homeland Security,Emergency Management Specialist (Geospatial),Mid-Senior level,"Help Help Requirements  Conditions of EmploymentTo ensure the accomplishment of our mission, DHS requires every employee to be reliable and trustworthy. To meet those standards, all selected applicants must undergo, successfully pass, and maintain a background investigation for Public Trust/Moderate Risk as a condition of placement into this position. This may include a credit check after initial job qualifications are determined, a review of financial issues, such as delinquency in the payment of debts, child support and/or tax obligations, as well as certain criminal offenses and illegal use or possession of drugs (please visit: Mythbuster on Federal Hiring Policies for additional information). For more information on background investigations for Federal jobs, please visit OPM Investigations .Conditions Of EmploymentYou must be a U.S. citizen to be considered for this position.You must successfully pass a background investigation.You must be able to obtain and maintain a Government travel card.Selective service registration is required for males born after 12/31/59.Travel may be required.QualificationsAll qualifications and eligibility requirements must be met by the closing date of the announcement.SkillsTo qualify for this Emergency Management Specialist (Geospatial) position at the IC-12 level, you must possess one full year of specialized experience equivalent to at least the IC-11 level in the Federal government, which has equipped you with the skills needed to successfully perform the duties of the position. Experience may be obtained in the federal government, a state or local government, or private sector, and must demonstrate the following:Utilizing geospatial tools, techniques, procedures, and processes to produce maps and related products for Geographic Information Systems (GIS);Utilizing data analysis tools and techniques to interpret complex data sets; and,Providing technical advice to internal and external stakeholders.Please read the following important information to ensure we have everything we need to consider your application:Do not copy and paste the duties, specialized experience, or occupational assessment questionnaire from this announcement into your resume as that will not be considered a demonstration of your qualifications for this position.Please limit your resume to five pages. If more than five pages are submitted, only the first five pages will be reviewed to determine your eligibility and qualifications.Your resume serves as the basis for experience related qualification determinations, and you must highlight your most relevant and significant work experience and education (if applicable), as it relates to this job opportunity. Please use your own words, be clear, and specific when describing your work history. We cannot make assumptions regarding your experience.Are you qualifying based on your work experience? Qualifications are based on your ability to demonstrate in your resume that you possess one year of the specialized experience for this announcement at a comparable scope and responsibility. To ensure all of the essential information is in your resume, we encourage you to use the USAJOBS online Resume Builder . If you choose to use your own resume, it must contain the following information organized by experience/position: (1) job title, (2) name of employer, (3) start and end dates of each period of employment (from MM/DD/YY to MM/DD/YY), (4) detailed description of duties performed, accomplishments, and related skills, and (5) hours worked per week (part-time employment will be prorated in crediting experience). Federal experience/positions must also include the occupational series, grade level, and dates in which you held each grade level.Are you a current or former FEMA Reservist/Disaster Assistance Employee (DAE)? To accurately credit your experience from intermittent positions and Reservist Deployments, you must list the dates (from MM/DD/YY to MM/DD/YY) of deployments that are relevant to your qualifying experience, along with the job title and specific duties you were responsible for during each deployment.Determining length of General or Specialized Experience is dependent on the above information. Failure to provide the above information in your resume may result in your application being found ""not qualified.""Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills, and provides valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.For additional information on crediting experience and/or education, please reference the OPM General Schedule Qualification Standards EducationNo Educational Substitution: There is no educational substitution for this position, and you must meet the qualifications listed in the ""requirements"" section of this announcement.Additional InformationSTAFFORD ACT EXCEPTED SERVICE APPOINTMENTS: Cadre of On-Call Response/Recovery Employee (CORE) is an appointment type granted under the Robert T. Stafford Disaster Relief and Emergency Assistance Act, Section 306 (b), which authorizes FEMA to appoint such temporary employees as necessary to accomplish work authorized under the Act. Appointments under this authority within FEMA are made to the excepted service and are nonpermanent in nature.If you receive a conditional offer of employment for this position, you will be required to complete an Optional Form 306, Declaration for Federal Employment , and to sign and certify the accuracy of all information in your application, prior to entry on duty. False statements on any part of the application may result in withdrawal of offer of employment, dismissal after beginning work, fine, or imprisonment.DHS uses E-verify, an internet-based system, to confirm the eligibility of all newly hired employees to work in the United States. Learn more about E-Verify , including your rights and responsibilities.The salary range indicated in this announcement reflects the minimum locality pay up to maximum locality pay for all duty locations listed. The range will be adjusted for selected duty location. General Schedule locality pay tables may be found under Salaries & Wages . Please note: first time hires to the Federal Government are typically hired at the Step 01.During the application process you will have an option to opt-in to make your resume available to hiring managers in the agency who have similar positions. Opting in does not impact your application for this announcement, nor does it guarantee further consideration for additional positions.Read more Help Help A career with the U.S. government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Opens in a new window Learn more about federal benefits .Review our benefitsEligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. Contact the hiring agency for more information on the specific benefits offered.",Mid-Senior level,Full-time,"Other, Information Technology, and Management",Government Administration,3875070214
