company,job title,level,full description,seniority level,employment type,job function,industries,job id
Speridian Technologies,Data Architect,Mid-Senior level,"Speridian Technology is recruiting for a Data Architect for our State of CA client. This person will be part of a state of the art, extremely vast, IT modernization project with a variety of cross-functional teams.This role is remote; however, teams may gather in California several times per year. Seeking candidates willing to work Pacific Time Zone hours.The Data Architect will support the Modernization Business Domain Architecture by performing the following responsibilities:Develop and deliver long-term strategic goals for data architecture vision and standards with data users, department managers, clients, and other key stakeholders. Create short-term tactical solutions to achieve long-term objectives and a data management roadmap.Establish processes governing client's metadata identification, collection, and use; take steps to assure metadata accuracy and validity. Establish methods and procedures for tracking data quality, completeness, redundancy, and improvement.Conduct data capacity planning, life cycle, duration, usage requirements, feasibility studies, and other tasks. Create strategies and plans for data security, backup, disaster recovery, business continuity, and archiving. Ensure that data strategies and architectures are in regulatory compliance. Assess and determine governance, stewardship, and frameworks for managing data across the organization. Develop and promote data management methodologies and standards. Select and implement the appropriate tools, software, applications, and systems to support data technology goals. Oversee the mapping of data sources, movement, interfaces, and analytics to ensure data quality. Collaborate with project managers and business unit leaders for all enterprise data projects.Address data-related problems regarding systems integration, compatibility, and multiple-platform integration.Document the data architecture and environment to view the larger data picture accurately.Identify and develop opportunities for data reuse, migration, or retirement. Mandatory Qualifications:College degree in computer science, information systems, or computer engineering. 8+ years of work experience as a data or information architect. Hands-on experience with data architecture, data mining, large-scale data modeling, and business requirements gathering/analysis.Experience with database technologies, including Relational Database Management Systems, Non-Relational Document Stores, NoSQL/Graph Databases, Data Warehouse, Time-Series, and Ledger. Experience with data interoperability concepts, frameworks, and platforms, e.g., APIs, streaming, file-based exchange, bulk loading, transformations, etc. Knowledge of applicable data privacy practices and laws focusing on PII, PHI, SSA, etc.Ability to present ideas to a non-technical audience, e.g., senior leadership, business sponsors, stakeholders, and end users including presenting data processing flowcharts.Excellent communication, presentation and writing skills. Desired Qualifications:Experience implementing enterprise data management processes, procedures, and decision support. Strong understanding of relational data structures, theories, principles, and practices. Strong familiarity with metadata management and associated processes. Hands-on knowledge of enterprise repository tools, data modeling tools, data mapping tools, and data profiling tools. Demonstrated expertise with repository creation and data and information system life cycle methodologies.Experience with business requirements analysis, entity relationship planning, database design, reporting structures, etc. Ability to manage data and metadata migration. Experience with database platforms, i.e., Postgres, Teradata, Snowflake, Redshift, DB2, MS SQL Server, Mainframe/VSAM Experience with data mesh concepts and data fabric implementation in a cloud-native environment Understanding legacy Web services (SOAP, XML, UDDI, WSDL). Experience with transport and protocol security concepts & standards, e.g., TLS/HTTPS, encryption, secrets management, VPCs, service mesh, etc. Experience with zero-trust security architectures, including role-based access control. Working technical knowledge of current systems software, protocols, and standards, including in a cloud-native environmentPowered by JazzHRTzjHxhL2Nb",Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,3876192143
Nationwide Studios,Photographer,Entry level,"Nationwide StudiosNow Accepting Applications!Pre-school Photographer needed! Must have reliable transportation, Valid DL & Auto Insurance. $20/HR + mileage reimbursement.https://www.teddybearportraits.com/",Entry level,Full-time,"Design, Art/Creative, and Information Technology",Photography,3876312615
Colonial School District,Executive Director - Data Service Center,Director,"Data Service CenterThe Data Service Center assists and supports school districts/charter schools in their endeavors to provide quality education for all students through comprehensive services, coordination of technology, data access, end-user training, leadership, and standards. The DSC helps school districts/charter schools save money and provides opportunities for districts to offer programs and services that they may not be able to afford otherwise by pooling resources and sharing costs. Schools and districts benefit from DSC’s efficient,cost effective, and convenient web-based products. Position: Executive DirectorLocation: Data Service CenterStart Date: June 2024Reports to: DSC Operations Council and Board of DirectorsCompensation: $140,000-$145,000 depending on experienceWork Year: 12 Months Closing date: April 14, 2024Company OverviewThe Data Service Center (DSC) is a non-profit technology consortium owned and operated by the Colonial and Red Clay Consolidated School Districts and is therefore an agency of Delaware’s education and State service system. DSC provides school districts and charter schools (LEAs) in Delaware with data processing, application development, training and support services related to the business of schools with the goal of improving student outcomes through meaningful access to student and administrative data. Please see the attached DSC Services Overview for information on DSC’s most popular applications.Job SummaryThe Executive Director oversees all operations of DSC by providing strong leadership and expertise in support of DSC’s goal to create user-friendly software applications which support the business of schools and provide exceptional end-user support for those applications as well as other state provided applications, including the Student Information System (SIS). This position requires a collaborative approach to problem solving which encourages creativity, ownership, autonomy, and innovation from DSC employees. The Executive Director must have strong interpersonal skills with the ability to effectively facilitate collaboration as well as conflict resolution. Responsibilities include, but are not limited to:Key ResponsibilitiesStrategic Oversight Collaborate with DSC’s Operations Council on the priorities and direction of the organization through regular meetings. Ensure that project timelines are met and that communication with stakeholders is consistent and responsive. Maintain an understanding of the K-12 education landscape in Delaware to be responsive to future needs and initiatives. Cultivate relationships with DSC Stakeholders such as the LEAs, Delaware Department of Education, University of Delaware, General Assembly and other elected officials, and State Agencies.Financial Management Prepare annual budget, taking into consideration past and future expenditures, annual and future income as well as staffing needs and present to DSC’s Board of Directors Demonstrate financial responsibility in all decisions related to income and expenditures. Plan for technology needs of the organization, including hardware, software and professional development/training. Prepare and negotiate contracts with districts/schools, Delaware Department of Education, and other potential clients.Personnel Management Establish and maintain an organizational culture that fosters strong, supportive relationships among coworkers which encourages creativity, innovation, collaboration, and autonomy in decision-making. Supervise Coordinators and Directors and provide support for supervision of all employees. Assist project teams in establishing goals, timelines, and priorities. Maintain and/or create job descriptions for all positions. Coordinate with the HR and Payroll departments at Colonial on personnel matters as needed. Lead or supervise all aspects of the hiring process.Product Lead Maintain a comprehensive understanding of assigned DSC products. Maintain regular communication with LEA or State product leads to ensure functionality continues to meet the needs of users. Work closely and collaboratively with DSC development and support teams to define requirements and priorities. Maintain a thorough understanding of State and/or Federal legislation, regulations, and/or guidance that impact product use, enhancements, and modifications. Assist the DSC Help Desk in providing support, as needed, being mindful of trends that may drive product enhancements/training. Organize and participate in regular, internal team meetings to review progress of enhancements, new development, implementation, and support. Provide training and support to DSC Help Desk staff as needed.Skills And AbilitiesStrong leadership skills, including coaching, team building, and conflict resolution.Excellent oral and written communication skills delivered in a way that is easily consumed by the education community.Excellent project management skills utilizing strong problem solving and analytical skills.Excellent time-management and organizational skills.Excellent interpersonal skills to effectively and efficiently work with both end-users and DSC staff.Excellent people management skills that establish/maintains a creative, collaborative and supportive work environment.Strategic foresight to determine long-term impact of decisions.Ability to work on multiple projects simultaneously.Ability to quickly learn new data systems or portions of data systems used by Delaware’s education communities.Experience with basic data reporting tools such as Excel, ACCESS, etc preferred.Knowledge of data systems used by Delaware’s education community such as eSchoolPlus (or other SIS), FSF, and/or PHRST preferred.Experience with Scrum for Agile Project Management preferred.Education And ExperienceBachelor’s degree preferred.In lieu of degree, a minimum of 5 year’s experience in project management, application training and support or similar experience.Physical DemandsThe physical demands described here are representative of those that must be met by an employee to successfully perform the essential duties and responsibilities of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is regularly required to use hands and/or fingers to handle, or feel; reach with hands and arms; talk or hear; and taste or smell. The employee frequently is required to stand, walk, and sit. The employee must occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus.Application ProceduresInterested candidates who meet the minimum qualifications may apply by completing an employment application via Frontline - AppliTrack at http://applitrack.com/colonial/onlineapp no later than 11:59 pm on the closing date indicated above.A resume is required for all candidates.Applicants needing special accommodations in the application process of this vacancy announcement may contact the Human Resources Division at 302-323-2712.Note: Incomplete Application Packages will not be considered.Reasonable accommodations may be made to enable individuals with disabilities to perform these functions.",Director,Contract,Information Technology,Education Administration Programs,3876318931
Talentify.io,Communications Specialist (Remote),Entry level,"Employer Industry: Mortgage ServicingWhy Consider This Job Opportunity Salary up to $89,500 annually Opportunity for career advancement and growth within the organization Remote work flexibility Inclusive and supportive work culture Recognition programs for employee achievements Comprehensive benefits packageWhat To Expect (Job Responsibilities) Develop and maintain engaging Intranet presence for internal communication Facilitate interactions between employees and senior leadership Design and implement employee recognition programs Lead Employee Appreciation initiatives and coordinate special events Define and promote the company's cultureWhat Is Required (Qualifications) Bachelor’s Degree or equivalent combination of education and experience 4-7 years of experience in communications or marketingHow To Stand Out (Preferred Qualifications) Experience in communication design and digital strategies#MortgageServicing #InternalCommunication #EmployeeRecognition #CareerOpportunity #ComprehensiveBenefitsAt Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Administrative,Staffing and Recruiting,3876345348
Sunstates Security,Armed Gate Access Officers - $20/HR.- All Shifts,Entry level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsSunstates Security is hiring Armed Gate Access Security Officers for the Boca Raton, FL area.These positions offer a starting pay rate of $20/HR with WEEKLY PAYCHECKS! paid vacation, medical insurance, weekly pay with direct deposit, and many more exciting benefits. RequirementsActive Florida Class D&G Security LicenseMust have availability to work all shifts (NIGHTS & WEEKENDS)Must Provide own firearm (Glock)Armed security, military, or law enforcement experience is encouraged to apply Excellent customer service skillsA professional appearance TRAINING IS PAID AT THE FULL PAY RATE! A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP and will be able to act quickly and efficiently according to such directives. Sun123Education Requirements (Any)High School diploma or equivalentCertification Requirements (All)Florida G LicenseFlorida D LicenseAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions (as personally verified by Management) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: Medical Insurance, Life Insurance, Dental Insurance, Vision Insurance, Paid Vacation, Short Term Disability, 401K/403b Plan, Educational Assistance",Entry level,Full-time,Human Resources,Security and Investigations,3876303788
"Verify, Inc.",Mechanical Inspector,Mid-Senior level,"Position Quality InspectorLocation Fort Collins, CoDuration 6 month (180 days) Extension as needed per customerFrequency 6-8-hrs per week - Part TimeJob DescriptionThe quality inspector shall travel to the supplier facility to perform visual and dimensional inspections on manufactured parts, assemblies, and / or sub-assemblies. Parts will be inspected to engineering drawings, customer purchase order(s), industry standards, and specifications. The inspector will be required to report inspection accept / reject information directly to the customer via web application.RequirementsCandidate must have practical experience performing in-process and final inspections on complex machined parts, assemblies, and / or sub-assemblies. The inspections will be performed to engineering requirements specified per ANSI Y14.5 – Geometric Dimensioning and Tolerance (GD&T) or equivalent standard. Must have the ability to read / interpret engineering drawings and Purchase Orders (POs). The candidate must have experience using various mechanical inspection tools, such as micrometers and calipers. Experience performing First Article Inspections (FAIs) in accordance to the AS9102 standard and knowledge is required. Ideal candidate will have a minimum of five years experience performing inspections in aerospace or military / defense manufacturing with proficiency using Microsoft Word and Excel. Candidate should be computer savvy and own a laptop for this assignment. Will be working as an independent contractor (1099).",Mid-Senior level,Full-time,Quality Assurance,Aviation and Aerospace Component Manufacturing,3876329493
Sunstates Security,Security Operations Manager,Mid-Senior level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsSunstates Security has an immediate opening for a talented and motivated Operations Manager to manage multiple accounts for Union City, GA, and the surrounding area.The ideal candidate will provide leadership to employees and develop and maintain strong relationships with customers.This position offers a full compensation package of over $70,000 - which includes --  Base salary - paid weekly  Annual performance-based bonus  Additional monthly vehicle allowance  Mileage paid at current IRS rate  Full medical, dental, vision, and life insurance coverage  401k plan with company match  Generous PTO  Tuition assistance The Operations Manager will assist in the administration of the region by: Training, developing, and motivating supervisory staff to effectively oversee all day-to-day operations of the site security personnel. Overseeing the employee onboarding process including new hire interviewing, selection of candidates, training and licensure, and new hire paperwork. Training subordinate supervisors on software systems, procedural guidelines, and company policies and enforcing consistency in policy practice. Coordinating operational functions including payroll and billing, accounts receivable aging, staffing, scheduling, and personnel issues. Carrying out site assist visits and audits in accordance with the Quality Assurance program. Coordinating with Regional Manager and Regional Director to establish branch goals and objectives and communicate these with branch staff. Working with sales and marketing to identify and develop new business opportunities.The Requirements For The Operations Manager Include Bachelor’s degree from a four (4) year college or university and three (3) or more years of related experience and supervision in the security industry. Excellent organizational, leadership, communication, and time management skills. Ability to qualify and be issued a security officer license in all areas under command. Computer literacy in MS Office. Valid driver’s license and good driving record. Ability to travel and regularly visit all site locations for the GA region and surrounding areas.May perform other duties as assigned by Management and in coordination with the Branch Manager. Sun123Education Requirements (Any)Associates DegreeBachelor's Degree from 4 year college/universityAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: Medical Insurance, Life Insurance, Dental Insurance, Vision Insurance, Paid Vacation, Paid Holidays, Short Term Disability, Long Term Disability, 401K/403b Plan, Educational Assistance, Performance bonus",Mid-Senior level,Full-time,"Other, Information Technology, and Management",Security and Investigations,3876306607
Talentify.io,Recruiter - Remote,Mid-Senior level,"Employer Industry: Landscaping Supplies DistributionWhy Consider This Job Opportunity Competitive salary up to $80,000 Opportunity for career advancement and growth within the organization Supportive and collaborative team environment Ability to work remotely from anywhere in the Mountain and Pacific Time Zones Chance to make a positive impact on recruitment efforts and candidate experienceWhat To Expect (Job Responsibilities) Conduct full cycle recruitment, including candidate sourcing and screening Collaborate with hiring managers to define job requirements and business goals Manage the staffing process and work closely with the Onboarding team Conduct phone interviews and make recommendations to client partners Act as a brand ambassador for the employer to attract top talentWhat Is Required (Qualifications) Bachelor's degree from a four-year college or university 3-5 years of high volume recruiting and candidate sourcing experience Ability to work independently and manage customer expectations Desire to work in a team-based environment Strong motivation to reflect the employer's customer obsessionHow To Stand Out (Preferred Qualifications) Experience in creative sourcing and social media recruitment strategies Familiarity with internal resume databases and direct sourcing techniques Knowledge of landscaping industry or related fields#LandscapingSupplies #Recruitment #CareerOpportunity #CompetitivePay #RemoteWork""At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately. Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.""Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Mid-Senior level,Full-time,Human Resources,Staffing and Recruiting,3876345340
BEAT,Cyber Security Analyst II,Entry level,"Job Title: Cyber Security Analyst IILocations: Multiple Locations (Rock Island IL ; Fort Huachuca, AZ ; Fort Detrick, MD ; Fort Stewart, GA ; Carlisle Barracks, PA ; Fort Dix, NJ; Ft Rucker, AL; Ft. Eisenhower, GA (Ft. Gordon))Clearance: SecretCertifications: CompTIA Security+CEEducation: Bachelor’s degree in Engineering, Computer Science, Telecommunications or a related fieldRoles And ResponsibilitiesMinimum three (3) years of experience in supporting the Government in ensuring compliance with the DoD Risk Management Framework (RMF) and National Institute Standards and Technologies (NIST) Special Publication 800-53. Use technical skills to help respond to threats and emergency security incidents in a timely manner. Help develop solutions or improvements to prevent malicious activity. Effectively communicate security information to fellow analysts and customers. Performs engineering, system administration, or network manager functions with privileged-level access to control, manage, or configure Government information systems. Assists the Government in completing work involving the confidentiality, integrity, and availability of systems, networks, and data through the planning, analysis, development, implementation, maintenance, and enhancement of information systems, security programs, policies, procedures, and tools. Reviews applications, scans and maintenance of cybersecurity policies and procedures. Assists the Government in leading post-wide security initiatives that enhance overall network defense in depth, including DoD-mandated requirements in addition to local initiatives. Participates in planning and supports security engineering for new projects. Executes cybersecurity requirements considering cybersecurity configuration implementation strategies that consider the operational environment, mission, criticality, and application requirements.",Entry level,Full-time,Information Technology,IT Services and IT Consulting,3876329640
Talentify.io,Clinical Documentation Specialist - CDI - Full Time - Days (Remote),Entry level,"Employer Industry: Healthcare ServicesWhy Consider This Job Opportunity Competitive wages; including weekend and night differentials MercyOne Nurses Rock Scholarship - loan repayment for ADN or BSN Education Assistance offered Effective Day 1 Benefit Package (Medical, Dental, Vision, and more) for positions 16 hours per week or greater Generous paid time off program Retirement Savings program with employer match starting on Day 1What To Expect (Job Responsibilities) Demonstrate understanding of appropriate clinical documentation to ensure accuracy and quality of health records Interact with physicians, nurses, and ancillary staff to address documentation requirements and educational opportunities Code diagnoses and establish working DRG codes Collaborate with coding staff to ensure accurate discharge diagnoses and co-morbidities Utilize 3M/360 for data entry related to CDI efficiencies and effectivenessWhat Is Required (Qualifications) Must possess an Associate/Diploma Degree in Nursing, Health Information Technology (HIT), or an Advanced degree in a medical field Preferred certification or licensure includes: Registered Nurse License, RHIA, RHIT, CCS, CCDS, CDIP Experience in Critical Care, Medical or Surgical Inpatient Care Nursing, or as an inpatient coder preferred Excellent communication, interpersonal, collaboration, and critical thinking skills Proficiency in using standard desktop and Windows based computer systemsHow To Stand Out (Preferred Qualifications) 0-2 years of experience as a clinical documentation specialist in a healthcare-related field#HealthcareServices #CompetitiveWages #EducationAssistance #BenefitPackage #PaidTimeOffAt Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Administrative,Staffing and Recruiting,3876342712
Smart Solutions,Entry Level Management Trainee - Immediate Hire,Internship,"We are planning large-scale expansion, and are in need of new ENTRY LEVEL manager trainees with fresh ideas.Our firm is an innovative company that is transforming the marketing & sales industry. We were founded by dedicated people looking to push the envelope by using cost-effective marketing campaigns and advertising strategies. Their goal was to provide the same advertising and sales as the standard firm but at a fraction of the price. Their success and rapid growth has set new industry standards.Our management trainee position will teach skills such as how to interview, hire and train new employees. As well as being the liaison between our company and the Fortune 100 chains with work with.All applicants must be available immediately and should possess the following:Experience in a team related field. Have a phenomenal attitude. Be competitiveGreat communication skills. Ability to excel in unsupervised solo assignments as well as team projects. The personality that thrives in a merit based environmentManagement experience is a plusBenefits Include:Exceptional Earning PotentialGenerous Bonus LevelsIncentivesFull Paid Training & SupportFun Working EnvironmentGreat Advancement Opportunities",Internship,Full-time,Education and Training,"Advertising Services, Public Relations and Communications Services, and Consumer Services",3876324527
Sunstates Security,Armed Security Supervisor- $18.50/hr!,Mid-Senior level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsHIRING IMMEDIATELYSunstates Security is currently hiring full-time Armed Security Officers in the Savannah, GA area. All shifts and days are available, including weekends. These positions offer a starting pay rate of $18.50/hr, with weekly payIndustry-leading employee benefits that include weekly pay, 401k savings plan with a company match, affordable medical, dental, & vision benefits, employee referral bonuses, paid time off, premium holiday pay, tuition reimbursement, and more – available for qualified candidates!Candidates must be willing to work in all weather conditions and able to work alone during the day or at night. Candidates must be capable of standing and/or walking for long periods of time and distance.Requirements2 years of security experience 2 years of customer service experience preferred2 years of Armed Security experience working in a public settingReliable means of transportation Reliable means of communication Willing to work day, evening, and overnight shifts on short time noticeAbility to pass a drug screen, background, and psychological testingProfessional appearance A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123Education Requirements (Any)High School diploma or equivalentCertification Requirements (All)Drivers LicenseAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions (as personally verified by Site Managers) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: Medical Insurance, Life Insurance, Dental Insurance, Vision Insurance, Paid Vacation, Short Term Disability, 401K/403b Plan, Educational Assistance",Mid-Senior level,Full-time,"Other, Information Technology, and Management",Security and Investigations,3876309216
Baylor Scott & White Health,Workforce Planning Lead,Mid-Senior level,"Job SummaryThis role leads the development and execution of comprehensive workforce planning across the Baylor Scott & White system. Possesses a strong understanding of workforce dynamics and resource management. Ensures the organization's workforce aligns with projected demand, maintaining an optimal balance of skills, experience, and diversity to foster a productive and engaged workforce. This position will work to ensure a system wide approach across the entire enterprise.Essential Functions Of The Role Support Head of Workforce Planning to develop and implement a holistic workforce planning strategy that aligns with the organization's long-term objectives and business goals Create consistent workforce planning process and assets that will support workforce analysis and planning across all Baylor facilities and roles Partners with senior stakeholders across the system to understand organizational initiatives and growth plans, and understands the organization future state. Translate stakeholder input into quantified, normalized demand Working with Analytics Team, incorporate analysis of current workforce trends into workforce plans, including demographic shifts, skill gaps, and succession planning Translate workforce plans into business insights and actionable initiatives for Talent Team Provide updates to executive stakeholders with relevant insights, action plans, goals, and quantified asks Monitor and report on key performance indicators (KPIs) related to workforce planning Lead planning efforts for to digitally transformation workforce planning processes using current tools and methodologies for skills-based planningKey Success Factors Demonstrated experience in developing and executing successful workforce planning within a complex organizational setting Strong analytical skills with the ability to interpret complex data and trends to make informed workforce decisions Advanced Excel skills mandatory; data modeling and presentation in Power BI, Tableau, R, Python, or related tools a plus Proficiency in project management, process optimization, and change management Experience effectively presenting to and working with senior executive audience Excellent communication and interpersonal skills, with the ability to build strong relationships across all levels of the organization Experience planning and leading digital transformation initiatives, including education and change management on new tools and processes Familiarity with current workforce planning enterprise tools such as Anaplan and Workday a plusBenefitsOur competitive benefits package includes the followingImmediate eligibility for health and welfare benefits401(k) savings plan with dollar-for-dollar match up to 5%Tuition ReimbursementPTO accrual beginning Day 1Note: Benefits may vary based on position type and/or levelQualificationsEDUCATION - Bachelor's degree in Human Resources, Operations Management, Business Administration, or a related fieldEXPERIENCE - 8 Years of progressive experience in workforce planning, resource management, operations, or related fields",Mid-Senior level,Full-time,Management and Manufacturing,Hospitals and Health Care,3876336185
Alvearium Marketing,Assistant Manager Trainee,Entry level,"Alvearium Marketing is seeking a motivated individual to join our management team and contribute to the continued success of our teams and advisory services. As we strive to advance our clients' goals, we are seeking a candidate who will thrive in the role of Assistant Manager Trainee. In this position, you will oversee our team members' advisory and sales services, starting with hands-on learning of effective tactics and strategies to enhance revenue and brand recognition.We are looking for a dynamic individual who can manage multiple projects and employees while driving sales and exceeding expectations for our Sacramento office and beyond. As an Assistant Manager Trainee, your focus on ongoing training and leadership development will be instrumental in maintaining the growth and success we've achieved with our Fortune 500 clients.A positive attitude and internal drive are essential for mastering the systems and responsibilities of the Assistant Manager Trainee role. You will lead by example, utilizing various sales systems and methodologies to train and develop our sales team representatives in collaboration with upper management. Your success as an Assistant Manager Trainee will set the standard for the team you oversee, inspiring excellence and achieving results.Assistant Manager Trainee Responsibilities:Drive sales and marketing strategies directly with customers to enhance sales success and assurance.Foster the development of representatives within our sales and consulting departments by imparting skills in active listening, negotiation tactics, sales strategies, and relationship building to drive consumer engagement.Participate in meetings alongside fellow Assistant Manager Trainees to discuss sales targets, team performance, and expansion opportunities.Take ownership of individual sales and communication responsibilities, including tracking weekly performance metrics for both individual and team sales.Engage directly with consumers to provide assistance and education on the products and services offered, ultimately leading to increased sales success for our Fortune 500 clientsRequired experience and qualities for an Assistant Manager Trainee include the following:A degree in the field of Management, Business Administration is desired1-2 years of experience in a management, sales, client relations, or leadership role A strong growth mindset to enhance current skills and execute constructive criticism Confidence in leading a diverse team and encouraging advancement in performanceA self-starting attitude and an undeniable drive to lead by exampleExceptional Interpersonal skills in interacting with consumers Perks:Competitive pay Travel opportunities for top performers within the companyPositive work atmosphere where teamwork is supportedAll major Holidays offPotential for Bonuses weeklyPowered by JazzHRl9lw2qgfFO",Entry level,Full-time,Other,Internet Publishing,3876191026
Talentify.io,Medical Policy Analyst (Remote),Mid-Senior level,"Employer Industry: Healthcare InsuranceWhy Consider This Job Opportunity Salary up to $127,556 Opportunity for career advancement and growth within the organization Work remotely from within the greater Baltimore metropolitan area Comprehensive benefits package and various incentive programs Chance to collaborate with internal clients of all levels Knowledge of medical insurance and managed care principlesWhat To Expect (Job Responsibilities) Conduct in-depth research on medical topics for policy revision Collaborate with the Medical Director to update medical policies Maintain the Medical Policy Reference Manual (MPRM) Disseminate medical policies to internal and external customers Ensure compliance with legislative mandates and corporate standardsWhat Is Required (Qualifications) Bachelor's Degree in Nursing, Public Health, English, or related field OR additional 4 years of relevant work experience RN - Registered Nurse - State Licensure Certified Coder (CCS or CPC)-AHIMA or AAPC Certified Professional Coder (CPC) within 1 Year 3 years of Clinical experience in healthcare setting Knowledge of CPT and ICD-10 coding systemsHow To Stand Out (Preferred Qualifications) Certified Professional Coder (CPC) Experience in research methodology and systematic evaluation of medical literature Ability to resolve performance and job-related issues Working knowledge of medical necessity decisions Excellent written and verbal communication skills#HealthcareInsurance #RemoteWork #CareerGrowth #CompetitivePay #MedicalPoliciesAt Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Mid-Senior level,Full-time,Analyst,Staffing and Recruiting,3876345310
