company,job title,level,full description,seniority level,employment type,job function,industries,job id
"Bailey Specialty Cranes and Aerials, Inc.",Senior Design Engineer,Mid-Senior level,"Job DescriptionDesign mobile hydraulic/electric lift equipment using Solidworks for the aircraft/aerospace/energy industries. Strong mechanical, structural and drawing skills required. Good understanding of hydraulic and electrical systems a plus. Unique opportunity to follow design through manufacturing and test.Company DescriptionEngineering company focused on custom lift equipment for aircraft/aerospace, construction, and energy industries. Design build and manufacture process at the Muskego location.Engineering company focused on custom lift equipment for aircraft/aerospace, construction, and energy industries. Design build and manufacture process at the Muskego location.",Mid-Senior level,Full-time,Engineering and Information Technology,Machinery Manufacturing,3875009293
Actalent,Biomedical Documentation Reviewer (Entry Level),Entry level,"In this role you will support a Biomedical Manufacturing facility get caught up on FDA documentation.Responsibilities Performs reviews of batch production records and manufacturing records as part of lot release activities. Coordinates and tracks CAPA, NCR and Deviation records, ensuring tasks are completed on time. Coordinates and tracks the site environmental monitoring (EM) testing program. Assists teams in coordination of problem solving and root cause analysis for associated quality events. Ensures the development, review, and release of quarterly EM trending reports; Assures significant trends are immediately brought to management attention. Provides input based on knowledge and experience with batch release requirements. Provides QMS Operations related support to all CGMP departments. The Quality Analyst will maintain accurate and complete records of Quality Control activities, following Good Documentation Practices. Provides support related to gowning qualification and training. Ensures timely issuance, review, and approval of Microbiology and EM testing results. Interfaces with colleagues to ensure effective corrective and preventive actions are implemented for any recurring product/process discrepancies. Assists in the review and approval of equipment qualifications. Assists in the review of Calibration and Preventative Maintenance reviews.Skills & QualificationsBachelor’s Degree in a Life Science discipline and/or in a related fieldExperience in an FDA-regulated environment, particularly medical device, human tissue or pharmaceutical manufacturing preferredExperience with Microsoft ExcelExperience writing Standard Operating Procedures and Work InstructionsAdditional InformationThis is 1st shift Mon - FridayAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Contract,Administrative,Business Consulting and Services,3874806681
NEXT Info Tech,Data Entry Clerk - No Experience,Entry level,"Next Info TechHow to applyPlease send an email with your resume to jobs@nextinfotech.co to receive the steps to continue the process.The Role of a Data Entry ClerkAs a Data Entry Clerk, you'll be part of our dynamic IT Infrastructure team. This part-time, entry-level position is based on location in Kansas City, and offers the chance to grow within our reputable company.Your Key ResponsibilitiesAccurate data input and updating of our databaseMaintain and protect operations by keeping information confidentialContribute to team effort by accomplishing related results as neededVerify and correct data where necessarySeize this chance to begin your career at Next Recruiting, where your growth is our priority. We look forward to your application!Sector: Internet/E-CommerceRole: Financial Services/Wealth ManagementJob type: Freelance jobCareer level: Entry Level",Entry level,Part-time,Administrative,"Technology, Information and Internet",3874820601
Creative Environments,Landscape Construction Technician,Entry level,"Job DescriptionCreative Environments has a few openings for landscape/irrigation/masonry Repair Technicians available immediately!!You will work under the lead supervisor and learn all aspects of landscape/irrigation/masonry repairs. This includes small repairs/builds for pavers, tile, veneer, stucco, and other landscaping/pool masonry items. Other tasks for the position may include repairs related to outdoor living installations such as lighting, turf, plants, irrigation, drainage, etc. as necessary.The position is Monday-Friday, Full-time. Training and tools will be provided!Company DescriptionCreative Environments Pool, Spa, and Landscape Design, since 1950, offers all of Arizona the exterior services you expect. Creative Environments is an industry leader in the design-build process of pool/spa and landscaping in the southwest. We design, construct, and maintain award winning projects in both commercial and residential applications throughout Arizona (Greater Phoenix area, Tucson, Sedona, Northern AZ). Our work has also extended into the East Bay of California (San Francisco/Oakland/Orinda), Southern California (Encinitas/Del Mar/Malibu), Hawaii (Kauai), Costa Rica, Cabo San Lucas, and elsewhere! Our environment is fast-paced, challenging, exciting, and full of learning opportunities as every project we touch is unique. From residential pool/spa landscape, to multi-million dollar custom landscapes, to resorts (The Phoenician, Ritz-Carlton, Four Seasons, Fairmont Princess) to commercial projects (The Biltmore Commerce Center), to community development, we work on everything outdoors: pool/spa, water feature, decking, masonry, utilities, shade structures, casitas/shade structures, custom metal and wood work, lighting, and landscape/irrigation.Creative Environments Pool, Spa, and Landscape Design, since 1950, offers all of Arizona the exterior services you expect. Creative Environments is an industry leader in the design-build process of pool/spa and landscaping in the southwest. We design, construct, and maintain award winning projects in both commercial and residential applications throughout Arizona (Greater Phoenix area, Tucson, Sedona, Northern AZ). Our work has also extended into the East Bay of California (San Francisco/Oakland/Orinda), Southern California (Encinitas/Del Mar/Malibu), Hawaii (Kauai), Costa Rica, Cabo San Lucas, and elsewhere! Our environment is fast-paced, challenging, exciting, and full of learning opportunities as every project we touch is unique. From residential pool/spa landscape, to multi-million dollar custom landscapes, to resorts (The Phoenician, Ritz-Carlton, Four Seasons, Fairmont Princess) to commercial projects (The Biltmore Commerce Center), to community development, we work on everything outdoors: pool/spa, water feature, decking, masonry, utilities, shade structures, casitas/shade structures, custom metal and wood work, lighting, and landscape/irrigation.",Entry level,Full-time,Management and Manufacturing,Construction,3874875952
KPS Global LLC,Marketing Coordinator,Entry level,"KPS Global (KPSG) is the North American industry leader in the manufacture, production, and installation of Walk-in Coolers and Freezers. KPSG’s end-product serves many channels within the retail food market as well as industrial applications. KPSG is based in Fort Worth, Texas with Engineering activities centralized in the Fort Worth facility (along with Finance, Human Resources, Customer Operations, Sales, and Installation Services), supporting product manufacturing in four locations: Fort Worth; Piney Flats, TN; San Dimas, CA; and Goodyear, AZ.KPS Global values its outstanding people who are deeply committed to providing innovative, high-quality service to clients from coast-to-coast. As a member of the KPS team, you’ll be part of an exciting and modern company culture where you will enjoy professional flexibility and benefit from an environment where creativity, innovation, and hard work are rewarded.KPS Global is looking for a Marketing Coordinator, to join its Marketing team in Fort Worth, TX.The Marketing Coordinator would be an integral member of the marketing team, interfacing with sales, internal departments and external agencies to ensure defined goals and objectives are achieved while also supporting our sales organization with Marketing efforts.Required SkillsCollaborate with internal subject matter experts to develop thought leadership content such as blogs, white papers, case studies, press releases, and articlesManage the content calendar and proactively uncover new opportunities for content creation and distribution that align with overall business and marketing objectivesWrite, proofread, and edit creative and technical content across different mediumsDesigning and developing of internal/external materials and graphics to better communicate our brand and products with the audienceCollaborate with other internal teams to develop and monitor strategic marketing initiativesCollaborating and assisting in website projects (optimization, functionality, content)Develop, implement, and track marketing programs such as email, social media, or digital campaigns, and eventsWork with marketing and sales leaders, and outside agencies, to create, design and execute marketing campaigns that drive leads for salesEvaluate and recommend opportunities to improve performance of marketing programsHelp develop and create marketing materials, such as sales and product collateral, and ensure brand guidelines are metAssist with the coordination of events such as trade shows or conferences.Become a superuser in CRM and lead-management toolsOther duties as assignedRequired ExperienceWe are looking for someone who is self-motivated to perform at a high level, can think strategically to make sure their work aligns with business goals, is process oriented, and can effectively prioritize and manage tasks. The ideal candidate will have the following:Bachelor's degree in business administration, marketing, communications, or a related fieldSolid computer skills, including MS Office, marketing software and applications, graphics software and various marketing toolsAbility to work both independently and collaboratively in a team environment, both, in the office and remotely with team members across the countryDetail-oriented with strong prioritization, organization, and project management skillsExcellent written, communication, and presentation skillsAbility to travel as necessaryExperience in a B2B marketing environment preferredDemonstrated ability to handle multiple projects with competing priorities effectively",Entry level,Full-time,Marketing and Sales,Construction,3874820747
Violet Ink Group,Pricing Operations Analyst,Mid-Senior level,"Job DescriptionResponsibilities: Assist with research, analysis, and implementation of various client billing requirements including but not limited to, billing rate arrangements, phase/task coding, and timekeeper approval.  Process requests from various departments in the billing system to update client and matter settings.  Monitor and update various client discount arrangements; including setting tracking alerts.  Entry and upkeep of client arrangements in firm deal database.  Assist with year end and ad hoc updates to client and timekeeper changes in billing rate arrangements. Essential Functions of Job: Collaborate with Pricing Operations Manager and intake team on maintenance initiatives including but not limited to: rate updates, phase/task code updates, matter tagging, client deal information updates.  Work with the relevant stakeholders to ensure that client financial arrangements are properly articulated, updated, and documented in Firm’s pricing database.  Manage the data-mining process for new and existing matters. This includes gathering and maintaining information on fee arrangements, matter types, cost drivers, task coding, among other items.  Monitor compliance with Firm budgeting and pricing policies, as well as the financial aspects of client guidelines and terms; provide guidance to attorneys and support staff as needed.  Collaborate with Billing, eBilling, and Practice Specialists to ensure most current client financial arrangements are communicated and properly administered.  Collaborate with lawyers, practice management colleagues, and the marketing department to respond to RFPs, pitches, and other pricing proposals.  Work with partners to enter budgets and other fee arrangement data into online matter management tool, then monitor and provide regular status reports to partners and management. This will be done in conjunction with the Budget Control Analyst.  Prepare recurring and ad hoc reports related to all aspects of practice management.  Complete special projects as assigned.",Mid-Senior level,Full-time,Management and Manufacturing,Engineering Services,3874892986
LIBERTY HILL,"Elementary Teacher, 1st Grade",Entry level,Starting SalaryTeacher Salary ScaleThe State Board for Educator Certification will require all first time applicants for an initial credential to be fingerprinted as part of a national criminal background check. Equal Opportunity Employer,Entry level,Full-time,Education and Training,Primary and Secondary Education,3874895761
CLUB4 Fitness,Assistant General Manager/Manager On Duty,Mid-Senior level,"Job DescriptionPosition Title:  ASSISTANT GENERAL MANAGER or Manager On DutyReports To: General ManagerBenefits: Yes, Medical/Dental/VisionPaid Time Off: YesOVERVIEW:The Assistant General Manager or Manager On Duty will support the General Manager to help lead and support a team dedicated to delivering an excellent experience and revenue growth simultaneously with an opportunity to contribute to every level of the gym's overall success. The Assistant General Manager is an extension of the General Manager and will oversee all operations when the General Manager is not in the facility, including shared oversight of all CLUB4 operations in that assigned facility with focus on such things as providing a superior customer experience, establishing community partnerships to enhance business-to-business relationships within the community as well as to raise awareness and recognition of the organization in the community and drive membership sales, and also in hiring, then coaching/mentoring and developing a full staff within the established operational budgets..The Assistant General Manager or Manager On Duty is responsible for helping in achieving targeted results in the areas of financial sustainability, customer satisfaction, revenue/sales performance, and financial returns. S/he will be accountable for the successful management, administration, and daily operations of the gym. CLUB4 seeks a future leader who is results-oriented and committed to quality service.ESSENTIAL DUTIES & RESPONSIBILITIES:To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skills, and or ability required.Reliable service as scheduled; significant organizational skills; an ability to lead others in the absence of the General Manager.Sales duties to include making phone calls to prospective members that have been to the club or have shown interest in joining via online communications. Strong sales background helpful. Responsible for the overall sales numbers at the locationAssist in maintaining a welcoming atmosphere for all members, prospective members and guests and ensuring staff follows superior customer service guidelinesProvide support to the staff so they can achieve growth in while also providing them the opportunity to develop their skillsCollaborate with the General Manager and Regional Manager to appropriately address all issues within the club, and on-line, involving both employees and members while ensuring that all are addressed in an appropriate, respectful and timely mannerPromote a superior customer experience within the clubActively promote Club4Fitness within local communitiesPerformance Requirements of the GM include:Partner with General Manager to grow the Club business in regard to sales profit, and to motivate staff to achieve this same goalEnsure accurate and timely daily depositsEnsure and monitor compliance with all policies, procedures, and organizational standardsMonitor inventory in the club, ensuring there are adequate supplies. Monitor and oversee employee payroll and scheduling ensuring the club is adequately staffed at all timesResponsible for keeping the facility clean and able to pass inspectionsSchedule and reassign staff personnel in order to meet Club needs in the absence of the General ManagerMaintain strict confidentiality of proprietary and/or sensitive informationPartner with GM and MOD to manage team members to ensure strong communication with the goal of developing effective working relationships and provide an inviting experience for members and prospective members. Responsible for complete knowledge, understanding, and strict adherence to company policies and proceduresOther duties as assigned by the General or Regional Manager or Managing PartnerORGANIZATIONAL RELATIONSHIPS:The position reports directly to the General Manager in charge of CLUB operations under the direction of an assigned Regional Manager.REQUIRED QUALIFICATIONS: Knowledge, skills & abilities: Hard working, goal oriented, enthusiastic, and energetic. Solid work ethic with strong decision-making skillsSelf-starter who takes initiative with minimal direction and supervisionBasic computer, math, and communication skills requiredSuperior customer service skills, preferably in the fitness industrySolid supervisory, diplomacy and listening skillsBoth detail and results-oriented with high degree of professionalism and organizational skillsStrong communication, problem-solving, time management and analytical skillsStrong time management skills, ability to effectively manage multiple priorities in a rapidly changing environmentDemonstrated ability to work both autonomously and collaboratively within teamsPossess a working knowledge of all purchasing/sales web-based programming and fitness software utilized by C4F as it relates to sales of services to membersMust be computer proficient and well versed in Microsoft Office Suite. Strong track record of successfully executing on tasks and duties assigned by General ManagerDesire to learn to manage Club operations; Maintain responsibilities over Club operations personnel in the absence of the General ManagerAbility to travel to other clubs as needed Minimum certifications/education/experience level: Some supervisory or leadership experience in a high-level customer service industry, preferredHigh School Diploma or equivalent (GED) is required; 2- or 4-yr degree or four years of supervisory experience is preferredMust be CPR/AED certifiedReasonable accommodations may be possible to enable individuals with disabilities to perform the essential functions.WORK ENVIRONMENT: Work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Mental Demands: Reading; ability to communicate effectively (verbal and written); maintain emotional control under pressurePhysical Demands/Environmental Factors: Work with frequent interruptions; climbing, stretching, frequent light lifting of books, boxes; occasional lifting of up to 50 pounds; frequent use of computer and repetitive hand motionsRegulated air temperature and humidity in gym facilities and office environment, however, temperatures and humidity may be elevated while group and personal exercise activities are being performedRegular standing, walking, crouching, kneeling, stretching, lifting, and other physical activity are required while performing the duties of the roleSitting, close reading, and typing are required while performing the duties of the roleNoise level is generally low but may be louder and more intense in gym facilitiesTravel will be required as described aboveHours are generally traditional business hours but may, at times, extend to long or late hours to accommodate the different time zones of club facilities as well as to address projects and other matters involving social mediaACKNOWLEDGEMENT: Any work related experience or additional education/training resulting in acceptable proficiency levels in the above required knowledge, skills, and abilities may be an acceptable substitute for the above specified education and experience requirements at the sole discretion of Club4Fitness Human Resources or the Managing Partner. Company DescriptionCLUB4 Fitness is a membership-oriented health facility offering a wide array of classes and equipment that allow our members to achieve their health and fitness goals. At every CLUB4 Fitness location, you’ll enjoy the best workout classes with outstanding service and an unbeatable atmosphere. With beautifully designed facilities and a diverse selection of machines and equipment, CLUB4 Fitness offers a truly unique experience.CLUB4 Fitness is a membership-oriented health facility offering a wide array of classes and equipment that allow our members to achieve their health and fitness goals. At every CLUB4 Fitness location, you’ll enjoy the best workout classes with outstanding service and an unbeatable atmosphere. With beautifully designed facilities and a diverse selection of machines and equipment, CLUB4 Fitness offers a truly unique experience.",Mid-Senior level,Full-time,Management and Manufacturing,Wellness and Fitness Services,3874891402
Secur IT Guard,Administrative Assistant,Entry level,"Job DescriptionAdministrative Assistant Responsibilities will include but not limited to: Administrative AssistantAssist and provide support to our Managers and EmployeesAssist in daily office needs and managing our company’s general administrative activitiesWritten and oral communications with Clients and StaffWrite and distribute email, correspondence memos, letters, faxes and formsOrganize and schedule appointmentsAssist in scheduling for Janitizers Janitorial ServicesUpdate and maintain office policies and proceduresOrder office and janitorial suppliesDistribution of checks and uniformOther task related to officeEducation and Experience Requirements:High school diploma or equivalent education requiredAt least 1 year of administrative assistant experienceKnowledge of appropriate software including: Microsoft Word, Excel, and Outlook, Microsoft PowerPointValid driver’s licenseFluent in English and Spanish Language",Entry level,Full-time,Administrative,Security and Investigations,3874892235
Capstone Search Group,Commercial Insurance Account Manager MNN9412,Mid-Senior level,"Job DescriptionAbout the RoleJoin a Top 50 national insurance brokerage who seeks an experienced Commercial Insurance Account Manager to support their Texas based middle market team. Here are highlights of the role:Location: Ft. Worth, TX. Hybrid schedule available (3 days/office and 2 days/home). Experience: Minimum five (5) years in a similar Commercial P&C agency client manager role. Systems: The agency uses EPIC but knowledge of a similar AMS system will help with the learning curve. Portfolio: You work in the ‘large accounts’ practice which they denote as anything over $10k in agency revenue but can go much higher than that especially with specialty accounts. Duties & ResponsibilitiesFor new and renewal clients:Build, maintain, and strengthen relationships with your accountsExpand relationships with various insurance carriersMarket services to accountsPerform account administrationHandle renewalsAddress and resolve any problems/concerns that ariseJob SpecsHere are just some ways the company describes their opportunity.Our goal is solely focused on enhancing the client experience. We aim to develop safe and healthy workplaces with real, lasting solutions that come from their insurance risk management portfolio. We are evolving and have experienced colleagues who are passionate about what they do. Company DescriptionCapstone Search Group is an insurance recruiting firm that offers creative, unique staffing solutions for the insurance industry! Our clients include insurance companies, agencies, brokers and intermediaries. Our goal as insurance recruiters is to help insurance organizations identify, attract and retain experienced talent that impacts immediate openings and promotes future growth. We offer Direct Hire (Contingency Search, Engaged/Retained and Recruitment Process Outsourcing [RPO]) and Contract Solutions (long-term contract, 1099 and temp-to-perm). We work nationally with expertise that spans top executives, middle management and technical level positions. We are committed to providing recruiting services of the highest degree of confidentiality, professionalism and integrity.Capstone Search Group is an insurance recruiting firm that offers creative, unique staffing solutions for the insurance industry! Our clients include insurance companies, agencies, brokers and intermediaries. Our goal as insurance recruiters is to help insurance organizations identify, attract and retain experienced talent that impacts immediate openings and promotes future growth. We offer Direct Hire (Contingency Search, Engaged/Retained and Recruitment Process Outsourcing [RPO]) and Contract Solutions (long-term contract, 1099 and temp-to-perm). We work nationally with expertise that spans top executives, middle management and technical level positions. We are committed to providing recruiting services of the highest degree of confidentiality, professionalism and integrity.",Mid-Senior level,Full-time,Sales and Business Development,Staffing and Recruiting,3874896432
Franklin Energy,Data & Analytics Specialist – People and Culture (HR),Entry level,"DescriptionPosition at Franklin EnergyCOMPANY SUMMARY As a combined organization, Franklin Energy and AM Conservation Group is undertaking what is perhaps the central challenge of our times – to help drive the transition to net-zero carbon economies while ensuring that no working families, businesses, or local communities are left behind. To do that, we are the utility industry’s top provider of turn-key energy efficiency and grid optimization programs and products, all of which contribute to reducing carbon and waste and, at the same time, free-up resources for creating more innovation investment and jobs. With over 26 years in business, we have more than 1,300 experts across the United States, with warehouses on both coasts. The organization’s integrated in-house services provide deep personalization and insights, helping energy partners achieve their carbon-reduction and energy productivity goals. We believe the organization’s most “precious resources” are its people. We pledge a relentless pursuit to embody a culture that acknowledges, recognizes, and infinitely seeks to understand the unique differences of its people. We are committed to creating employee experiences that continually attract and embrace a multiracial, multicultural, and multigenerational workforce that promotes outstanding performance and mirrors our diverse partnerships, clients and communities we serve.POSITION SUMMARY As the People Data & Analytics Specialist, you’ll play a pivotal role in shaping our HR strategy. Your insights will directly impact leadership decisions, driving our company toward strategic goals. We’re seeking an adaptable, proactive, and collaborative individual who thrives in ambiguity and is passionate about leveraging data to create meaningful change.ESSENTIAL DUTIES AND RESPONSIBILITIES This list of duties and responsibilities is not all-inclusive and may be expanded to include other duties and responsibilities, as management may deem necessary from time to time.HR Metrics Mastery: Dive deep into our HR data. Compile, interpret, and analyze key metrics related to talent acquisition, retention, and employee engagement. Your insights will guide our leadership, including the Board of Directors.Trendspotter Extraordinaire: Identify critical people trends using advanced HR analytics and external best practices. Translate these insights into customized tactics that drive desired behaviors and business outcomes.Retention Whisperer: Keep a close eye on turnover and retention rates. Collaborate with our People and Culture team to develop strategies that enhance employee satisfaction and reduce attrition.Data Alchemist: Use a mix of quantitative and qualitative methods (surveys, focus groups, database mining) to extract valuable information. Synthesize research data to inform key business initiatives.Survey Guru: Administer our HR survey platform. Create new surveys, update existing ones, and analyze results. Your work will directly impact our employee experience.Tech Savvy: Leverage HR systems to access and compile data efficiently. You’ll be the wizard behind the scenes, ensuring our data foundation is rock-solid.Scenario Weaver: Design flexible scenarios and models. Answer complex business questions by exploring different possibilities.Annual Increase Champion: Collaborate closely with the People and Culture team to define and communicate annual increase processes. Your expertise will shape our compensation strategy.Position RequirementsEducation and ExperienceBachelor’s degree or equivalent experience in HR, Business, Data Science, or a related field. Minimum 5 years’ experience in human resources, professional development, analytics, and/or compensation required.Required Skills, Knowledge, And AbilitiesProven experience in HR analytics, data modeling, and reporting.Proficiency in quantitative and qualitative research methods.Tech-savvy with HR systems and data management tools.Excellent communication skills—able to translate data insights into actionable recommendations with proactive collaboration across the company.Passion for continuous learning and staying ahead of industry trends.Collaborative and proactive in analyzing data with the ability to clearly explain the end results.Excellent organizational skills and attention to detail.Committed to diversity and inclusion.Licenses & CertificationsValid state identification, including but not limited to driver’s license.Travel RequirementsWillingness to travel up to 10%.PHYSICAL DEMANDS AND WORK ENVIRONMENTRequired to sit, stand, walk; talk and hear; and ability to touch and handle typical office equipmentEmployee will have exposure to normal office environmentsRemote workers will maintain a home office environment free of reasonable distractions, with practices in place to protect sensitive employee dataNote: Reasonable accommodations may be made for individuals with disabilities to perform the essential functions of this position. The above information describes the general duties and requirements necessary to perform the principal functions of the position. This shall not be construed as a detailed description of all the duties and requirements that may be necessary in this position.An Equal Opportunity EmployerFranklin Energy implements the use of dash cams inside their fleet of leased vehicles because the Company believes video surveillance devices (Dash Cams) promote the safety of employees as well as security within the company vehicles. The Company will not use video surveillance (Dash Cams) for any unlawful purpose including monitoring employees or giving the impression of monitoring. Our Dash Cam Policy applies to all employees of the Company and temporary agency employees, regardless of whether an employee or temporary agency employee may be driving or riding in Company Vehicles. The primary use of Dash Cams is to assist in the protection and safety of employees and property, prevention, and detection of criminal offenses such as vehicle vandalism and break-ins and staged-accident fraud, defense of legal claims, driver exoneration, and driver training and improvement.",Entry level,Temporary,Information Technology,Business Consulting and Services,3875030128
Jonathan Edward Staffing,Civil Engineer,Entry level,"132-155kHybrid in Portsmouth, NHUnique career advancement opportunity within an engaging, dynamic, and expanding multi-disciplinary group of Architects and EngineersThis person will be supporting diverse projects involving vertical construction and other related Civil Engineering tasks in commercial, industrial, and Federal marketsThis position will provide engineering and design responsibilities for multiple projects ranging in construction value from $100k to $100MMentoring of junior engineers and supervision of sub-consultants such as fire protection, surveyors, geotechnical engineers, and environmental engineers will be expectedRequirements5+ years of relevant work experience at A-E consulting firm, manufacturing firm or construction firmLicensed Professional Civil Engineer and ability to obtain licensure in multiple states nationwide preferredAbility to obtain security clearance at active U.S. DoD installations nationwide preferredExperience and knowledge of site design including building infrastructure layout, utilities, accessibility, stormwater, lighting, landscaping, and environmental protection from conceptual planning and permitting through constructionExperienced and knowledgeable in current industry design standards (e.g., LID) and interest and ability to identify and lead new technologies and practicesUnderstanding and familiarity with current planning/zoning standards, industry codes, and standards (IBC, ASCE, ASTM, ANSI, etc.). Ability to identify and reference applicable codes and standards and interpretation of such specific to the associated designWorking knowledge and proficiency with CAD and BIM software including Autodesk™ (Civil 3D™), HydroCAD™ and other industry software tools. Revit knowledge is also a plusAbility to organize and complete field assignments including site assessments, engineering investigations, and construction documentationADDITIONAL:Fundamental knowledge and general understanding of engineering disciplines including Environmental, Architecture, Structural, and MEPExperience with Federal/DoD design standards and guidesAdvanced technical writing skills and ability to compose professional documents (letters, proposals, reports)Public presentation capabilitiesMicrosoft Office Suite - Microsoft Project a plusBenefitsESOP, 3% 401k match, profit-sharingMedical, dental, vision3 wks PTOMore",Entry level,Full-time,Engineering,"Technology, Information and Internet",3874817056
Wylander,Business Development Representative,Entry level,"Job DescriptionWylander, a recruiting company specializing in the disaster restoration industry, is looking for a passionate Business Development Representative for a full-service restoration company located in Jupiter, FL.Business Development Representative Compensation and Benefits:﻿Competitive Salary ($45K) plus commissionHealth Coverage AllowanceCompany sponsored IRA after 12 monthsFull electronics package (Phone, iPad, Laptop)PTO & Paid HolidaysWe are seeking a candidate who can create new prospects and clients, provide an exceptional client experience, ability to show compassion, while building new relationships with organizations to help them achieve their next stage of growth. The Business Development Representative is responsible for achieving sales goals and executing sales plans within an assigned sales territory and/or account. They will need to generate and secure new sales revenue by prospecting and adding customers.Business Development Representative Responsibilities:Design an action plan to successfully create new business and build client relationshipsCreate and maintain sales route recordsPerform sales calls resulting in scheduled meetings with target referral prospectsGain commitment from customers leading to referrals of those in need of restoration servicesResponsible for achieving company sales targets and update management on the status of accountsOpportunities for growth and potential to oversee sales staffMaintain a professional, ethical, and positive disposition as a primary representative of the company in the communityComplete weekly and monthly sales reports in a timely mannerAttend weekly sales meetingsRegularly attend client meetings, trade shows, networking events, conferences, etc. Maintain customer contact database accurately and thoroughly in company’s CRMMake group presentations to prospect organizationsIntegrate sales efforts with other organized marketing activities (promotions, advertising, exhibitions, telemarketing, social media marketing, etc. Business Development Representative Requirements:2+ years proven sales experience in a business development role, preferably outside salesIndustry knowledge or the ability to seek knowledge if new to the industryResults-driven and ability to work in a fast-paced environment with a demonstrated ability to multitask with a sense of urgency to make things happenProven ability in creating and maintaining relationships with teammates and clients a mustStrong communication, problem solving, and negotiations skillsSelf-motivated, trustworthy, confident, and organized﻿Keywords: sales, business development, restoration, construction, marketing",Entry level,Full-time,Sales and Business Development,Staffing and Recruiting,3874850156
Port Side Logistics,Freight Broker (Remote),Mid-Senior level,"Job DescriptionAre you a motivated and independent individual with a passion for the logistics industry? Do you dream of running your own business while enjoying the flexibility of working from home? If so, we have an exciting opportunity for you! Join our dynamic brokerage as a Freight Broker and take control of your career.Position: Freight Broker Location: Remote (Work from Home) Employment Type: 1099 Contractor Commission Split: 70/30About Us:We are a leading logistics brokerage with a proven track record of excellence in connecting shippers and carriers. Our commitment to innovation, customer satisfaction, and industry expertise sets us apart as a trusted partner in the transportation world.Role Overview: As a Freight Broker, you will play a pivotal role in connecting shippers with reliable carriers. Your entrepreneurial spirit will thrive as you build and nurture relationships, negotiate rates, and facilitate the movement of goods across the country. You'll be empowered to manage your own workload, set your own hours, and work from the comfort of your home office.Responsibilities:Prospect and onboard new shippers and carriers to expand your networkNegotiate competitive rates and secure favorable terms for all parties involvedCoordinate and monitor shipments to ensure timely and efficient deliveryProvide exceptional customer service to maintain long-lasting business relationshipsUtilize our cutting-edge technology platform to streamline operationsKeep up-to-date with industry trends and market dynamicsQualifications:Previous experience in logistics, freight brokerage, or related field is preferred but not requiredStrong communication and negotiation skillsEntrepreneurial mindset with a drive for successSelf-motivated and able to work independentlyExcellent organizational and time-management abilitiesProficiency in using technology and software applicationsWhat We Offer:Competitive 70/30 commission split to reward your hard workFlexibility to create your own schedule and work from homeAccess to our established network of carriersDaily and weekly sales training and ongoing support to help you succeedOpportunity to build your own book of business within a supportive frameworkJoin our team and embark on a journey of growth and success in the exciting world of freight brokerage. Be your own boss, work remotely, and make your mark in the logistics industry. Apply today and start shaping your future!Benefits:Flexible scheduleWork from homeCompensation package:Commission onlyUncapped commissionSchedule:Choose your own hoursWork Location: Remote",Mid-Senior level,Full-time,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",3874898195
Cercone Exterior Restoration,Senior Project Manager Construction,Mid-Senior level,"Job DescriptionConstruction firm specializing in exterior restoration (5 Boroughs; scaffolding, masonry, waterproofing, metal work, and roofing) looking for F/T Project Manager. Candidate MUST have experience in this field as a contractor, architect or engineer. Responsibilities include: Project Management Material ordering Daily Site Visits Field Coordination and Supervision Reading/understanding specifications (written and drawings) Submittals Knowledge of suspended scaffolding and fixed pipe scaffolding Meeting with clients, architects and/or engineers Hiring of field workers. Spanish required; please send resume.Company DescriptionCercone Exterior Restoration performs exterior repairs to high-rise buildings throughout New York City and the Boroughs.Cercone Exterior Restoration performs exterior repairs to high-rise buildings throughout New York City and the Boroughs.",Mid-Senior level,Full-time,Project Management and Information Technology,Architecture and Planning,3875027161
