company,job title,level,full description,seniority level,employment type,job function,industries,job id
RPM Living,Community Manager (Ballpark),Mid-Senior level,"Looking for something different? We ARE that something different at RPM Living.Dynamic and fast growth culture and multiple nationwide opportunities let YOU shape your future with us. Top industry pay and benefits, best industry practices, career training and education, people-first focus...… we show you the way to success.The position The Community Manager will oversee all business operations at one of our apartment communities. The successful candidate will possess strong resident relations and interpersonal skills and will have the ability to communicate effectively, take charge, lead, train, be dependable, professional, and a team player.Supervise leasing and maintenance activities to ensure compliance with company policyAnalyze performance and trends to develop and implement monthly marketing planTrains, motivates and supervises all on-site staff in order to achieve operational goals of assigned community. This includes new employee orientation and training, ongoing formal and informal performance evaluation, review and approval of time-sheets, instructing and advising on-site staff of employee procedures and guidelines.Provide excellent customer service while maintaining the highest standards for resident serviceAssist in preparation of budget, and adherence to approved budgetsComplete month-end and year-end reporting as requiredProvide narrative of all monthly budget variances +/- 10% per line itemEnsure that property operations are compliant with all applicable regulatory requirements Three plus years of related multi-family property management experienceExperience with YARDI software a plusStrong leadership and management skills are essentialA current, valid Driver License is requiredEmployment with RPM Living is contingent upon successful completion of a background check.RPM Living is an Equal Opportunity Employer.This job title is associated with Property Manager, Apartment Manager, Business Manager, and Multi-Family Manager.Join RPM Living and experience exceptional benefits designed to enhance your life. Weekly pay for all associates working onsite at an apartment community Comprehensive healthcare coverage available for all full-time, regular associates Employer paid employee assistance, mental health, and wellness programs Ancillary benefits including critical illness, hospital indemnity, and accident insurance 401(k) with robust company match Opportunities for progressional development career growth and role-based learning plans Diversity, Equity, Inclusion and Belonging (DEIB) and multiple Employee Resource Groups (ERG) Paid time off plus floating holidays and volunteer days Discounted Perks (Costco membership, movie tickets, health & wellness, entertainment & travel discounts)RPM Living participates in E-Verify. For more information, see the E-Verify Participation Poster and the Right to Work Poster.",Mid-Senior level,Full-time,Marketing and Sales,Real Estate,3876323079
The Hanover Insurance Group,Allied Healthcare Underwriting Specialist (REMOTE),Mid-Senior level,"For more than 170 years, The Hanover has been committed to delivering on our promises and being there when it matters the most. We live our values every day, demonstrating we CARE through our values, ESG initiatives and IDE journey. Our Allied Healthcare team is seeking an Underwriting Specialist to join the team in the TX, KA, MS, OK, AK, or LA area. This is a full time, exempt role. This is a remote opportunity.  POSITION OVERVIEW:  Responsible for identifying, soliciting, underwriting and selling new and renewal Specialty accounts that drive profitable growth and align with Industry Segments and LOB mix goals. Apply technical, sales and analytical skills to provide insurance solutions that help Hanover’s customers manage risk. Demonstrates a thorough understanding of Hanover’s strategies and appetites and will use internal and external data to make appropriate individual and portfolio risk decisions. Operates with limited daily supervision, seeks technical direction for matters outside one’s authority and general expertise. Operates within a standard letter of authority for all underwriting decisions while managing a book of business, generally with moderate to high technical complexity and coordination. IN THIS ROLE, YOU WILL: Technical Underwriting: Knows and applies underwriting concepts including risk selection, exposure and hazard identification and control, coverage implications, and loss analysis.  Uses all appropriate underwriting tools, disciplines and strategies to ensure underwriting guidelines are followed.  Understands pricing components and rating methodology and correlates pricing to exposures  When presented with minimal information on a risk, instinctively knows the key questions to ask to ascertain the full scope of operations and the key exposures and needed controls.  Completes file documentation according to best practices guidelines and can clearly explain account decisions.  Provides clear and concise rating instructions for quotes prior to generating proposal for presentation to the agent. Portfolio Management & Financial Acumen: Manages assigned portfolio to achieve gross written premium, profitability, rate, retention, product mix, new business and portfolio management goals, by use of proven pipeline and marketing practices.  Developing an understanding of various financial reporting information and insurance performance measures in the management of risk.  Demonstrates an understanding of the market factors that can affect pricing and how it correlates to individuals book, agency’s book, the region, and countrywide.  Prepares or analyzes information on underwriting decisions, rate, underwriting requirements, company appetite, status and declinations to drive results within the assigned territory.  Familiarizes oneself with other Hanover departments for leveraging growth in areas of business where portfolio could be more balanced. Sales Management: Can identify, solicit, pipeline, negotiate, and close accounts aligned with business strategy. Ability to profile assigned agency plant and to strategically market our capabilities to agents.  Keeps current on state/territory issues, regulations and trends.  Utilizes market and competitor information to enhance relationships and individual account decision making.  Prioritizes and develops effective relationship management and producer activities to build trust, facilitate negotiation, and secure commitment in order to improve yield and retention ratios.  Operates with a franchise perspective to identify additional sell opportunities to create growth within other LOB’s and customer segments.  Partners with other business units to deliver comprehensive insurance solutions  Demonstrates in-depth knowledge of Hanover’s products and appetite while clearly communicating Hanover’s position at the point of sale.  Builds and maintains rigorous sales practices using all systems, sales tools and disciplines outlined in the sales best practices.  Makes presentations to agents and customers. Utilize department and Specialty partners to augment sales process. Effectively utilize Claims and Loss Control to display service and/or technical expertise with present and future customers.  WHAT YOU NEED TO APPLY:  Bachelor’s Degree or equivalent experience  Generally, 3-7+ years Allied Healthcare, Specialty or standard commercial lines experience.  3-4+ years’ experience driving agency relationships resulting in profitable new and renewal business as well as complex accounts.  Ability to travel as needed.  Demonstrates ability to adapt quickly to change, identify, analyze, and solve problems and willingness to being open to new and different ways of thinking.  Communication - ability to effectively interact and communicate with all levels of external and/or internal business partners within scope of responsibility, team and/or matrix environment.  Judgment and Decision Making - Ability to exercise judgment, negotiate and make sound business decisions effectively based on level of authority.  Agile and Adaptive - Strong ability to identify, analyze and solve problems as well as the ability to learn rapidly, adapt quickly to change, exercise influence, and manage and prioritize multiple concurrent projects.  Prioritization and Desk Management - Understands and seeks ways to improve the quality and results of one’s work. Monitors progress against agreed upon timeline and deliverables.  CAREER DEVELOPMENT: It’s not just a job, it’s a career, and we are here to support you every step of the way. We want you to be successful and fulfilled. Through on-the-job experiences, personalized coaching and our robust learning and development programs, we encourage you – at every level – to grow and develop. BENEFITS: We offer comprehensive benefits to help you be healthy, build financial security, and balance work and home life. At The Hanover, you’ll enjoy what you do and have the support you need to succeed.Benefits include: Medical, dental, vision, life, and disability insurance  401K with a company match  Tuition reimbursement  PTO  Company paid holidays  Flexible work arrangements  Cultural Awareness Day in support of IDE  On-site medical/wellness center (Worcester only)  Click here for the full list of Benefits  EEO statement: The Hanover values diversity in the workplace and among our customers. The company provides equal opportunity for employment and promotion to all qualified employees and applicants on the basis of experience, training, education, and ability to do the available work without regard to race, religion, color, age, sex/gender, sexual orientation, national origin, gender identity, disability, marital status, veteran status, genetic information, ancestry or any other status protected by law.Furthermore, The Hanover Insurance Group is committed to providing an equal opportunity workplace that is free of discrimination and harassment based on national origin, race, color, religion, gender, ancestry, age, sexual orientation, gender identity, disability, marital status, veteran status, genetic information or any other status protected by law.”As an equal opportunity employer, Hanover does not discriminate against qualified individuals with disabilities. Individuals with disabilities who wish to request a reasonable accommodation to participate in the job application or interview process, or to perform essential job functions, should contact us at: HRServices@hanover.com and include the link of the job posting in which you are interested. Privacy Policy: To view our privacy policy and online privacy statement, click here .Applicants who are California residents: To see the types of information we may collect from applicants and employees and how we use it, please click here  .Apply Now",Mid-Senior level,Full-time,Finance and Sales,Insurance,3876310916
"Reigning Enterprises, Inc",Marketing Specialist - Entry Level,Entry level,"We are a business consulting firm looking to hire a talented individual to take our company to new heights. Our mission is to continue facilitating the growth of our partners through innovative marketing campaigns and intangible brand strategies with consumers that diverge us from competitors. As an Entry Level Marketing Specialist, you can acquire promotional marketing strategies from top national executives. Our Entry Level Marketing Specialist team remarkably educates consumers on our partner's brand, services, and promotions while facilitating an unforgettable experience. People are at the center of everything we do, so providing undeniable service and equipping consumers with the best resolutions is our recipe for success as an Entry Level Marketing SpecialistAside from expanding our reputable partners' brands and active consumer base, we are on a mission to find a strategic partner to take on our Entry Level Marketing Specialist role as a pivotal career move. Within the Entry Level Marketing Specialist position, we provide individualized training and support from the management staff. We're eager to see everyone expand their professional portfolio through the skills we teach, perseverance, and the urge to excel.Responsibilities of an Entry Level Marketing Specialist:Maximize sales efficiency by implementing negotiation and relationship-building tactics with consumers directlyAct as the first point of contact representing fortune brands and products with unique marketing strategiesEducate consumers on the products and services our clients provide to provide solutions for current or future service issuesWork in partnership with other Marketing Assistants to drive sales successAttend daily marketing and sales strategy meetings for our partners alongside other Marketing Assistants to assist in raising brand awareness throughout a given territoryRequired experience and qualities for an Entry Level Marketing Specialist:4-year degree equivalent in the field of Marketing, Sales, or related field is preferred1 year of entry-level experience in a consumer-oriented role such as sales, customer service, or marketingSelf-starting attitude and work ethic is sought after over natural aptitudeExceptional Interpersonal skills to interact with diverse clients and consumers as the Marketing AssistantWhat do we have to offer?Competitive pay with opportunities to grow financiallyOngoing training with our top performers on all aspects of the role, systems, and structuresAll major holidays off to spend with familyTravel opportunities for top performersPowered by JazzHRbTITieaH62",Entry level,Full-time,Marketing and Sales,Internet Publishing,3876195738
Emanate Connections,Entry Level Assistant- Promotions / Marketing,Entry level,"Since we began Emanate Connections, we've successfully expanded our clients' brand presence and amplified their missions. To maintain our unwavering commitment to outstanding service and support, we're on the lookout for a passionate and outcome-oriented Promotional Marketing Assistant to join our team.Through partnerships with community-based causes and NGOs, we facilitate the achievement of organizations' objectives while contributing to the betterment of our own community. If you're ready to contribute to our community-centric mission and make a lasting impact, we invite you to explore this exciting Promotional Marketing Assistant opportunity with usPromotional Marketing Assistant Key Responsibilities:Participate in daily in-office meetings to stay updated on client-provided statistics and campaign insightsFormulate and execute event marketing strategies to foster community engagement and raise awarenessIdentify specific target demographics and tailor marketing initiatives accordinglyManage event materials and leverage merchandise to enhance brand recognitionCollaborate cross-departmentally with team members to ensure seamless event planning and executionMonitor and report key performance indicators to gauge the effectiveness of marketing endeavorsPromotional Marketing Assistant Qualifications:A Bachelor's degree in Marketing, Business, or a related field is preferred, but not mandatoryProficiency in communication and interpersonal skillsDemonstrated creative thinking and problem-solving acumenCapacity to thrive under pressure and meet deadlinesExceptional self-management skillsIf you're ready to contribute to our community-centric mission and make a lasting impact, we invite you to explore this exciting Brand Marketing Specialist opportunity with usPowered by JazzHRg88Lbmi6Np",Entry level,Full-time,Marketing and Sales,Internet Publishing,3876187736
OneStaff Medical,Travel RN - Maternal - Newborn,Mid-Senior level,"OneStaff Medical is seeking a travel nurse RN Maternal - Newborn for a travel nursing job in Morristown, New Jersey.Job Description & RequirementsSpecialty: Maternal - NewbornDiscipline: RNStart Date: ASAPDuration: 13 weeks36 hours per weekShift: 12 hours, daysEmployment Type: TravelA Mother Baby Nurse functions in the care of new mothers and their newborns. Assist and support pregnant women in their healthy labor processes. Administer medications and intravenous fluids to mothers.Weekly amount stated in the job postings is scaled based on estimated hourly wages and potential stipends available for the location of the assignment. Hourly wages are based on various factors including but not limited to: experience, demand, availability, location, etc. Please contact one of our amazing OneStaff Recruiting Specialists for more details.**Equal Opportunity Employer**OneStaff Medical Job ID #1061440. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN MOTHER/BABY 3x12 Days.About OneStaff MedicalYou deserve a partner that is working for you. Be bold and let us do just that. We’ll take care of you while you are away from your own “home base” in every way we can, and ideally do more than you expect.Your team at OneStaff is dedicated to finding the perfect assignments (for you), negotiate the best rates and handles any issues that may arise while you are on assignment. We take great pride in building relationships with our traveling professionals and we enjoy hearing about your experiences. Whatever the need, we are here to help along the journey.We understand you are the heart and soul of what we are. Whether it is housing, payroll, travel, benefits, or just a friendly voice to talk to, we are there every step of the way. The company you choose is the most important decision you will make in your traveling career. We get that, so we’re committed to you 24 hours-a-day, 7 days-a-week. We’re your “one” solution in travel assignments and here to assist whether helping with accelerating your trajectory towards your career goals or meeting your travel requirements.BenefitsWeekly payHoliday PayGuaranteed Hours401k retirement planPet insuranceCompany provided housing optionsSick payWellness and fitness programsReferral bonusMedical benefitsDental benefitsVision benefits",Mid-Senior level,Part-time,Health Care Provider,Hospitals and Health Care,3876305404
State of Maryland,HEALTH POLICY ANALYST I FULL TIME CONTRACTUAL,Entry level,"Introduction GRADE17LOCATION OF POSITIONMDH - Office of Medical Benefits Management201 W. Preston StreetBaltimore, MD 21201Main Purpose of JobThe Medicaid Behavioral Health Division is tasked with managing multiple priorities and initiatives at once, from managing and implementing new policy initiatives coverage for the public behavioral health system (PBHS) to launching, implementing, and overseeing the Behavioral Health Administrative Services Organization (BHASO) which implements coverage at the direction of Medicaid and the State. Expenditures for the PBHS are in excess of 2 billion annually and the management and oversight of the work requires individuals with strong attention to detail, ability to prioritize multiple projects with competing deadlines, facilitate data collection and analysis, and support leadership decisions in a complex healthcare environment.This full-time contractual Health Policy Analyst I position is responsible for addressing priority projects impacting behavioral health provider policy and management including the evaluation, analysis, research and development of behavioral health integration services and policies within the Medicaid Behavioral Health Division. This position assists the Division Chief and HPA II with the expansion of Medicaid coverage and policy related to behavioral health crisis service continuum, including Mobile Crisis Teams, Behavioral Health Crisis Stabilization Centers, and ancillary services associated with crisis services. The HPA I assists with developing and promulgating state plan amendments, regulations, and implementing behavioral health and crisis services policy and compliance procedures for existing and new programs. This position will assist in the direction and coordination of Program policy, coverage, and reimbursement for behavioral health services. This position will also work closely with the Behavioral Health Administrative Service Organization (BHASO), and with other departments, specifically the Behavioral Health Administration (BHA), analyzing and anticipating the impact of the Center for Medicare and Medicaid Services (CMS) policy changes and directives on the Medicaid Behavioral Health Division, the BHA and related policies and projects.Minimum QualificationsEducation: A Bachelor's degree from an accredited college or university.Experience: One year of experience evaluating, analyzing, researching and developing health care services, policies and programs.Note: Candidates may substitute the possession of a Master's degree in Health Sciences, Health Care Administration, Public Health, Public Policy or closely related field from an accredited college or university for the required experience.Desired Or Preferred QualificationsThe desired candidate should possess the following:Experience with Behavioral Health Care Services.Experience with Health Policy Regulations and Provider Compliance.Experience managing multiple projects with competing deadlines.LICENSES, REGISTRATIONS AND CERTIFICATIONSEmployees in this classification may be assigned duties which require the operation of a motor vehicle. Employees assigned such duties will be required to possess a motor vehicle operator’s license valid in the State of Maryland.SELECTION PROCESSApplicants who meet the minimum (and selective) qualifications will be included in further evaluation. The evaluation may be a rating of your application based on your education, training and experience as they relate to the requirements of the position. Therefore, it is essential that you provide complete and accurate information on your application. Please report all related education, experience, dates and hours of work. Clearly indicate your college degree and major on your application, if applicable. For education obtained outside the U.S., any job offer will be contingent on the candidate providing an evaluation for equivalency by a foreign credential evaluation service prior to starting employment (and may be requested prior to interview).Complete applications must be submitted by the closing date. Information submitted after this date will not be added.Incorrect application forms will not be accepted. Resumes will not be accepted in lieu of a completed application.Candidates may remain on the certified eligible list for a period of at least one year. The resulting certified eligible list for this recruitment may be used for similar positions in this or other State agencies.BenefitsContractual employees who work for an agency covered under the State Employee and Retiree Health and Welfare Benefits Program, have a current employment contract and work 30 or more hours a week (or on average 130 hours per month) may be eligible for subsidized health benefits coverage for themselves and their dependents. As a contractual employee, you will be responsible for paying 25% of the premiums for your medical and prescription coverage, including any eligible dependents you have enrolled. The State of Maryland will subsidize the remaining 75% of the cost for these benefits. You can also elect to enroll in dental coverage, accidental death and dismemberment insurance, and life insurance, but will be responsible to pay the full premium for these benefits.Leave may be granted to a contractual employee who has worked 120 days in a 12 month period. This leave accrues at a rate of one hour for every 30 hours worked, not to exceed 40 hours per calendar year.FURTHER INSTRUCTIONSOnline applications are highly recommended. However, if you are unable to apply online, the paper application (and supplemental questionnaire) may be submitted to MDH, Recruitment and Selection Division, 201 W. Preston St., Room 114-B, Baltimore, MD 21201. Paper application materials must be received by 5 pm, close of business, on the closing date for the recruitment, no postmarks will be accepted.If additional information is required, the preferred method is to upload. If you are unable to upload, please fax the requested information to 410-333-5689. Only additional materials that are required will be accepted for this recruitment. All additional information must be received by the closing date and time.For questions regarding this recruitment, please contact the MDH Recruitment and Selection Division at 410-767-1251.If you are having difficulty with your user account or have general questions about the online application system, please contact the MD Department of Budget and Management, Recruitment and Examination Division at 410-767-4850 or Application.Help@maryland.gov .Appropriate accommodations for individuals with disabilities are available upon request by calling: 410-767-1251 or MD TTY Relay Service 1-800-735-2258.We thank our Veterans for their service to our country.People with disabilities and bilingual candidates are encouraged to apply.As an equal opportunity employer, Maryland is committed to recruitment, retaining and promoting employees who are reflective of the State's diversity.",Entry level,Full-time,Other,Government Administration,3876188228
NuWest Group,Travel RN - Med Surg,Mid-Senior level,"NuWest Travel Nursing is seeking a travel nurse RN Med Surg for a travel nursing job in Livingston, Montana.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/08/2024Duration: 13 weeks36 hours per weekShift: 12 hours, nightsEmployment Type: Travel$1964.74 - $2311.46 Per Week Benefits Inc. Medical, Dental, Vision BLS and ACLS required and PALS is a big plus (can discuss). At least two traveling contracts completed. Minimum 3 years RN experience in Med/Surg or similar environments. Critical Access",Mid-Senior level,Full-time,Health Care Provider,Hospitals and Health Care,3876314202
Magnet Medical,Travel RN - Med Surg,Mid-Senior level,"Magnet Medical is seeking a travel nurse RN Med Surg for a travel nursing job in Bangor, Maine.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/23/2024Duration: 13 weeks48 hours per weekShift: 12 hours, daysEmployment Type: TravelPurpose Of The PositionResponsible for the delivery of direct patient care using the nursing process and as defined by the healthcare facility in their unit specific job description.RequirementsGraduate of an RN programPrevious work experience as an RNCurrent unrestricted RN license in the stateWorkplace ConditionsFrequent lifting, bending, and reachingMay require lifting to 80 pounds (using proper techniques)May require standing and walking 2-5 hours at a timeMay have exposure to chemicals, radiation, infectious diseases/waste and/or blood borne pathogensMagnet Medical Job ID #25907266. Pay package is based on 12 hour shifts and 48.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:MedSurg,07:00:00-19:00:00",Mid-Senior level,Part-time,Health Care Provider,Hospitals and Health Care,3876309500
Magnet Medical,Travel RN - Med Surg,Mid-Senior level,"Magnet Medical is seeking a travel nurse RN Med Surg for a travel nursing job in Fishers, Indiana.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/22/2024Duration: 13 weeks48 hours per weekShift: 12 hours, nightsEmployment Type: TravelPurpose Of The PositionResponsible for the delivery of direct patient care using the nursing process and as defined by the healthcare facility in their unit specific job description.RequirementsGraduate of an RN programPrevious work experience as an RNCurrent unrestricted RN license in the stateWorkplace ConditionsFrequent lifting, bending, and reachingMay require lifting to 80 pounds (using proper techniques)May require standing and walking 2-5 hours at a timeMay have exposure to chemicals, radiation, infectious diseases/waste and/or blood borne pathogensMagnet Medical Job ID #25901704. Pay package is based on 12 hour shifts and 48.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:MedSurg,19:00:00-07:00:00",Mid-Senior level,Part-time,Health Care Provider,Hospitals and Health Care,3876310472
Magnet Medical,Travel RN - Med Surg,Mid-Senior level,"Magnet Medical is seeking a travel nurse RN Med Surg for a travel nursing job in Vicksburg, Mississippi.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/15/2024Duration: 13 weeks36 hours per weekShift: 12 hours, nightsEmployment Type: TravelPurpose Of The PositionResponsible for the delivery of direct patient care using the nursing process and as defined by the healthcare facility in their unit specific job description.RequirementsGraduate of an RN programPrevious work experience as an RNCurrent unrestricted RN license in the stateWorkplace ConditionsFrequent lifting, bending, and reachingMay require lifting to 80 pounds (using proper techniques)May require standing and walking 2-5 hours at a timeMay have exposure to chemicals, radiation, infectious diseases/waste and/or blood borne pathogensMagnet Medical Job ID #25909506. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:MedSurg,19:00:00-07:00:00",Mid-Senior level,Part-time,Health Care Provider,Hospitals and Health Care,3876308552
Magnet Medical,Travel RN - Med Surg,Mid-Senior level,"Magnet Medical is seeking a travel nurse RN Med Surg for a travel nursing job in Greenbrae, California.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/22/2024Duration: 13 weeks36 hours per weekShift: 12 hours, daysEmployment Type: TravelPurpose Of The PositionResponsible for the delivery of direct patient care using the nursing process and as defined by the healthcare facility in their unit specific job description.RequirementsGraduate of an RN programPrevious work experience as an RNCurrent unrestricted RN license in the stateWorkplace ConditionsFrequent lifting, bending, and reachingMay require lifting to 80 pounds (using proper techniques)May require standing and walking 2-5 hours at a timeMay have exposure to chemicals, radiation, infectious diseases/waste and/or blood borne pathogensMagnet Medical Job ID #25908838. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:MedSurg,07:00:00-19:00:00",Mid-Senior level,Part-time,Health Care Provider,Hospitals and Health Care,3876311394
Archetype Permanent Solutions,Architectural Project Manager & Business Development,Mid-Senior level,"A leading multidisciplinary firm providing comprehensive architectural and engineering design services across various sectors. Projects shape diverse environments, impacting lives and communities every day.Responsibilities:Collaborate with teams to develop projects from concept to completionPrepare construction documents and ensure complianceCoordinate with consultants, contractors, and team membersReview shop drawings and project submittalsLead business development efforts and pitch for new businessBuild positive relationships with clients and subconsultantsMentor and train team membersAssist with QA/QC processVisit construction sites and manage project administrationCollaborate with marketing department to improve marketing materialsDrive revenue growth and achieve ambitious growth targetsDevelop and maintain relationships with target prospectsAssist in developing proposals and responding to RFPsCivic involvement on local, regional, and state boards and commissionsQualifications:Registered Architect in Texas or eligible for reciprocityMinimum 10 years of architecture design experience in municipal projectsProficiency in Revit Architecture, Microsoft Word & Excel, Bluebeam, and SketchupKnowledge of Customer Relationship Management Software systemsSalary Range: $100,000 - $120,000 per yearBenefits:Medical, dental, and vision insuranceRetirement plansPaid time offProfessional development opportunitiesEqual opportunity employerPowered by JazzHRC4rHlqYXQY",Mid-Senior level,Full-time,Project Management and Information Technology,Internet Publishing,3876195560
Stoic Management Group,Marketing Associate,Entry level,"With years of experience in the communication field, Stoic Management Group has created relationship-based methods focused on our innovative marketing outreach techniques. There is no secret to our success. We simply build genuine, respectful, and transparent relationships with our clients and exceed their expectations. Our mission is to teach all our Marketing Associates practical communication skills to create a more authentic consumer experience, resulting in an increased brand reputation for our expanding clientele.Our company was built on the philosophy of leading by example, encouraging competition, and maintaining a respectful work environment. As a Marketing Associate, you will communicate with top sales and marketing executives to take our client's brands to new heights. We are seeking a Marketing Associate who is eager to excel, willing to learn from industry leaders, and ready to bring their ideas to the table.Responsibilities for the Marketing Associate include:Relay brand messaging professionally and promote our client’s services directly to potential customers.Communicate effectively and appropriately to create connections during customer interactions.Learn to solve problems creatively while demonstrating high integrity.Build brand knowledge to adequately communicate each featured product/service offering adequately to consumers.Provide support and report customer feedback to the Marketing Associate Manager to increase customer retention. Attend weekly meetings to discuss marketing strategies and client needs.Create networking connections with other Marketing Associate professionals to understand better and improve communication tactics.For the Marketing Associate position, we are looking for candidates with the following requirements:A degree in Marketing, Business Management, or Communications is desired.Ability to stay level-headed and take the initiative when problems arise.Strong communication and interpersonal skills to relate to a variety of people.Desire to expand skillset and eager to grow professionally.Ability to manage feedback from other Marketing Associates proactively and implement changes immediately.Relevant experience in past marketing, promotions, or sales roles is helpful.Powered by JazzHRWsmHt4HAz2",Entry level,Full-time,Marketing and Sales,Internet Publishing,3876191084
State of Maryland,FAMILY SERVICES CASEWORKER TRAINEE STATEWIDE,Internship,"IntroductionWhen you join the Maryland Department of Human Services (DHS), you join a team of more than 5,000 employees across the state dedicated to positively changing the lives of more than one million Marylanders each year. We do this by providing economic support, preventive services, and caring for children and adults.We aim to deliver services so that we more quickly meet the needs of the people we serve. At DHS, we grapple with hard questions to find new ways to foster a culture of bold innovation. We do this to ensure that in Maryland, we leave no one behind.This Statewide recruitment is being conducted to establish a list of eligible candidates to be used to fill current and future vacancies occurring in our Local Departments of Social Services throughout the State.All approved candidates will be placed on this list of eligible candidates in one Best-Qualified randomized scoring band for at least one year. Placement on this list is not a guarantee that you will be offered an interview for any given vacancy.GRADEASTD12LOCATION OF POSITIONSTATEWIDEMain Purpose of JobA Family Services Caseworker Trainee is the entry level of work providing direct social services to troubled individuals or families that are designed to sustain and improve the social, health, economic, behavioral and emotional functioning of customers.Employees in this classification do not supervise other positions.Employees in this classification receive close supervision from a Licensed Social Worker. Employees in this classification may be required to work evenings and on weekends. Work is performed in customers’ homes, schools, hospitals and other community settings. Employees may be required to deal with potentially hazardous situations.POSITION DUTIESExamples Of WorkLearns to assist customers in identifying, developing and using their potential capabilities and community resources to resolve social, health, emotional, behavioral and economic problems;Learns to interview customers to obtain information needed to determine eligibility for social services;Learns to assess case situations and make recommendations to supervisor regarding individualized plans of service;Learns to provide limited counseling and crisis intervention services to customers;Learns to establish and maintain personal contact with other social services agencies and community resources to facilitate the referral of individual customers;Learns to check public records, such as birth records, for data and to verify information such as income, kinship and residence;Learns to prepare and manage case records and reports concerning information secured and services rendered;Learns to testify in legal proceedings regarding family service cases;Learns to develop and implement a personalized training plan to maintain and upgrade knowledge and skills related to the delivery of direct services;May learn to provide on-call coverage;May learn to participate in the investigation of suspected child or adult abuse or neglect;May learn to make recommendations for placement of children in foster and adoptive homes;May learn to participate in the initial investigation of fatalities that result from suspected abuse or neglect;Performs other related duties.Minimum QualificationsApplicants must meet all minimum (and selective) qualifications to be considered, and to appear on the list of people eligible for hire. Please read all requirements before applying.Education: A Bachelor’s degree from an accredited college or university in an appropriate behavioral science, such as: child development, sociology, social work, psychology, counseling, nursing, criminology, juvenile justice, human growth and development, human services, mental health or human resources management that includes at least 30 credit hours in human services or human development.Experience: None.Note: These requirements are established by the Social Services Administration by authority provided in Human Services Article Title 4, Subtitle 301 Section (b) (1) of the Annotated Code of Maryland. The Department of Budget and Management, Office of Personnel Services and Benefits does not have the authority to accept substitutions or equivalents.LICENSES, REGISTRATIONS AND CERTIFICATIONSEmployees in this classification may be assigned duties that require the operation of a motor vehicle. Employees assigned such duties will be required to possess a motor vehicle operator’s license valid in the State of Maryland.Special Requirements Candidates for this classification must complete an approved training program and pass a competency test prior to permanent appointment to positions. Employees in this classification are required to meet mandatory standards for continuing education as determined by the Department of Human Services. Employees who fail to obtain the required continuing education credits shall be subject to disciplinary action including demotion, suspension and dismissal. Employees in this classification may be subject to on-call duty and may be required to provide telephone numbers where they can be reached.SELECTION PROCESSPlease make sure that you provide sufficient information on your application to show that you meet the qualifications for this recruitment. All information concerning your qualifications must be submitted by the closing date. We will not consider information submitted after this date. Successful candidates will be ranked as Best Qualified, Better Qualified, or Qualified and placed on the eligible (employment) list for at least one year.EXAMINATION PROCESSThe assessment may consist of a rating of your education, training, and experience related to the requirements of the position. It is important that you provide complete and accurate information on your application. Please report all experience and education that is related to this position.BenefitsAs an employee of the State of Maryland, you will have access to outstanding benefits, including: health insurance, dental, and vision plans offered at a low cost. CLICK ON THIS LINK FOR MORE DETAILS:State Of Maryland BenefitsPersonal Leave- new State employees are awarded six (6) personnel days annually (prorated based on start date).Annual Leave – ten (10) days of accumulated annual leave per year.Sick Leave – fifteen (15) days of accumulated sick leave per year.Parental Leave – up to sixty (60) days of paid parental leave upon the birth or adoption of a child.Holidays – State employees also celebrate at least twelve (12) holiday per year.Pension – State employees earn credits towards a retirement pension.Positions may be eligible for telework.FURTHER INSTRUCTIONSThe online application process is STRONGLY preferred. If you are unable to apply online, you may mail a paper application and supplemental questionnaire to, Department of Human Services, Examination Services Unit, 311 W. Saratoga Street, Room 135, Baltimore, Maryland 21201.Or email latoura.jones@maryland.gov: Voice 410-767-8844, toll-free: 1-800-332-6347.If you are having difficulty with your user account or have general questions about the online application system, please contact the MD Department of Budget and Management, Recruitment and Examination Division, at 410-767-4850 or Application.Help@maryland.gov.Do not submit unsolicited documentation.TTY Users: call via Maryland RelayAs an equal opportunity employer Maryland is committed to recruiting, retaining and promoting employees who are reflective of the State's diversity. People with disabilities and bilingual applicants are encouraged to apply.We thank our Veterans for their service to our country and encourage them to apply.",Internship,Full-time,Other,Government Administration,3876184666
