company,job title,level,full description,seniority level,employment type,job function,industries,job id
Adverity,Senior Account Executive and Team Coach,Director,"We are looking for a Senior Account Executive and Team Coach for our US based sales team to function as a player-coach. You will report into our Senior Sales Director and actively contribute to business growth by driving revenue and strategy for the US-team to maximize quick-wins. We'd love for you to grow the US market for Adverity, enable and optimize the team's performance, and lead by example.This is a full-time position based either in our New York office at Rockefeller Plaza, or work remotely within the US.Some of the things you'll work on:Achieve personal sales targets and demonstrate sales best practices by generating self-led opportunities. Support and guide the US-based Sales team in daily operations for quick-wins and sustained pipeline growth.Offer personalized coaching, mentoring, and constructive feedback to sales team members to enhance performance.Foster a collaborative and motivating work environment that encourages entrepreneurship and continuous learning, aiming for a culture of excellence and maximized individual strengths.Collaborate with Solutions Consulting, Account Management, Services, and Legal teams to facilitate deal closures, ensuring data hygiene and opportunity optimization.Accurately forecast revenue and communicate effectively with Senior Sales Leadership. Serve as a primary liaison for key customers, building strong relationships.Understand the intersection between technology, prospective customers, and business, maximizing the value for our prospective customers. We're excited if you have:5+ years of B2B SaaS sales experience, data/analytics products are a plus.An entrepreneurial self-starter mentality with team coaching, and market expansion experience.A strong track record of closing deals across large enterprises and mid-market sectors, with experience in media agencies and brands being a plusA commitment to positive workplace attitude and the core values of Adverity.A positive, customer-oriented personality with great communication and organizational skills, providing best-in-class service.The ability to prioritize tasks efficiently, adapting quickly to changes. Outstanding communication skills in English, proficiency in additional languages considered advantageous. Why you'll love it here:Flexible working hours and home-officeInternal shares program (EDPP)401k matching scheme20 days PTO (excl. US public holiday and additional sick days)Ergonomic workspace and cutting edge technologyBudget for job relevant trainingRegular team events (also remote)Modern and stylish office in the heart of New YorkSustainable merch for all employeesAdverity Social Responsibility Days (+2 days paid off)  Are you ready to apply? For this role we offer a base salary range of $145,000 - $185,000 per year, accompanied by an uncapped commission structure of 100% OTE. In any case, we offer competitive salaries depending on your qualifications and experience.Apply now if you are ready to revolutionize the way businesses work with data. We look forward to meeting you!At Adverity, we're looking for talented and dedicated people who are adventurous and curious.We welcome all: it is the policy of Adverity to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law.This policy applies to all employment practices within our organization, including hiring, recruiting, promotion, termination, layoff, recall, leave of absence, compensation, benefits, training, and apprenticeship. Adverity makes hiring decisions based solely on qualifications, merit, and business needs at the time.We strongly encourage women, veterans, people with disabilities, people of color, and gender nonconforming candidates to apply.Adverity will provide reasonable accommodations for qualified individuals with disabilities. Accommodation requests can be made by emailing talent@adverity.com.",Director,Full-time,Sales,Software Development,3874884608
Considine Search,Executive Legal Assistant,Mid-Senior level,"Legal SecretaryNew York, NYSummaryDelivers excellent work and superior service to the Firm's clients; contributes to the Firm's reputation for excellence by providing highly efficient and effective secretarial and administrative support to a legal team consisting of three or more timekeepers (attorneys and/or paralegals).ResponsibilitiesAssumes responsibility for ensuring the efficient daily administrative operations of the assigned legal team.Communicates with attorneys and helps balance the team's workload to ensure completion of projects within established time frames and quality standards; seeks assistance from the Secretarial Resources Manager when workload demands and deadlines require. Demonstrates mastery of the Firm's word processing system by producing a variety of documents from various source materials, which may include dictaphone tapes.Composes routine and non-routine correspondence for attorney review as requested.Demonstrates knowledge of the Firm's secretarial policies and all applicable administrative procedures.Provides administrative support to assigned legal team by ensuring the organization of work flow, files and recordkeeping, including preparation of timesheets and client bills, and the processing of incoming and outgoing mail and overnight deliveries.Assists in organizing work schedule by maintaining calendar, scheduling appointments and coordinating travel arrangements. Proactively supports Firm-wide client service initiatives.Provides quality service to internal departments and external parties by interacting professionally and displaying a ""can do"" attitude via electronic and print correspondence, when answering telephone calls, taking and relaying messages, greeting visitors and coordinating attorney, client or other inquiries in the absence of the attorney.Maintains a professional relationship with other legal counsel, courts, agencies and professional organizations with whom the attorney(s) works.Acts as liaison with the Firm's internal service departments to ensure the provision of quality services to the legal team and Firm's clients.Demonstrates teamwork by providing secretarial and administrative support to neighboring legal teams, or, as requested by the Secretarial Resources Manager, whenever workload permits; contributes to the assimilation and training of new legal and support staff. Assists legal team with non-client matters, which may include miscellaneous work, generated from outside activities and ""pro bono"" legal work.Assumes additional responsibilities as requested. Contributes to the Firm's Service Excellence initiative to consistently improve its image internally and externally.Displays professionalism, quality service and a ""can do"" attitude to internal members/departments of the Firm as well as external clients and vendors via electronic and print correspondence, over the telephone and in-person.QualificationsExperience: 2+ years secretarial or administrative experience, preferably in legal or professional services organization.Education: High School Diploma or GED. Associate's Degree with concentration in Secretarial Studies, or equivalent preferred.Ability to multi-task to meet the demands of a fast-paced environment and multiple priorities.Excellent word processing skills and knowledge of Windows operating system.Excellent organizational, communications and interpersonal skills.Proficiency in spelling, grammar, proofreading and writing skills, attention to detail and accuracy.CompensationThe salary range for this role is $87,600 - $109,500 (nonexempt).",Mid-Senior level,Full-time,Administrative,Law Practice,3875054603
Phoenix Recruitment ,Junior Data Scientist,Entry level,"- US OnlyExperience: 1+ yearsEmployment Type: Full-time, OnsiteBase Salary: $62K-$72KPhoenix Recruitment offers a variety of recruiting services to assist both employers and employees. They are specialized in marketing open positions, recruiting, and helping employers to find qualified candidates across various industries. Phoenix Recruitment has expertise in streamlining the hiring process. They can help ensure that the process is efficient, well organized, and compliant with relevant regulations.Responsibilities:Partner with engineers, product managers, and business partners to identify algorithmic problems, brainstorm possible approaches, and recommend the best path forward. Develop algorithms iteratively, building in the right level of complexity to solve the business problem at hand and support future improvements. Define success criteria for your models so that you can measure impact and changes over time. Youll be expected to communicate findings and drive continuous improvements. Collaborate with Software Engineers to implement algorithms in production that scale gracefully. Collaborate with stakeholders to prioritize projects and define requirements. Carry out analysis of data produced by our hardware systems and create insightful visualizations to share your findings. Contribute to internal libraries to help other teams with their data science needs including visualization, prediction, optimization, and inference. Requirements & Experience:Advanced proficiency with Python and libraries commonly used for data analysis, e.g., Pandas, NumPy, SciPy, and Diplomatist. Strong understanding of data modeling and statistical analysis. Knowledge of optimization and predictive modeling techniques and experience applying them to real-world problems. Skilled at translating a general question or problem into a clearly defined algorithmic solution. Ability to communicate clearly with both technical and non-technical audiences. Ability to work independently and manage multiple projects simultaneously. Nice to have:1-year Experience with Data Bricks or PySpark 1 year Experience with product ionizing data models Why Phoenix Recruitment LLC?Phoenix Recruitment often has an extensive network of employers and candidates. This network allows them to tap into a pool of qualified candidates and connect them with suitable job opportunities. They can also leverage their connections to help employers find the right talent efficiently. Outsourcing the recruitment process to a specialized agency can save you time and resources, avoid delays, reduce administrative burdens, and increase the chances of finding the right fit for your organization.",Entry level,Full-time,Information Technology,Software Development,3875012990
Applicantz,SQL Data Analyst,Mid-Senior level,"VISA SPONSORSHIP IS NOT AVAILABLE. Remote Role, work to be done in PST time zone.Our large, Fortune client is ranked as one of the best companies to work with, in the world. The client fosters progressive culture, creativity, and a Flexible work environment. They use cutting-edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adjectives that define this global technology leader.Looking for a Business Intelligence Developer with 4-6 years of experienceKey Requirements:Advanced experience with Microsoft Excel (pivot tables, advanced modeling, creating charts/graphs) and PowerpointExperience with BI development and database systems such as PowerBI, Looker and TableauExperience with scripting languages such as R, Python or equivalentProficiency using SQL to query large data setsProficiency with Google Analytics and/or Adobe AnalyticsExperience with Amazon S3 and/or RedshiftBachelor’s in Business Analytics, Computer Science, Mathematics, Economics or other related fieldResponsibilities:Work collaboratively and cross functionally to define and meet stakeholder requirementsTranslate business objectives into functional data requirements and balance them with technical feasibility, recommending changes in development, maintenance and platform standards as necessaryPerform deep dive analyses to understand trends, anomalies and insights that will drive operational improvementsCraft data stories through presentations, written summaries, and data visualizations that accurately outline problem statements and provide actionable and unbiased intelligence and recommendationsCommunicate findings from initiatives with clarity and accountability to the broader organization/stakeholdersClearly document provenance of data, ETL logic, and code used to develop modelsProactively identify areas in which analytics efforts can answer business questions, drive operational improvements and business valueSpearhead the development of insight-driven tools & dashboards and provide ongoing support regarding functionality and data-integrity",Mid-Senior level,Contract,Information Technology,Software Development,3874887162
Patterned Learning Career,QA Assurance Analyst,Entry level,"This is a remote position.QA Assurance Analyst - Remote Job, 1+ Year ExperienceAnnual Income: $60K - $65KA valid work permit is necessary in the US/CanadaAbout us: Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.Responsibilities:Collaborate with cross-functional teams to understand software requirements and specifications. Participate in the creation and execution of test plans, test cases, and test scripts. Identify, document, and track software defects and issues using bug-tracking tools. Conduct thorough regression testing to verify fixes and ensure software quality. Assist in the development of automated test scripts to improve efficiency. Perform exploratory testing to uncover potential issues and usability concerns. Work closely with developers to communicate issues and validate bug fixes. Provide timely and detailed reports on testing progress and results. Contribute to the continuous improvement of QA processes and methodologies. Qualifications:Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent experience). Strong passion for software quality assurance and a desire to learn and grow. Familiarity with software testing concepts, methodologies, and best practices. Basic understanding of programming languages and scripting (e.g., Java, Python). Excellent analytical and problem-solving skills. Detail-oriented with a keen eye for identifying issues and inconsistencies. Effective communication skills and ability to work collaboratively in a team environment. Experience with testing tools and bug-tracking systems is a plus. Why Patterned Learning LLC?Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.The pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation.",Entry level,Full-time,Information Technology,IT Services and IT Consulting,3875019029
Amrit Ocean Resort & Residences,Spa Receptionist,Entry level,"Compensation Type: Hourly Highgate Hotels:Highgate is a premier real estate investment and hospitality management company widely recognized as an innovator in the industry. Highgate is the dominant player in U.S. gateway markets including New York, Boston, Miami, San Francisco and Honolulu, with a rapidly expanding presence in Europe, Latin America, and the Caribbean. Highgate’s portfolio of global properties represents an aggregate asset value exceeding $20B and generates over $5B in cumulative revenues. The company provides expert guidance through all stages of the hospitality property cycle, from planning and development through recapitalization or disposition. Highgate also has the creativity and bandwidth to develop bespoke hotel brands and utilizes industry-leading proprietary revenue management tools that identify and predict evolving market dynamics to drive out performance and maximize asset value. With an executive team consisting of some of the industry’s most experienced hotel management leaders, the company is a trusted partner for top ownership groups and major hotel brands. Highgate maintains corporate offices in London, New York, Dallas, and Seattle.Location:Amrit Ocean Resort & Residences...The first-of-its-kind Five Star personalized luxury wellness community is launching our first location in South East Florida. Located on 7.5 acres oceanfront, Amrit unites the ancient inner-science of the East and Western technology for personalized luxury that promotes mindful living with unlimited potential. Utilizing the time-honored practice of Eight Limbs of Patanjali with Five Pillars of Wellness (Mindfulness, Nutrition, Fitness, Relaxation and Sleep), Amrit's 24/7 Personal Wellness Advisors work with guests to identify their Personalized Roadmap to Wellness. Amrit's two towers, Peace and Happiness comprise 182 wellness residents, 153 wellness resort suites including 30 destination spa suites, chlorine free pools, natural bistro with teaching kitchen, farm to table restaurant, meeting/celebration space, hair-health full service salon, outdoor activities/experiences and 100,000 sf of wellness and spa spread over four floors indoors and out. Featuring Aayush, an extensive hydrothermal circuit with co-ed and gender specific areas, plus hamam, flotation pod and terraces with panoramic ocean views. Amrit, in partnership with leading wellness innovators, globally renown mindfulness experts, and a spa floor dedicated to innovative treatments and services, will provide the tools, technology, resources and experiences for guests to achieve personalized peace and happiness and ultimately, wellness for life.OverviewProvide first class service to our guests, while promoting and selling the Spa services and its products at every opportunity. Assist guests with their needs, and direct the clients as appropriate and perform various administrative duties.ResponsibilitiesGreeting guests with direct eye contact and a smile.Booking and scheduling appointmentsComprehensive knowledge of the operating procedures based on SOP’s.Deliver excellent guest serviceAnswering phone calls within 3 ringsProvide thorough information about services and facilities via phone, fax, mail or in person.Check guests in for servicesCollect payment for servicesEnsure accuracy of all transactions and paperworkStocking, cleaning, organizing and maintaining their work area(s). Inform guest about specials, sales and featured items and services.Assisting management with reports and other projects as needed.Perform all side work as assignedCleans and maintain on a daily and by use basis.Assist guest with any questions or concernsMust be available to work all shifts and days including opening, closing and some holiday shifts.Will be required to adjust schedule based on business demands. Performs all other duties as assignedQualificationsMust possess outstanding customer service, organizational, interpersonal, and administrative skills as well as excellent attention to detail and the ability to multi-task.Must be solution oriented and the ability to work well under pressure. Previous cash handling experience is preferredCandidate must be able to work efficiently within a team environment and individually. Must have an open mind and willingness to learn new processes, concepts and ways of approaching guest and coworkers.Must be open to coaching and feedback. Must possess excellent communication skills and phone etiquette.Must be well groomed and professional. Must be able to communicate effectively with guests, management, and other associates. Additional foreign language a plus.Willingness to maintain the highest level of confidentiality regarding guests and staff.Combination of education equivalent to graduation from high school (High school diploma) or any other combination of education, training and experience that provides the required knowledge, skills and abilities",Entry level,Full-time,Customer Service,Hospitality,3874896429
Around The Clock Staffing Solutions Inc.,Maintenance Technician,Entry level,"Job DescriptionCurrently recruiting for a Tier 1 Automotive company located in Michigan. This company is a leading automotive systems and component manufacturer. This is a great opportunity for a Maintenance Technician. The company is offering a very enticing competitive compensation package with added incentives.As the Maintenance Technician you will be responsible for performing preventive maintenance, troubleshooting, and repairs on the manufacturing equipment. The Maintenance Technician plays a sufficient role in the company’s success.Responsibilities: Maintaining, adjusting, and repairing manufacturing equipment in a timely manner.  Troubleshoot mechanicals, electrical, hydraulic, inspect, repair, adjust trim fixtures, assembly fixtures, support equipment, and performing lock out/tag out.  Perform Preventative Maintenace assigned in a timely manner.  Be an active spokesperson for Health & Safety Representative Hands on First Aid Representative and reports all injuries according to the company policies and procedures. Qualifications: 3+ years’ experience of industrial maintenance in the automotive industry (definite asset) Expertise in electrical, hydraulic and, and pneumatic prints Understanding of injection and blow molding machinery Excellent troubleshooting, root cause, and proven repair experience Knowledge of parametric and industrial control systems Familiar with OSHA safety standards and regulations",Entry level,Full-time,Management and Manufacturing,Human Resources Services,3874890889
"Pancoast Staffing Services, Inc.",Payroll Specialist (Hybrid),Entry level,"Job DescriptionPittsburgh financial services group is in need of a Payroll Specialist.Duties to include: Processes payroll monthly including wage and overtime payments, calculations and recording of payroll deductions, and requests for paycheck advances.  Verifies timekeeping records, maintains time and attendance records using paper timesheets and/or electronic time management system.  Reviews payroll before finalizing to ensure accuracy.  Prepares and transfers payroll checks.  Prepares and transmits direct deposits.  Generates and verifies payroll reports out of payroll system.  Prepares periodic reports of earnings, taxes and deductions.  Reconciles quarter-end and year-end reports.  Verifies and reconciles W2s prior to issuance.  Sets up garnishments and levies, verifies instructor teaching assignments, processes off-cycle manual checks and termination pay checks.  Completes applications in multiple states in order to set up state tax IDs, ensures proper set up and accurate state tax filings.  Maintains direct deposit documentation, pre-note processes and system data. Requirements: Must have direct payroll processing experience Must have experience processing payroll in Workday Associates degree or better preferred Professional verbal and written communication skills Strong analytical and organizational skills Proficient MSOffice skills",Entry level,Full-time,Human Resources,Staffing and Recruiting,3874882019
"FocusKPI, Inc.",Data Scientist - Advanced Analytics & Modeling,Entry level,"Job DescriptionFocusKPI is looking for a Data Scientist – Advanced Analytics & Modeling to work for our client, one of the largest retailers/e-commerce companies in the U.S.A.The client is building a robust in-house advertising business that’s key to its growth strategy. They partner closely with brands on strategies and solutions that harness client’s unparalleled omni-channel influence. They deliver relevant retail ads and experiences that connect their customers with the brands and products they love. They use online and in-store data, encompassing 95% of American households, to measure campaign-correlated sales on their site and in their stores.Work Location: Remote in the U.S.Duration: 6 months contract with potential for extension and conversion, depending on budget and performancePay range: $60/hr to $73/hrResponsibilities:Build and enhance media mix models to connect the impact of marketing tactics and business short-term and long-term outcomesRun optimization and simulation scenarios to help provide the marketing investment and allocation recommendations to stakeholdersPerform hands-on modeling and complex analyses using SQL & PythonExplain complex modeling approaches in simple terms and develop compelling narratives that connect modeling results with business problemsPartner with cross-functional teams to streamline data science solutionsMinimum Qualifications:Master's degree in statistics, data science, operations research, economics, mathematics, or related field4+ years of experience in media mix modeling, predictive modeling, advanced measurement, applicable marketing analyticsProficient coding skills (Python/SQL), experience and knowledge with database structures and Microsoft ExcelExperience with predictive modeling algorithmsStrong project management skillsAble to communicate technical material to a range of audiences that provides insight into marketing performance. Passion for working in a fast-paced agile environmentA collaborative mindset, innovative with a sense of curiosityPreferred Qualifications:PhD degree in Statistics, Mathematics, Economics, Operations Research, or related fieldExperienced in building multiple market mix and multi-touch attribution modelsExperience with Tableau or similar data visualization tools. Experience with advertising, measurement, and/or digital marketing analyticsExperience with advertising technology platforms eCommerce, Ad servers, DSPs, DMPs, etc. Thank you!FocusKPI Hiring TeamFounded in 2010, FocusKPI, Inc. (FocusKPI) is a data science and technology firm specializing in predictive analytics practice and methodologies. FocusKPI is a U.S. company headquartered in Silicon Valley, California with an East Coast office in Boston, Massachusetts.NOTICE: Please be aware of fraudulent emails regarding job postings, job offers and fake checks. FocusKPI's recruiting team will strictly reach out via @focuskpi.com email domain. If you have received fraudulent emails now or in the past, please report it to https://reportfraud.ftc.gov/ .The domain @focuskpijobs.com is fraudulent and not related to FocusKPI. Please do not not reply or communicate to anyone with @focuskpijobs.com.",Entry level,Contract,Engineering and Information Technology,Data Infrastructure and Analytics,3874897049
Gillmann Services Inc.,Cabinet Maker,Entry level,"Job DescriptionGillmann Services, Inc is now hiring Cabinet Makers for work in Tampa, Fl. We pay competitive wages and benefits kick in right away.This position is Monday - Friday, 6:30 am-3:30 pm. $18/hr, paid weekly.Minimum 2 years of fabrication experience in a facility that produces cabinetry. Ability to use all tools needed to fabricate cabinetry ie table saw, routers, chop saws, jig saws, belt sanders etc. Ability to read and manufacture cabinets from provided shop drawings. All tools providedMust pass background check. Qualified candidates please submit resume then call our administrative office at 813-934-6300 to schedule an interview today! Office located at 5474 Williams Road Tampa 33610Company DescriptionGillmann Services specializes in skilled trade labor staffing.Gillmann Services specializes in skilled trade labor staffing.",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,3874855631
Applicantz,Employee Experience Specialist,Mid-Senior level,"VISA SPONSORSHIP IS NOT AVAILABLE.Our large, Fortune Technology client is ranked as one of the best companies to work with, in the world. As a global leader in 3D design, engineering, and entertainment software, they foster progressive culture, creativity, and a flexible work environment. They use cutting-edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adjectives that define this global technology leader.8-+ years experience, mix of business and design experience is more important than a specific degree, though a dual degree is great1. Service design / experience design experience (digital), concept design / design strategy / visualization2. Human centered design including generative and evaluative research, usability testing (ideally with some GenAI experience)3. Project management / client management - track record of getting things done in an efficient waySpecific activities include:Proposing and executing high-impact Simulations and Usability tests, including conducting intake sessions, writing summary proposals, holding regular meetings with stakeholders to manage activities and timelines, providing guidance on the process and expected outcomes, setting up human-centered experiments, developing prototypes / storyboards for testing, synthesizing and analyzing results, and preparing readouts using storytelling and visualization (journey maps, experience videos, etc.) to ensure insights are actionable and meet the needs of varying cross-functional audiencesExpert design reviews (pre-launch experience)Qualitative research to engage end-users to obtain feedback and input on various experiences (e.g., coordinating logistics, supporting the design of each interview or session, (co)facilitating discussions, analyzing, and sharing resultsDesigning and evaluating solution concepts, depicted as storyboards or animation shortsContinuously measuring impact and effectiveness through established metrics.Preferred Knowledge, Skills, and Experience: Self-motivated, goal-oriented individual, passionate about improving employee experienceHuman-Centered Design experienceProgram Management skills with strong affinity for executing project plans and driving actionUsability Testing, including Evaluative Research, Strong analytical skills, Delivering Executive Summaries and Report-outsExperience providing impactful presentations or other knowledge-sharing activities with cross-functional audiencesAble to describe complicated processes and tasks simply and succinctlyGenAI use in a research contextBroad HR functional knowledgeVideo editing (iMovie, etc.)",Mid-Senior level,Contract,Information Technology,Software Development,3874849079
Arsenal Scaffold Inc,Entry Level Estimator/Draftsperson,Mid-Senior level,"Job DescriptionSalary Grade Commensurate with experienceReports toPresident and Vice PresidentSummaryEntry level Estimator/Draftsperson needed to join growing scaffold company that specializes in complex scaffold and hoist installations.Job Responsibilities Comprehensively analyze plans, specifications, proposals and additional documentation to prepare bid/takeoffs Prepare bids that come through from Building Connect Reviewing/marking up drawings with Engineer Formulate cost break down from estimates Speak with clients for upcoming projects Communicate with Project Managers as needed Communicate with engineering and architecture as needed Ability to meet deadlines and multitask, while working on several projects at different stagesRequired Education And Experience College Degree- preferred and/or actively in school Knowledge of construction process and terminology preferred Ability to read and understand plans and specifications Strong organizational, prioritizing and time management skills Engineering/Architecture background preferred.  Valid NYS driver’s license Knowledge of plans/blueprints Excellent communication & interpersonal skills Strong working knowledge of Microsoft Word, Excel and Outlook Motivated and driven self-starterCompetencies Flexibility Self-Motivated Attention to details Effective communication skills- both internal and external Bi-lingual English / Spanish preferred.  Strong organizational skillsWork Environment100% office-based at this timePosition Type and Expected Hours of Work  Full-time, exempt position. Benefits Health Insurance 401K Paid Time OffTravel No Travel at this timeWork Authorization/Security Clearance (if applicable)Must be a US Citizen or legally authorized to work in the USCompany DescriptionArsenal Scaffold Inc. was established in 1998. Currently located in West Babylon, NY and Pittsburgh, PA. We erect/dismantle, rent and sell all types of scaffold, side walk canopies, shoring and hoists.Arsenal Scaffold Inc. was established in 1998. Currently located in West Babylon, NY and Pittsburgh, PA. We erect/dismantle, rent and sell all types of scaffold, side walk canopies, shoring and hoists.",Mid-Senior level,Full-time,Management and Manufacturing,Construction,3874885095
Vietnam Veterans of America,Membership Affairs Outreach Specialist,Entry level,"Job DescriptionMEMBERSHIP AFFAIRS OUTREACH SPECIALISTSummaryThe Membership Services Assistant role handles a range of administrative tasks to include responding to member service-related calls, emails, and other related communications. Works directly with members, maintains program goals, database management and generating reports for insight into membership engagement.Reporting and RelationshipsReports to and is under the direct supervision of the Membership Affairs Director. This is a non-exempt position.Skills, Knowledge, Abilities, And ExperienceThis position requires an advanced level of database entry skills and intermediate level computer skills with a minimum of two years of database entry experience. Also necessary is a working knowledge of database management programs, word processing, spreadsheets, and accounting applications. Detailed Oriented, organized, self-starter, and have an ability to prioritize workload. The ability to analyze and interpret data and solve practical problems. Proficient in Microsoft Office Suite (Word/Excel/PowerPoint/Access). Strong customer service skills with phones and emails.Duties And Responsibilities Support data outreach work plan creation, monitoring and updates Actively “cold calling” current chapters and members on profile information updates; outbound calls to members/chapters Responsible for entering and maintaining data in the iMIS database Responsible for cleaning data, regularly, to limit profile errors Resolve discrepancies in a timely manner and report unresolved discrepancies to supervisor Update addresses for The VVA Veteran, membership cards and renewal notice for both VVA and AVVA Respond to and answer telephone calls; also return all calls in a timely manner Manage mass communication to database users including phone calls and emails Conduct scheduled and ad-hoc database queries and exports from Membership databases and other data sources Receive, review, and update Vendor data change requests following defined procedures (NCOA/NextGen) Monitoring Reports inboxes and responding with solid grammar/writing skills Conducts data entry projects as assigned to make quality assurance updates to individual and chapter records Generate and process database queries, develop reports, update key metrics, and conduct other tasks in support of the Membership Affairs Department Provide back-up administrative support to the daily operations of the Membership Affairs department; not limited to phones, emails, deliverables Help organize and participate in Board Meetings and Conferences Notify the appropriate person of new state president information Update Chapter Locator on the VVA website with any chapter changesCompany DescriptionVVA’s goals are to promote and support the full range of issues important to Vietnam.veterans, to create a new identity for this generation of veterans, and to change public.perception of Vietnam veterans. VVA strives to achieve the following:Aggressively advocate on issues important to veteransSeek full access to quality health care for veteransIdentify the full range of disabling injuries and illnesses incurred duringmilitary serviceHold government agencies accountable for following laws mandating veterans’health careCreate a positive public perception of Vietnam veterans and support the next generation of war veteransSeek the fullest possible accounting of America’s POWs and MIAsVVA’s goals are to promote and support the full range of issues important to Vietnam. veterans, to create a new identity for this generation of veterans, and to change public. perception of Vietnam veterans. VVA strives to achieve the following: Aggressively advocate on issues important to veterans Seek full access to quality health care for veterans Identify the full range of disabling injuries and illnesses incurred during military service Hold government agencies accountable for following laws mandating veterans’ health care Create a positive public perception of Vietnam veterans and support the next generation of war veterans Seek the fullest possible accounting of America’s POWs and MIAs",Entry level,Full-time,Other,Non-profit Organizations,3875015304
"Harris, Keenan & Goldfarb PLLC",Medical Records Coordinator,Entry level,"Position Overview: As a Medical Coordinator at Harris Keenan and Goldfarb, you will play a critical role in supporting our legal professionals and clients while serving as a liaison to healthcare providers, insurance companies & the New York Courts. Key Responsibilities:  Communicate with clients and assist in scheduling/facilitating medical treatment.  Follow up with clients to ensure they are aware of and are attending their medical appointments. Liaison between doctors’ offices and/or medical facilities, clients, and attorneys.  Assist in procuring medical records from facilities where clients are being treated.  Book and assist with client transportation for medical treatment.  Ensure medical facilities have appropriate insurance and/or payment information for treatment. Requirements:  High School Degree or equivalent.  Strong organizational skills and high attention to detail. Strong written and verbal communication skills.  Passion for the legal field.  Proactive, able to work independently.  Spanish fluency is a plus, but not required.Compensation: $37,500-$47,500 per year, plus bonus, commensurate with experience. Health insurance, 401(k), Dental insurance, Health savings account, Paid time off, Referral program, Vision insurance. Harris Keenan & Goldfarb provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.",Entry level,Full-time,Administrative and Legal,"Legal Services, Law Practice, and Medical Practices",3875049346
Professional Employment Group of Colorado,Pre-Construction Engineer,Entry level,"Job DescriptionLooking for a Pre Construction EngineerOnsite - Denver MetroBachelors in Mechanical Engineering (must have)P.E in Colorado (preferred)Responsibilities:Applying the Bid Filter to potential Design/Assist and Design/Build projects and recommend potential opportunities to the Sales/Preconstruction Manager. Working with clients to develop a strategy or scope on potential projects that Influence client to a beneficial procurement method and potential competitors list. Review proposal bid forms, scope, specifications and clarification letters. Collaborate with Chief Estimator, Engineering Manager, Operations Manager(s), Sales/Preconstruction Manager and others required to create complete, comprehensive proposals and budgets. Holding job pre-proposal meetings with internal and external stakeholders to review scope, strategy, etc. Creating detailed budgets including system sketches, scope definition, clarifications/exclusions, preliminary proposal, vendor/sub-contractor quotesDeveloping detailed scope based on the final construction documents or the preconstruction’s design-build scopeCompany DescriptionProfessional Employment Group of CO is a specialized staffing firm comprised of honest, passionate, and well-networked recruiters. We believe that ""Great Companies are Built by Great People"" and with decades of combined recruiting experience we maintain a tradition of building and sustaining valuable relationships with select employers and candidates. Our people-focused methodology, combined with extensive industry expertise, produces extraordinary success for our clients and candidates alike.Professional Employment Group of CO is a specialized staffing firm comprised of honest, passionate, and well-networked recruiters. We believe that ""Great Companies are Built by Great People"" and with decades of combined recruiting experience we maintain a tradition of building and sustaining valuable relationships with select employers and candidates. Our people-focused methodology, combined with extensive industry expertise, produces extraordinary success for our clients and candidates alike.",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,3874867036
