company,job title,level,full description,seniority level,employment type,job function,industries,job id
Actalent,Drafter/designer,Entry level,"IMMEDIATEY HIRING FOR A DESIGNER/DRAFTER FOR A LEADING MULTIDICIPLINARY ENGINEERING COMPANY IN SOUTH WINDSOR,CTAPPLY NOW!Description:Produce 2D and 3D Mechanical drawings for field installation and coordination with other sub-contractor trades.Participates in coordination meetings to resolve clashes while maintaining budget and constructability requirementsConfers with project management staff to resolve issues; reviews drawings with the production and field teams and adjusts as necessary.Travel to various project sites as required.About ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,"Design, Art/Creative, and Information Technology",Business Consulting and Services,3868738420
Actalent,Quality Assurance Specialist,Entry level,"Actalent is currently hiring for a QA Specialist for a pharmaceutical organization in the Austin, TX area!Job Description:Performing QA/QC on in processing and finished products.Batch Release, Nonconformances, Document Control, Batch and Sample Retention and Maintenance, Metrics etc.Participates in Corrective Action/Preventive Action (CAPA) process including the investigation of failures or deviations in the Manufacturing area.Writes and revises SOPs, controlled forms, and related documents to ensure best practices and alignment with current operations.Schedule: Wednesday - Saturday, 8am - 6pmQualifications: 3 years of experience in a medical device or pharma regulated environment Bachelor’s degree preferably in STEMAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Contract,Quality Assurance,Business Consulting and Services,3868747533
Minnesota Department of Corrections,Office and Administrative Specialist Principal,Entry level,"Working Title: Office & Admin Specialist PrinJob Class: Office & Administrative Specialist, PrincipalAgency: Corrections DeptWho May Apply: Open to all qualified job seekersDate Posted: 3/23/2024Closing Date: 04/01/2024Hiring Agency: Minnesota Department of CorrectionsDivision/Unit: Facility OperationsWork Shift/Work Hours: Day ShiftDays of Work: Monday - FridayTravel Required: NoSalary Range: $22.74 - $30.68 / hourly; $47,481 - $64,059 / annuallyClassified Status: ClassifiedBargaining Unit/Union: 217 - Confidential/UnrepFLSA Status: NonexemptTelework Eligible: NoDesignated in Connect 700 Program for Applicants with Disabilities: YesMake a difference in the lives of Minnesotans.The work you’ll do is more than just a job. Join the talented, engaged and inclusive workforce dedicated to creating a better Minnesota.This position provides confidential, technical, and administrative assistance to the Associate Warden of Operations and the Operations Division at the Minnesota Correctional Facility-St.Cloud. This position will serve as the Facility Policy Coordinator, and the primary backup to the Executive 2 position in the Warden's Office as needed. This position is also responsible to provide translation services from English to a language that is represented by the incarcerated population such as Spanish, Amharic, Somali, or Other Afro-Asiatic Language, or Hmong, as necessary.This position is located inside a Minnesota Correctional Facility and will have direct contact with incarcerated individuals.Minimum QualificationsThe following qualifications are required of all applicants seeking consideration for this position:English language skills (reading, writing and speaking) sufficient to read, explain and interpret a variety of documents, policies and procedures and compose and edit correspondence and reports using proper grammar, punctuation, and spelling.Second language skills in a language that is significantly represented in the incarcerated population such as Spanish, Amharic, Somali, or Other Afro-Asiatic Language, or Hmong.Database management sufficient to enter, maintain and retrieve data in databases such as COMS, Criminal Justice Information System (CJIS), and offender base files; as well as to compile, research and analyze information from databases.Word processing skills, preferably Microsoft Word, sufficient to prepare memos, letters and reports.Spreadsheet skills, preferably Microsoft Excel, sufficient to design, develop and manipulate spreadsheets.Customer service skills sufficient to provide prompt, courteous and accurate information in person, on the phone, through email and other written correspondence.Preferred QualificationsThe following qualifications are strongly desired of applicants seeking consideration for this position:Experience using BCA, CJIS, and/or COMS.Experience in a correctional environment.Knowledge of the court system and court documents.Physical RequirementsThe selected finalist is required to review and sign a Physical Demands Analysis (PDA) for this position . For a copy of the PDA, please email Lisa Duffin at lisa.duffin@state.mn.us .Additional RequirementsThe selection process may include screening the top candidate(s) on their criminal history, predatory offender registration, offender associations and/or other applicable background information in accordance with Department of Corrections' policy .Employment history/reference checks, including incidents of sexual harassment, will also be conducted on the top candidate(s) in accordance with Department of Corrections' policy . This may include a review of job performance and discipline records .New employees will be fingerprinted within the first 30 days of employment.How To ApplySelect “Apply for Job” at the top of this page. If you have questions about applying for jobs, contact the job information line at 651-259-3637 or email careers@state.mn.us. For additional information about the application process, go to http://www.mn.gov/careers.If you have questions about the position, contact Lisa Duffin at lisa.duffin@state.mn.us.To receive consideration as a Connect 700 Program applicant, apply online, email the Job ID#, the Working Title and your valid Proof of Eligibility Certificate by the closing date to Lisa Duffin at lisa.duffin@state.mn.us.About Corrections DeptGo from a job to a meaningful career with the Minnesota Department of Corrections where we work to transform lives for a safer Minnesota! We hold people responsible for the offenses they commit while giving them the tools they need to succeed as they transition back to our communities . These people may be incarcerated in our correctional facilities or be under our supervision in the community . No matter a person's custody status, our mindset is the same: a person's path to rejoining the community starts on the day they begin serving their sentence . Become part of this mindset by joining our team! With the DOC you will find many promotional opportunities, great State of Minnesota benefits, competitive pay, free parking, and workout facilities at most locations .Why Work for UsDiverse WorkforceWe are committed to continually developing a workforce that reflects the diversity of our state and the populations we serve. The varied experiences and perspectives of employees strengthen the work we do together and our ability to best serve the people of Minnesota.A recent engagement survey of State of Minnesota employees found:95% of employees understand how their work helps achieve their agency’s mission 91% of employees feel trusted to do their jobs 88% of employees feel equipped to look at situations from other cultural perspectives when doing their job 87% of employees report flexibility in their work schedule Comprehensive BenefitsOur benefits aim to balance four key elements that make life and work meaningful: health and wellness, financial well-being, professional development, and work/life harmony. As an employee, your benefits may include:Public pension plan Training and professional development Paid vacation and sick leave 11 paid holidays each year Paid parental leave Low-cost medical and dental coverage Prescription drug coverage Vision coverage Wellness programs and resources Employer paid life insurance Short-term and long-term disability Health care spending and savings accounts Dependent care spending account Tax-deferred compensation Employee Assistance Program (EAP) Federal Public Service Student Loan Forgiveness Program Programs, resources and benefits eligibility varies based on type of employment, agency, funding availability, union/collective bargaining agreement, location, and length of service with the State of Minnesota.AN EQUAL OPPORTUNITY EMPLOYERMinnesota state agencies are equal opportunity, affirmative action, and veteran-friendly employers. The State of Minnesota recognizes that a diverse workforce is essential and strongly encourages qualified women, minorities, individuals with disabilities, and veterans to apply.We will make reasonable accommodations to all qualified applicants with disabilities. If you are an individual with a disability who needs assistance or cannot access the online job application system, please contact the job information line at 651-259-3637 or email careers@state.mn.us and indicate what assistance is needed.",Entry level,Full-time,Administrative,Public Safety,3868759279
Actalent,Civil CAD Technician,Entry level,"Civil CAD Technician - Indianapolis, INWe are actively hiring for a Civil CAD Technician to support Storm Water projects taking place in Indianapolis, IN! The site team currently consists of 7 total people, all within Engineering and Drafting/Design, and primarily works on Industrial/Manufacturing, Commercial, and School projects. Since this is a full-service firm, the Civil team's clients are their own coworkers in other departments. Most projects will include a smaller scope, but this team will also work on large-scale, multi-year design projects as-needed. This is a great opportunity for someone who prefers a low-stress work environment with a wide variety in project types. This team puts a larger emphasis on character and personality over technical experience.Job Responsibilities:Preparation of Construction Documents (Engineering Drawings and Specifications), including: Site Layout, Grading, Drainage, Erosion Control, Storm Water Management, Utility Design, and Paving.Work with Project Managers and other staff on a variety of project types, including: Schools, Office Buildings, Manufacturing Facilities, Parking Garages, and Multi-Family Housing.Transfer information in written, sketched, or electronic format from sources such as Drawing Mark-Ups, Hand Sketches, Survey Data, Aerial Photographs, and Computer Files to Final Plans and Maps.Job Requirements:2+ years of Professional Experience within AutoCAD Design4+ years of recent Professional Experience in Civil Site Drafting/DesignProfessional Experience using Civil 3D Design ( Creating Surface Models, Alignments, and Profiles) Experience utilizing information from Drawing Mark-Ups, Hand Sketches, Survey Data, Aerial Photographs, and Computer Files to Final Plans and MapsFamiliarity with Construction Details, Schedules, and Bills of MaterialThis position is actively open - Apply today to learn more!About ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Information Technology,Business Consulting and Services,3868749501
Quaker Houghton,Global Category Manager - InformationTechnology,Mid-Senior level,"Company Overview:At Quaker Houghton, we are experts in the development, production and application of chemical specialties, process fluids, lubricants, and coatings for the manufacturing industry. We have been an integral part in the growth of the world’s largest industrial companies and to this day our experience and expertise show in the actions and dedication of our Associates worldwide. Today, we have a global presence, with our corporate headquarters located in Conshohocken, PA. Quaker Houghton is a global publicly traded company with a unique collaborative culture that supports career growth for its associates and offers competitive compensation and benefit programs.Position Summary: TheGlobal Category Manager – Information Technology develops and deploys a vision, strategy, tactics, and management platform for their assigned category. This role is responsible for maximizing the value that Quaker Houghton receives from suppliers by delivering value-optimal sourcing strategies, efficient deployment of procurement resources, and effective alignment with QH’s Procurement Leadership Team.Accountabilities:Practical adoption and use of the Global Category Management cross-functional process to deliver purchasing strategies for your category and sub-category. Create, communicate, and maintain global category strategies for approximately $30M spend in the IT Category. Work with the IT Function to develop strategies, conduct RFx, organize RFx results, and communicate complete strategy and results to senior management and key stakeholders in order to gain business alignment. Oversee supplier selection and supplier performance management, ensuring suppliers are in alignment with category strategy, business goals, and company policies. Proactively segment suppliers and utilize engagement programs to improve performance, achieve business goals, and maintain strategic alignment with senior procurement leaders and key stakeholders to continuously re-evaluate and improve procurement processes. Maintain a working knowledge of world-class supply chain processes to ensure that existing processes are targeted to attain excellence versus industry benchmarks. Work with the Global and Regional teams to assign resources the prioritized projects. Lead global supplier meetings and ensure that contracted partners will meet agreed service levels. Encourages the team to suggest step-change improvements in category management processes and leads the implementation of initiatives with support from Supply Analysis & Improvement and the team. Deliver structural cost savings, supplier rationalization, contract implementation, and DPO enhancement, as well as other KPIs to meet or exceed established targets. Work Environment:Infrequent manufacturing environment exposureDomestic and international travel up to 25%Required Education and Experience:University degree (Business or Information Technology / Related Field)5+ years of progressive strategic sourcing and contracting experience, including extensive experience developing and executing strategic sourcing plans. 3-5 Years working in Global Teams. Experience in IT procurement including Software, Hardware, Peripherals, and Telecoms. Relevant professional procurement certification preferred (e.g.; ISM, CIPS)Experience Working in global teams inclusive of a global matrix (leading by influence). Required Skills and Competencies:Ability to construct and manage complex, sophisticated commercial arrangements. Required to lead multi-location projects and marshal adequate project resources. Quaker Houghton is an equal opportunity employer committed to creating a diverse workforce. Quaker Houghton provides equal employment opportunity for all qualified candidates. Quaker Houghton does not discriminate against any candidate for employment based on race, color, religion, sex, gender, gender identity or expression, affectional or sexual orientation, pregnancy, age, creed, ancestry, national origin, citizenship, marital or domestic partnership or civil union status, veteran’s status, physical/mental disability, genetic information, or any other category protected by U.S federal, state, and/or local employment law. Furthermore, Quaker Houghton is committed to providing reasonable accommodations to qualified candidates with physical and/or mental disabilities. Applicants with a disability who need assistance applying for a position may email OneHR@quakerhoughton.com .",Mid-Senior level,Full-time,Marketing and Sales,Chemical Manufacturing,3868736260
Actalent,Civil Cad Technician,Entry level,"Our client is seeking a 100% remote Civil CAD Technician to complete various small-sized projects. The Technician will be responsible for creating drawings for a variety of drainage and piping systems. This person would be mainly utilizing AutoCAD, BlueBeam, and Excel. Most of the drawings will be in 2D but this person must be able to conceptualize depth. This person will be working completely remote - must be able to work independently and be self-accountable to get work done accurately and on time.The ideal candidate would have the following:2+ years working AutoCAD experience within civil engineering2D experience is required, but must understand the depth within drawingsAbility to effectively communicate with internal partners and external clients, stakeholders, etc.Experience creating drawings for drainage systems preferredAbility to work remotely - must be trustworthy, independent, and have strong communication skillsThis opportunity offers a full benefit package in addition to a clear and transparent vertical career growthAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Information Technology,Business Consulting and Services,3868745135
Actalent,QA Quality Systems,Entry level,"Multinational peptide production company seeking a Quality Systems Specialists! - Apply Today! Description:Ensure Quality System and GMP guidelines are reviewed and validated for proper compliance in computerized system.Review and approve electronic and computer systems documents ensuring compliance with regulatory requirements.Document ControlAuditingGMPCross Function departmentsApproving validation documentationSkills:QA, electronic systems, DocumentationAdditional Skills & Qualifications:BS degree is preferred coming from Pharma/Bio industry2+ years of experience Experience Level:Intermediate LevelAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Quality Assurance,Business Consulting and Services,3868744626
Actalent,Project Coordinator,Entry level,"This New Jersey-based contractor with over 30 years of experience in providing remedial and environmental construction services to Fortune 500 corporations, national engineering firms, and major utility companies.Job Description:  Oversees and manages project documentation and coordinates documentation revisions and distributions.  Prepares standard project status reports for project delivery team or work group, client and management.  Reports typically include: status update, budget, schedule and risk.  Coordinates and schedules meeting and communication plan(s) regarding projects among team and/or client.  Coordinates and obtains vendor quotations for processing.  Assists with project administration deliverables (i.e. meeting minutes; budget tracking; schedule updates; move management; closeout) Qualifications: Ability to organize project documentations for multiple projects Ability to run reports and basic math formulas in Excel 1+ years of experience RFI, change order, and submittalsThis position offers competitive pay, full encompassing benefits, and opportunity for growth. About ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Other,Business Consulting and Services,3868745960
Q Center,Meeting & Event Technical Director,Director,"Q Center is looking for a Full Time Technical Director to join our team!Job SummaryThe Technical Director manages all technical departments of event production through planning, event management, and crew supervision. The Technical Director collaborates with Executive Producer and Producer in the design process to ensure concepts are achievable within the scope of the project. This role is responsible for ensuring the proper labor and equipment resources are available when needed and are optimally scheduled to maximize profitability for Q CreativeThis position is on-site, with a varying schedule including some evenings and weekends.Benefits Paid time off 401(K) with employer match Holiday Pay Medical, Dental and Vision Insurance with Wellness Credits Employee Assistance Program Basic Life, AD&D Disability Benefits Employee MealsEducation & Experience College degree in Communications, Media Production, Event Production, Marketing, Theatre, or a related field. Minimum of 5 years of experience inTechnical Theater or Live Events. Proficient at MS Office – Word, Excel, PowerPoint, Outlook, Teams. Familiar with additional platforms such as CAD, Meeting Matrix, Adobe Creative.Physical Requirements Flexible and long hours sometimes required, including some weekends and evenings. In-person, onsite at Q Center role. Ability to walk, stand, and sit for long periods of time. Medium work – Exerting up to 50 pounds of force occasionally, and/or 20 pounds of force frequently or constantly to lift, carry, push, pull, or otherwise move objects.The Q Center:Q Center is more than a conference center – it’s an experience! With 40 years of experience in meeting planning and special event production, Q Center has become an industry leader with boundless versatility and exceptional levels of service. As the largest full-service conference facilities in the Midwest, our vast 150,000+ square-feet of IACC-certified meeting and event spaces regularly host a variety of occasions, from large-scale Fortune 500 company meetings to small business training and special events, like fundraisers and galas. One thing is for sure – food and fun are abundant at Q Center for all to enjoy. From our 95 acres of recreational fun to exploring local sites and indulging in gourmet cuisine, we aim to make every guest experience beyond expectations. Q Center isn’t just for business meetings and conferences – our multi-talented team and event space makes us one of the Midwest’s premier special event venues!We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status or any other characteristic protected by law.EEO is the Law Supplement Notice Pay TransparencyIf you require a reasonable accommodation to complete an application, please email your request to careers@qcenter.com and provide the job title to which you are applying.",Director,Full-time,Information Technology,Staffing and Recruiting,3868734744
Actalent,Mechanical Design Engineer,Entry level,"HIRING ASAP! If interested in more information/direct feedback, please reach out to me at cabood@actalentservices. com and attach your resume and contact information.Description:Design industrial processing systems, industrial equipment, and fixturing using 2D and 3D software.Interact with suppliers and customers to identify specifications, design components, and systemsAnalyze, design, and define requirements for mechanical equipment and systems.Recommend technical design or process changes to improve efficiency, quality, or performance.Investigate system, equipment, or product failures.Test performance of electrical, electronic, mechanical, or integrated systems or equipment.Identify new applications for existing and new technologies.Research industrial processes or operations.Skills & Qualifications:Bachelors degree preferred2+ years machine design experienceCREO or SolidworksPluses: Knowledge of design techniques, tools, blueprints, drawings, or models.Knowledge of machines and toolsProduction and Processing — Knowledge of raw materials, production processes or quality control, costsAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Engineering and Information Technology,Business Consulting and Services,3868736972
Aerotek,MIG/TIG Welder,Entry level,"Our client, a leader in their manufacturing industry, is looking to add multiple welders to their operations. They have openings on 1st shift  within their operation. We are looking for individuals who have experience or their certification in welding. These positions are long term/permanent job openings due to increases in business.Description:Create quality welds according to blueprints (weld symbols) and inspect welds for accuracyprepare the product to be welded by performing such tasks as grinding, drilling and cuttingChange gas tanks and wire as neededEnsure that all devices are properly setup and used in a safe mannerMonitor equipment and keep it well maintained; report all equipment issues to a lead/managerPackage finished products according to specification and deliver to the appropriate locationRecord all required data in Job Boss or other designated ERP/databaseAdhere to Company policies as described in employee handbookFollow all procedures and quality standards as they pertain to this positionMaintain a safe and orderly work environmentOther tasks as assigned.Additional Skills & Qualifications:MIG and TIG education and certification highly preferredHS Diploma or GED or 5 years related experience and/or training; or equivalent combination of education and experienceMathematical skillsExperience Level:Intermediate Level About Aerotek:We know that a company's success starts with its employees. We also know that an individual's success starts with the right career opportunity. As a Best of Staffing® Client and Talent leader, Aerotek's people-focused approach yields competitive advantage for our clients and rewarding careers for our contract employees. Since 1983, Aerotek has grown to become a leader in recruiting and staffing services. With more than 250 non-franchised offices, Aerotek's 8,000 internal employees serve more than 300,000 contract employees and 18,000 clients every year. Aerotek is an Allegis Group company, the global leader in talent solutions. Learn more at Aerotek.com.The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",Entry level,Full-time,Production,Staffing and Recruiting,3868749954
AMP Capital,Paralegal,Entry level,"Robert Half, a Fortune 500 Company, is currently seeking Litigation Paralegals for its Full-TIme Engagement Professionals (FTEP) Program.This is a premium service that Robert Half offers to its clients to support them through essential gaps in staffing and mission-critical projects.The FTEP Program is made up of legal consultants that we hire on as permanent employees of Robert Half. Our program consultants enjoy helping our clients solve internal obstacles by lending their expertise; learning new skill sets and understanding nuances in different industries; and networking with various law firms, corporations, government entities and non-profit organizations.Specifically, we are seeking a highly skilled and motivated Litigation Paralegal to join our dynamic legal team. The ideal candidate will play a crucial role in supporting our clients in all phases of the litigation process, from case initiation to resolution. You will be responsible for conducting legal research, drafting legal documents, managing case files, and providing administrative support to ensure the efficient operation of the litigation practice.Job ResponsibilitiesLegal Research and Analysis: Conduct thorough legal research on case-specific issues, statutes, and regulations; Summarize and analyze relevant legal precedents to support case strategies.Document Preparation: Draft and prepare legal documents, including pleadings, motions, subpoenas, and discovery requests; Coordinate with attorneys to compile evidence and exhibits for court filings.Case Management: Organize and maintain case files, ensuring all documents are appropriately indexed and easily accessible; Assist in the preparation of trial materials and exhibits; Manage court deadlines, filings, and document service requirements.Client Interaction: Liaise with clients to gather necessary information and documents; Communicate case updates and status to clients in a professional and timely manner; Assist in client interviews and meetings as needed.Administrative Support: Provide administrative support to attorneys, including scheduling, calendaring, and coordinating meetings; Assist in the preparation of billing statements and timekeeping entries; Handle routine correspondence and communications related to litigation matters., 2+ years of litigation experience Experience assisting with trial preparation (visual aids, models, and mockups) Experience in civil and/or commercial litigation Experience with e-Filing in State and/or Federal Court Excellent verbal and written communications,Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.Robert Half works to put you in the best position to succeed. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity - whenever you choose - even on the go. Download the Robert Half app and get 1-tap apply, notifications of AI-matched jobs, and much more.All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals, including medical, vision, dental, and life and disability insurance. Hired contract/temporary professionals are also eligible to enroll in our company 401(k) plan. Visit roberthalf.gobenefits.net for more information.© 2024 Robert Half. Robert Half is not a law firm and does not provide legal representation. Robert Half project lawyers do not constitute a law firm among themselves. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use.",Entry level,Full-time,Legal,Investment Management,3868754488
Actalent,Clinical Trial Supervisor,Mid-Senior level,"Description: MUST HAVES:MUST HAVE Clinical Research / Clinical Operations experienceMUST HAVE line management experienceMUST HAVE experience working with financial budgetsMUST HAVE excellent organizational skills and communication skillsMUST HAVE excellent initiativePast experience growing a clinical operations team is a plus! 1. They will be the point person for all trials coming in. They will be interacting with sponsors, PI’s and any other type of studies that are coming in. They will be the one managing external vendors, negotiating budgets, get studies going, etc. 2. The other factor is people management. They will have 4-5 research coordinators and 2 nurses and 1 CRA. The coordinators turn over every 2-3 years b/c most of them go back to medical school. The nurses are life long TMC employees so it is a good dynamic.Must have at least a bachelors degree and will take a higher degree.2+ years of staff management6+ years overall clinical research experienceSkills:personnel management, Clinical Research Management, Organization, communication and leadership skills, Clinical Trial, Clinical operation, management skills, Team Management, CommunicationAdditional Skills & Qualifications:BS/BA or above2+ years of staff management6+ years overall clinical research experienceExperience Level:Expert LevelAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Mid-Senior level,Full-time,Health Care Provider,Business Consulting and Services,3868754543
